"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile"
"p10031","Inventories","10031","asset_current","l10n_in.indian_chart_template_standard","","False"
"p10040","Debtors","10040","asset_receivable","l10n_in.indian_chart_template_standard","","True"
"p10041","Debtors (PoS)","10041","asset_receivable","l10n_in.indian_chart_template_standard","","True"
"p10051","SGST Receivable","10051","asset_current","l10n_in.indian_chart_template_standard","l10n_in.sgst_tag_account","False"
"p10052","CGST Receivable","10052","asset_current","l10n_in.indian_chart_template_standard","l10n_in.cgst_tag_account","False"
"p10053","IGST Receivable","10053","asset_current","l10n_in.indian_chart_template_standard","l10n_in.igst_tag_account","False"
"p10057","Reverse Charge Tax Receivable","10057","asset_current","l10n_in.indian_chart_template_standard","","False"
"p10054","TDS Receivable","10058","asset_current","l10n_in.indian_chart_template_standard","","False"
"p10059","Tax Current Account - Receivable","10059","asset_current","l10n_in.indian_chart_template_standard","","False"
"p10061","Deposit Account","10061","asset_current","l10n_in.indian_chart_template_standard","","False"
"p10071","Prepaid Insurance","10071","asset_current","l10n_in.indian_chart_template_standard","","False"
"p1011","Buildings","1011","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1012","Land","1012","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1013","Equipments","1013","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1014","Vehicle","1014","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1015","Computer/Laptops (Assets)","1015","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1016","Furniture","1016","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1017","Air Conditionar","1017","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1018","Misc Assets","1018","asset_fixed","l10n_in.indian_chart_template_standard","","False"
"p1111","Capital Account","1111","liability_current","l10n_in.indian_chart_template_standard","","False"
"p1112","Reserve And Surplus Account","1112","liability_current","l10n_in.indian_chart_template_standard","","False"
"p11211","Creditors","11211","liability_payable","l10n_in.indian_chart_template_standard","","True"
