"id","name","code","account_type","chart_template_id/id","reconcile"
"account_account_template_0_111301","0-Cuenta PayPal 1","0.111301","asset_cash","l10n_cr.account_chart_template_0","False"
"account_account_template_0_111401","0-Fondos en tránsito en tesorería","0.111401","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_111403","0-Fondos en tránsito de PayPal a Bancos","0.111403","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_111501","0-Inversión 1","0.111501","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_112001","0-Cuentas por cobrar comerciales","0.112001","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_112011","0-Cuentas por cobrar comerciales (PoS)","0.112011","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_112002","0-Cuentas por cobrar a compañías relacionadas","0.112002","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_112003","0-Cuentas por cobrar a empleados","0.112003","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_112004","0-Otras cuentas por cobrar","0.112004","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_112005","0-Inversiones de corto plazo","0.112005","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_113101","0-Inventario de producto para la venta","0.113101","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_113102","0-Inventario de consumibles","0.113102","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_121111","0-Terreno 1","0.121111","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_121121","0-Terreno 1","0.121121","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122111","0-Edificio 1","0.122111","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122121","0-Edificio 1","0.122121","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122211","0-Edificio 1","0.122211","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122221","0-Edificio 1","0.122221","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122301","0-Maquinaria y equipo de edificios","0.122301","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122302","0-Herramientas mayores","0.122302","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122303","0-Moibliario y equipo de oficina","0.122303","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122304","0-Equipo de cómputo","0.122304","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_122305","0-Vehículos","0.122305","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_131101","0-Edificio 1","0.131101","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_131201","0-Edificio 1","0.131201","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_132101","0-Edificio 1","0.132101","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_132201","0-Edificio 1","0.132201","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_133001","0-Dep. ac. de maquinaria y equipo de edificios","0.133001","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_133002","0-Dep. ac. de herramientas mayores","0.133002","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_133003","0-Dep. ac. de mobiliario y equipo de oficina","0.133003","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_133004","0-Dep. ac. de equipo de cómputo","0.133004","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_133005","0-Dep. ac. de vehículos","0.133005","asset_current","l10n_cr.account_chart_template_0","False"
"account_account_template_0_141001","0-Pólizas de seguros prepagadas","0.141001","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_142001","0-Depósitos sobre derechos telefónicos","0.142001","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_142002","0-Depósitos sobre conexiones de Internet","0.142002","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_142003","0-Depósitos sobre locales en alquiler","0.142003","asset_receivable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_211001","0-Cuentas por pagar a proveedores","0.211001","liability_payable","l10n_cr.account_chart_template_0","True"
"account_account_template_0_211002","0-Cuentas por pagar a empleados","0.211002","liability_payable","l10n_cr.account_chart_template_0","True"
