id,code,name,user_type_id:id,reconcile,chart_template_id:id,tag_ids:id
1101,1101,Costi di impianto,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1106,1106,Software,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1108,1108,Avviamento,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1111,1111,Fondo ammortamento costi di impianto,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1116,1116,Fondo ammortamento software,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1118,1118,Fondo ammortamento avviamento,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1201,1201,Fabbricati,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1202,1202,Impianti e macchinari,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1204,1204,Attrezzature commerciali,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1205,1205,Macchine d'ufficio,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1206,1206,Arredamento,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1207,1207,Automezzi,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1208,1208,Imballaggi durevoli,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1211,1211,Fondo ammortamento fabbricati,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1212,1212,Fondo ammortamento impianti e macchinari,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1214,1214,Fondo ammortamento attrezzature commerciali,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1215,1215,Fondo ammortamento macchine d'ufficio,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1216,1216,Fondo ammortamento arredamento,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1217,1217,Fondo ammortamento automezzi,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1218,1218,Fondo ammortamento imballaggi durevoli,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1220,1220,Fornitori immobilizzazioni c/acconti,account.data_account_type_non_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1301,1301,Mutui attivi,account.data_account_type_fixed_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_B_ATT
1401,1401,Materie di consumo,account.data_account_type_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1404,1404,Merci,account.data_account_type_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1410,1410,Fornitori c/acconti,account.data_account_type_current_assets,FALSE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1501,1501,Crediti v/clienti,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1502,1502,Crediti commerciali diversi,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1503,1503,Clienti c/spese anticipate,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1505,1505,Cambiali attive,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1506,1506,Cambiali allo sconto,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1507,1507,Cambiali all'incasso,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1508,1508,Crediti v/clienti (PoS),account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1509,1509,Fatture da emettere,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1510,1510,Crediti insoluti,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1511,1511,Cambiali insolute,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1531,1531,Crediti da liquidare,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
1540,1540,Fondo svalutazione crediti,account.data_account_type_receivable,TRUE,l10n_it_chart_template_generic,l10n_it.account_tag_C_ATT
