"id","name","code","account_type","chart_template_id/id","reconcile"
"chart1121","Vietnamese Dong","1121","asset_cash","vn_template","False"
"chart1122","Foreign currencies","1122","asset_cash","vn_template","False"
"chart1123","Monetary Gold","1123","asset_cash","vn_template","False"
"chart1211","Shares",1211,"asset_current","vn_template","False"
"chart1212","Bonds",1212,"asset_current","vn_template","False"
"chart1218","Other securities and financial instruments",1218,"asset_current","vn_template","False"
"chart1281","Term deposits",1281,"asset_current","vn_template","False"
"chart1282","Bonds",1282,"asset_current","vn_template","False"
"chart1283","Lending loans",1283,"asset_current","vn_template","False"
"chart1288","Other held to maturity investments",1288,"asset_current","vn_template","False"
"chart131","Trade receivables",131,"asset_receivable","vn_template","True"
"chart132","Trade receivables(pos)",132,"asset_receivable","vn_template","True"
"chart1331","VAT on purchase of goods and services",1331,"asset_current","vn_template","False"
"chart1332","VAT on purchase of fixed assets",1332,"asset_current","vn_template","False"
"chart1361","Working capital provided to sub-units",1361,"asset_receivable","vn_template","True"
"chart1362","Intra-company receivables on foreign exchange",1362,"asset_receivable","vn_template","True"
"chart1363","Intra-company receivables on borrowing costs eligible to be capitalized",1363,"asset_receivable","vn_template","True"
"chart1368","Other intra-company receivables",1368,"asset_receivable","vn_template","True"
"chart1381","Shortage of assets awaiting resolution",1381,"asset_receivable","vn_template","True"
"chart1385","Receivables from privatization",1385,"asset_receivable","vn_template","True"
"chart1388","Other receivables",1388,"asset_receivable","vn_template","True"
"chart141","Advances",141,"asset_receivable","vn_template","True"
"chart151","Goods in transit",151,"asset_current","vn_template","False"
"chart152","Raw materials",152,"asset_current","vn_template","False"
"chart1531","Tools and supplies",1531,"asset_current","vn_template","False"
"chart1532","Reusable packaging materials",1532,"asset_current","vn_template","False"
"chart1533","Instruments for renting",1533,"asset_current","vn_template","False"
"chart1534","Equipment and spare parts for replacement",1534,"asset_current","vn_template","False"
"chart1541","Construction contracts",1541,"asset_current","vn_template","False"
"chart1542","Other work-in-progress products",1542,"asset_current","vn_template","False"
"chart1543","Services",1543,"asset_current","vn_template","False"
"chart1544","Warranty costs",1544,"asset_current","vn_template","False"
"chart1551","Finished products - inventory",1551,"asset_current","vn_template","False"
"chart1557","Finished products - real estates",1557,"asset_current","vn_template","False"
"chart1561","Purchase costs",1561,"asset_current","vn_template","False"
"chart1562","Incidental purchase costs",1562,"asset_current","vn_template","False"
"chart1567","Properties held for sale",1567,"asset_current","vn_template","False"
"chart157","Outward goods on consignment",157,"asset_current","vn_template","False"
"chart158","Goods in bonded warehouse",158,"asset_current","vn_template","False"
"chart1611","Expenditure brought forward",1611,"asset_current","vn_template","False"
"chart1612","Expenditure of current year",1612,"asset_current","vn_template","False"
"chart171","Government bonds purchased for resale",171,"asset_current","vn_template","False"
"chart2111","Buildings and structures",2111,"asset_non_current","vn_template","False"
"chart2112","Machinery and equipment",2112,"asset_non_current","vn_template","False"
"chart2113","Means of transportation and transmission",2113,"asset_non_current","vn_template","False"
"chart2114","Office equipment and furniture",2114,"asset_non_current","vn_template","False"
"chart2115","Perennial plants, working animals and farm livestocks",2115,"asset_non_current","vn_template","False"
"chart2118","Other fixed assets",2118,"asset_non_current","vn_template","False"
"chart2121","Finance lease tangible fixed assets",2121,"asset_non_current","vn_template","False"
