"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"tr101","Alınan Çekler","101","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr108","Diğer Hazır Değerler","108","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr110","Hisse Senetleri","110","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr111","Özel Kesim Tahvil Senet Ve Bonoları","111","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr112","Kamu Kesimi Tahvil, Senet ve Bonoları","112","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr118","Diğer Menkul Kıymetler","118","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr119","Menkul Kıymetler Değer Düşüklüğü Karşılığı(-)","119","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr120","Alıcılar","120","account.data_account_type_receivable","l10n_tr.l10ntr_tek_duzen_hesap","True"
"tr121","Alacak Senetleri","121","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr122","Alacak Senetleri Reeskontu(-)","122","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr123","Alıcılar (PoS)","123","account.data_account_type_receivable","l10n_tr.l10ntr_tek_duzen_hesap","True"
"tr124","Kazanılmamış Finansal Kiralama Faiz Gelirleri(-)","124","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr126","Verilen Depozito ve Teminatlar","126","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr127","Diğer Ticari Alacaklar","127","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr128","Şüpheli Ticari Alacaklar","128","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr129","Şüpheli Ticari Alacaklar Karşılığı","129","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr131","Ortaklardan Alacaklar","131","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr132","İştiraklerden Alacaklar","132","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr133","Bağlı Ortaklıklardan Alacaklar","133","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr135","Personelden Alacaklar","135","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr136","Diğer Çeşitli Alacaklar","136","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr137","Diğer Alacak Senetleri Reeskontu(-)","137","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr138","Şüpheli Diğer Alacaklar","138","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr139","Şüpheli Diğer Alacaklar Karşılığı(-)","139","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr150","İlk Madde Malzeme","150","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr151","Yarı Mamuller","151","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr152","Mamuller","152","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr153","Ticari Mallar","153","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr158","Stok Değer Düşüklüğü Karşılığı(-)","158","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr159","Verilen Sipariş Avansları","159","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr170","Yıllara Yaygın İnşaat Ve Onarım Maliyetleri","170","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr179","Taşeronlara Verilen Avanslar","179","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr180","Gelecek Aylara Ait Giderler","180","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr181","Gelir Tahakkukları","181","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr190","Devreden KDV","190","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr191","İndirilecek KDV","191","account.data_account_type_current_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr192","Diğer KDV","192","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr193","Peşin Ödenen Vergiler Ve Fonlar","193","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr195","İş Avansları","195","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr196","Personel Avansları","196","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr197","Sayım Ve Tesellüm Noksanları","197","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr198","Diğer Çeşitli Dönen Varlıklar","198","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr199","Diğer Dönen Varlıklar Karşılığı(-)","199","account.data_account_type_expenses","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr220","Alıcılar","220","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr221","Alacak Senetleri","221","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr222","Alacak Senetleri Reeskontu(-)","222","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr224","Kazaqnılmamış Finansal Kiralama Faiz Gelirleri(-)","224","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr226","Verilen Depozito Ve Teminatlar","226","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr229","Şüpheli Ticari Alacaklar Karşılığı(-)","229","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr231","Ortaklardan Alacaklar","231","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr232","İştiraklerden Alacaklar","232","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr233","Bağlı Ortaklıklardan Alacaklar","233","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr235","Personelden Alacaklar","235","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr236","Diğer Çeşitli Alacaklar","236","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr237","Diğer Alacak Senetleri Reeskontu(-)","237","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr240","Bağlı Menkul Kıymetler","240","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr241","Bağlı Menkul Kıymetler Değer Düşüklüğü Karşılığı(-)","241","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr242","İştirakler","242","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr243","İştiraklere Sermaye Taahhütleri(-)","243","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr244","İştirakler Sermaye Payları Değer Düşüklüğü Karşılığı(-)","244","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr245","Bağlı Ortaklıklar","245","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr246","Bağlı Ortaklıklara Sermaye Taahhütleri(-)","246","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr247","Bağlı Ortaklıklar Sermaye Payları Değer Düşüklüğü Karşılığı(-)","247","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
"tr248","Diğer Mali Duran Varlıklar","248","account.data_account_type_fixed_assets","l10n_tr.l10ntr_tek_duzen_hesap","False"
