id,code,name
vat_exemption_201,"201","17/1 Kültür ve Eğitim Amacı Taşıyan İşlemler"
vat_exemption_202,"202","17/2-a Sağlık, Çevre Ve Sosyal Yardım Amaçlı İşlemler"
vat_exemption_204,"204","17/2-c  Yabancı  Diplomatik  Organ  Ve  Hayır  Kurumlarının  Yapacakları  Bağışlarla  İlgili Mal Ve Hizmet Alışları"
vat_exemption_205,"205","17/2-d Taşınmaz Kültür Varlıklarına İlişkin Teslimler ve Mimarlık Hizmetleri"
vat_exemption_206,"206","17/2-e Mesleki Kuruluşların İşlemleri"
vat_exemption_207,"207","17/3 Askeri Fabrika, Tersane ve Atölyelerin İşlemleri"
vat_exemption_208,"208","17/4-c Birleşme, Devir, Dönüşüm ve Bölünme İşlemleri"
vat_exemption_209,"209","17/4-e Banka ve Sigorta Muameleleri Vergisi Kapsamına Giren İşlemler"
vat_exemption_211,"211","17/4-h  Zirai  Amaçlı  Su  Teslimleri  İle  Köy  Tüzel  Kişiliklerince  Yapılan  İçme  Suyu teslimleri"
vat_exemption_212,"212","17/4-ı Serbest Bölgelerde Verilen Hizmetler"
vat_exemption_213,"213","17/4-j Boru Hattı İle Yapılan Petrol Ve Gaz Taşımacılığı"
vat_exemption_214,"214","17/4-k   Organize   Sanayi   Bölgelerindeki   Arsa   ve   İşyeri   Teslimleri   İle   Konut   Yapı Kooperatiflerinin Üyelerine Konut Teslimleri"
vat_exemption_215,"215","17/4-l Varlık Yönetim Şirketlerinin İşlemleri"
vat_exemption_216,"216","17/4-m Tasarruf Mevduatı Sigorta Fonunun İşlemleri"
vat_exemption_217,"217","17/4-n Basın-Yayın ve Enformasyon Genel Müdürlüğüne Verilen Haber Hizmetleri"
vat_exemption_218,"218","KDV   17/4-o   md.   Gümrük   Antrepoları,   Geçici   Depolama   Yerleri   ile   Gümrüklü Sahalarda  Vergisiz  Satış  Yapılan  İşyeri,  Depo  ve  Ardiye  Gibi  Bağımsız  Birimlerin Kiralanması"
vat_exemption_219,"219","17/4-p Hazine ve Arsa Ofisi Genel Müdürlüğünün işlemleri"
vat_exemption_220,"220","17/4-r İki Tam Yıl Süreyle Sahip Olunan Taşınmaz ve İştirak Hisseleri Satışları"
vat_exemption_221,"221","Geçici  15  Konut  Yapı  Kooperatifleri,  Belediyeler  ve  Sosyal  Güvenlik  Kuruluşlarına Verilen İnşaat Taahhüt Hizmeti"
vat_exemption_223,"223","Geçici 20/1 Teknoloji Geliştirme Bölgelerinde Yapılan İşlemler"
vat_exemption_225,"225","Geçici 23 Milli Eğitim Bakanlığına Yapılan Bilgisayar Bağışları İle İlgili Teslimler"
vat_exemption_226,"226","17/2-b Özel Okulları, Üniversite ve Yüksekokullar Tarafından Verilen Bedelsiz Eğitim Ve Öğretim Hizmetleri"
vat_exemption_227,"227","17/2-b   Kanunların   Gösterdiği   Gerek   Üzerine   Bedelsiz   Olarak   Yapılan   Teslim   ve Hizmetler"
vat_exemption_228,"228","17/2-b  Kanunun  (17/1)  Maddesinde  Sayılan  Kurum  ve  Kuruluşlara  Bedelsiz  Olarak Yapılan Teslimler"
vat_exemption_229,"229","17/2-b  Gıda  Bankacılığı  Faaliyetinde  Bulunan  Dernek  ve  Vakıflara  Bağışlanan  Gıda, Temizlik, Giyecek ve Yakacak Maddeleri"
vat_exemption_230,"230","17/4-g Külçe Altın, Külçe Gümüş Ve Kiymetli Taşlarin Teslimi"
vat_exemption_231,"231","17/4-g Metal Plastik, Lastik, Kauçuk, Kağit, Cam Hurda Ve Atıkların Teslimi"
vat_exemption_232,"232","17/4-g Döviz, Para, Damga Pulu, Değerli Kağıtlar, Hisse Senedi ve Tahvil Teslimleri"
vat_exemption_234,"234","17/4-ş Konut Finansmanı Amacıyla Teminat Gösterilen ve İpotek Konulan Konutların Teslimi"
vat_exemption_235,"235","16/1-c  Transit  ve  Gümrük  Antrepo  Rejimleri  İle  Geçici  Depolama  ve  Serbest  Bölge Hükümlerinin Uygulandığiı Malların Teslimi"
vat_exemption_236,"236","19/2 Usulüne Göre Yürürlüğe Girmiş Uluslararası Anlaşmalar Kapsamındaki İstisnalar (İade Hakkı Tanınmayan)"
vat_exemption_237,"237","17/4-t   5300   Sayılı   Kanuna   Göre   Düzenlenen   Ürün   Senetlerinin   İhtisas/Ticaret Borsaları Aracılığıyla İlk Teslimlerinden Sonraki Teslim"
vat_exemption_238,"238","17/4-u Varlıkların Varlık Kiralama Şirketlerine Devri İle Bu Varlıkların Varlık Kiralama Şirketlerince Kiralanması ve Devralınan Kuruma Devri"
vat_exemption_239,"239","17/4-y  Taşınmazların  Finansal  Kiralama  Şirketlerine  Devri,  Finansal  Kiralama  Şirketi Tarafından Devredene Kiralanması ve Devri"
vat_exemption_240,"240","17/4-z  Patentli  Veya  Faydalı  Model  Belgeli  Buluşa  İlişkin  Gayri  Maddi  Hakların Kiralanması, Devri ve Satışı"
vat_exemption_241,"241","TürkAkım  Gaz  Boru  Hattı  Projesine  İlişkin  Anlaşmanın  (9/b)  Maddesinde  Yer  Alan Hizmetler"
vat_exemption_242,"242","KDV   17/4-ö   md.   Gümrük   Antrepoları,   Geçici   Depolama   Yerleri   ile   Gümrüklü Sahalarda,  İthalat  ve  İhracat  İşlemlerine  konu  mallar  ile  transit  rejim  kapsamında işlem gören mallar için verilen ardiye, depolama ve terminal hizmetleri"
vat_exemption_250,"250","Diğerleri"
vat_exemption_301,"301","11/1-a Mal İhracatı"
vat_exemption_302,"302","11/1-a Hizmet İhracatı"
vat_exemption_303,"303","11/1-a Roaming Hizmetleri"
vat_exemption_304,"304","13/a  Deniz  Hava  ve  Demiryolu  Taşıma  Araçlarının  Teslimi  İle  İnşa,  Tadil,  Bakım  ve Onarımları"
vat_exemption_305,"305","13/b  Deniz  ve  Hava  Taşıma  Araçları  İçin  Liman  Ve  Hava  Meydanlarında  Yapılan Hizmetler"
