"id","code","name"
"pl_tax_office_0202","0202","URZĄD SKARBOWY W BOLESŁAWCU"
"pl_tax_office_0203","0203","URZĄD SKARBOWY W BYSTRZYCY KŁODZKIEJ"
"pl_tax_office_0204","0204","URZĄD SKARBOWY W DZIERŻONIOWIE"
"pl_tax_office_0205","0205","URZĄD SKARBOWY W GŁOGOWIE"
"pl_tax_office_0206","0206","URZĄD SKARBOWY W JAWORZE"
"pl_tax_office_0207","0207","URZĄD SKARBOWY W JELENIEJ GÓRZE"
"pl_tax_office_0208","0208","URZĄD SKARBOWY W KAMIENNEJ GÓRZE"
"pl_tax_office_0209","0209","URZĄD SKARBOWY W KŁODZKU"
"pl_tax_office_0210","0210","URZĄD SKARBOWY W LEGNICY"
"pl_tax_office_0211","0211","URZĄD SKARBOWY W LUBANIU"
"pl_tax_office_0212","0212","URZĄD SKARBOWY W LUBINIE"
"pl_tax_office_0213","0213","URZĄD SKARBOWY W LWÓWKU ŚLĄSKIM"
"pl_tax_office_0214","0214","URZĄD SKARBOWY W MILICZU"
"pl_tax_office_0215","0215","URZĄD SKARBOWY W NOWEJ RUDZIE"
"pl_tax_office_0216","0216","URZĄD SKARBOWY W OLEŚNICY"
"pl_tax_office_0217","0217","URZĄD SKARBOWY W OŁAWIE"
"pl_tax_office_0218","0218","URZĄD SKARBOWY W STRZELINIE"
"pl_tax_office_0219","0219","URZĄD SKARBOWY W ŚRODZIE ŚLĄSKIEJ"
"pl_tax_office_0220","0220","URZĄD SKARBOWY W ŚWIDNICY"
"pl_tax_office_0221","0221","URZĄD SKARBOWY W TRZEBNICY"
"pl_tax_office_0222","0222","URZĄD SKARBOWY W WAŁBRZYCHU"
"pl_tax_office_0223","0223","URZĄD SKARBOWY W WOŁOWIE"
"pl_tax_office_0224","0224","URZĄD SKARBOWY WROCŁAW-FABRYCZNA"
"pl_tax_office_0225","0225","URZĄD SKARBOWY WROCŁAW-KRZYKI"
"pl_tax_office_0226","0226","URZĄD SKARBOWY WROCŁAW-PSIE POLE"
"pl_tax_office_0227","0227","URZĄD SKARBOWY WROCŁAW-STARE MIASTO"
"pl_tax_office_0228","0228","URZĄD SKARBOWY WROCŁAW-ŚRÓDMIEŚCIE"
"pl_tax_office_0229","0229","PIERWSZY URZĄD SKARBOWY WE WROCŁAWIU"
"pl_tax_office_0230","0230","URZĄD SKARBOWY W ZĄBKOWICACH ŚLĄSKICH"
"pl_tax_office_0231","0231","URZĄD SKARBOWY W ZGORZELCU"
"pl_tax_office_0232","0232","URZĄD SKARBOWY W ZŁOTORYI"
"pl_tax_office_0233","0233","URZĄD SKARBOWY W GÓRZE"
"pl_tax_office_0234","0234","URZĄD SKARBOWY W POLKOWICACH"
"pl_tax_office_0271","0271","DOLNOŚLĄSKI URZĄD SKARBOWY WE WROCŁAWIU"
"pl_tax_office_0402","0402","URZĄD SKARBOWY W ALEKSANDROWIE KUJAWSKIM"
"pl_tax_office_0403","0403","URZĄD SKARBOWY W BRODNICY"
"pl_tax_office_0404","0404","PIERWSZY URZĄD SKARBOWY W BYDGOSZCZY"
"pl_tax_office_0405","0405","DRUGI URZĄD SKARBOWY W BYDGOSZCZY"
"pl_tax_office_0406","0406","TRZECI URZĄD SKARBOWY W BYDGOSZCZY"
"pl_tax_office_0407","0407","URZĄD SKARBOWY W CHEŁMNIE"
"pl_tax_office_0408","0408","URZĄD SKARBOWY W GRUDZIĄDZU"
"pl_tax_office_0409","0409","URZĄD SKARBOWY W INOWROCŁAWIU"
"pl_tax_office_0410","0410","URZĄD SKARBOWY W LIPNIE"
"pl_tax_office_0411","0411","URZĄD SKARBOWY W MOGILNIE"
"pl_tax_office_0412","0412","URZĄD SKARBOWY W NAKLE NAD NOTECIĄ"
"pl_tax_office_0413","0413","URZĄD SKARBOWY W RADZIEJOWIE"
"pl_tax_office_0414","0414","URZĄD SKARBOWY W RYPINIE"
"pl_tax_office_0415","0415","URZĄD SKARBOWY W ŚWIECIU"
"pl_tax_office_0416","0416","PIERWSZY URZĄD SKARBOWY W TORUNIU"
"pl_tax_office_0417","0417","DRUGI URZĄD SKARBOWY W TORUNIU"
"pl_tax_office_0418","0418","URZĄD SKARBOWY W TUCHOLI"
"pl_tax_office_0419","0419","URZĄD SKARBOWY W WĄBRZEŹNIE"
"pl_tax_office_0420","0420","URZĄD SKARBOWY WE WŁOCŁAWKU"
"pl_tax_office_0421","0421","URZĄD SKARBOWY W ŻNINIE"
"pl_tax_office_0422","0422","URZĄD SKARBOWY W GOLUBIU-DOBRZYNIU"
"pl_tax_office_0423","0423","URZĄD SKARBOWY W SĘPÓLNIE KRAJEŃSKIM"
"pl_tax_office_0471","0471","KUJAWSKO-POMORSKI URZĄD SKARBOWY W BYDGOSZCZY"
"pl_tax_office_0602","0602","URZĄD SKARBOWY W BIAŁEJ PODLASKIEJ"
"pl_tax_office_0603","0603","URZĄD SKARBOWY W BIŁGORAJU"
"pl_tax_office_0604","0604","URZĄD SKARBOWY W CHEŁMIE"
"pl_tax_office_0605","0605","URZĄD SKARBOWY W HRUBIESZOWIE"
"pl_tax_office_0606","0606","URZĄD SKARBOWY W JANOWIE LUBELSKIM"
"pl_tax_office_0607","0607","URZĄD SKARBOWY W KRASNYMSTAWIE"
"pl_tax_office_0608","0608","URZĄD SKARBOWY W KRAŚNIKU"
"pl_tax_office_0609","0609","URZĄD SKARBOWY W LUBARTOWIE"
"pl_tax_office_0610","0610","PIERWSZY URZĄD SKARBOWY W LUBLINIE"
"pl_tax_office_0611","0611","DRUGI URZĄD SKARBOWY W LUBLINIE"
"pl_tax_office_0612","0612","TRZECI URZĄD SKARBOWY W LUBLINIE"
"pl_tax_office_0613","0613","URZĄD SKARBOWY W ŁUKOWIE"
"pl_tax_office_0614","0614","URZĄD SKARBOWY W OPOLU LUBELSKIM"
"pl_tax_office_0615","0615","URZĄD SKARBOWY W PARCZEWIE"
"pl_tax_office_0616","0616","URZĄD SKARBOWY W PUŁAWACH"
"pl_tax_office_0617","0617","URZĄD SKARBOWY W RADZYNIU PODLASKIM"
"pl_tax_office_0618","0618","URZĄD SKARBOWY W TOMASZOWIE LUBELSKIM"
"pl_tax_office_0619","0619","URZĄD SKARBOWY WE WŁODAWIE"
"pl_tax_office_0620","0620","URZĄD SKARBOWY W ZAMOŚCIU"
"pl_tax_office_0621","0621","URZĄD SKARBOWY W ŁĘCZNEJ"
"pl_tax_office_0622","0622","URZĄD SKARBOWY W RYKACH"
"pl_tax_office_0671","0671","LUBELSKI URZĄD SKARBOWY W LUBLINIE"
"pl_tax_office_0802","0802","URZĄD SKARBOWY W GORZOWIE WIELKOPOLSKIM"
"pl_tax_office_0803","0803","URZĄD SKARBOWY W KROŚNIE ODRZAŃSKIM"
"pl_tax_office_0804","0804","URZĄD SKARBOWY W MIĘDZYRZECZU"
"pl_tax_office_0805","0805","URZĄD SKARBOWY W NOWEJ SOLI"
"pl_tax_office_0806","0806","URZĄD SKARBOWY W SŁUBICACH"
"pl_tax_office_0807","0807","URZĄD SKARBOWY W ŚWIEBODZINIE"
"pl_tax_office_0808","0808","PIERWSZY URZĄD SKARBOWY W ZIELONEJ GÓRZE"
"pl_tax_office_0809","0809","DRUGI URZĄD SKARBOWY W ZIELONEJ GÓRZE"
"pl_tax_office_0810","0810","URZĄD SKARBOWY W ŻAGANIU"
"pl_tax_office_0811","0811","URZĄD SKARBOWY W ŻARACH"
"pl_tax_office_0812","0812","URZĄD SKARBOWY W DREZDENKU"
"pl_tax_office_0813","0813","URZĄD SKARBOWY W SULĘCINIE"
"pl_tax_office_0814","0814","URZĄD SKARBOWY WE WSCHOWIE"
"pl_tax_office_0871","0871","LUBUSKI URZĄD SKARBOWY W ZIELONEJ GÓRZE"
"pl_tax_office_1002","1002","URZĄD SKARBOWY W BEŁCHATOWIE"
"pl_tax_office_1003","1003","URZĄD SKARBOWY W BRZEZINACH"
"pl_tax_office_1004","1004","URZĄD SKARBOWY W GŁOWNIE"
"pl_tax_office_1005","1005","URZĄD SKARBOWY W KUTNIE"
"pl_tax_office_1006","1006","URZĄD SKARBOWY W ŁASKU"
"pl_tax_office_1007","1007","URZĄD SKARBOWY W ŁOWICZU"
"pl_tax_office_1008","1008","PIERWSZY URZĄD SKARBOWY ŁÓDŹ-BAŁUTY"
"pl_tax_office_1009","1009","DRUGI URZĄD SKARBOWY ŁÓDŹ-BAŁUTY"
"pl_tax_office_1010","1010","PIERWSZY URZĄD SKARBOWY ŁÓDŹ-GÓRNA"
"pl_tax_office_1011","1011","DRUGI URZĄD SKARBOWY ŁÓDŹ-GÓRNA"
"pl_tax_office_1012","1012","URZĄD SKARBOWY ŁÓDŹ-POLESIE"
"pl_tax_office_1013","1013","URZĄD SKARBOWY ŁÓDŹ-ŚRÓDMIEŚCIE"
"pl_tax_office_1014","1014","URZĄD SKARBOWY ŁÓDŹ-WIDZEW"
"pl_tax_office_1015","1015","URZĄD SKARBOWY W OPOCZNIE"
"pl_tax_office_1016","1016","URZĄD SKARBOWY W PABIANICACH"
"pl_tax_office_1017","1017","URZĄD SKARBOWY W PIOTRKOWIE TRYBUNALSKIM"
"pl_tax_office_1018","1018","URZĄD SKARBOWY W PODDĘBICACH"
"pl_tax_office_1019","1019","URZĄD SKARBOWY W RADOMSKU"
"pl_tax_office_1020","1020","URZĄD SKARBOWY W RAWIE MAZOWIECKIEJ"
"pl_tax_office_1021","1021","URZĄD SKARBOWY W SIERADZU"
"pl_tax_office_1022","1022","URZĄD SKARBOWY W SKIERNIEWICACH"
"pl_tax_office_1023","1023","URZĄD SKARBOWY W TOMASZOWIE MAZOWIECKIM"
"pl_tax_office_1024","1024","URZĄD SKARBOWY W WIELUNIU"
"pl_tax_office_1025","1025","URZĄD SKARBOWY W ZDUŃSKIEJ WOLI"
"pl_tax_office_1026","1026","URZĄD SKARBOWY W ZGIERZU"
"pl_tax_office_1027","1027","URZĄD SKARBOWY W WIERUSZOWIE"
"pl_tax_office_1028","1028","URZĄD SKARBOWY W ŁĘCZYCY"
"pl_tax_office_1029","1029","URZĄD SKARBOWY W PAJĘCZNIE"
"pl_tax_office_1071","1071","ŁÓDZKI URZĄD SKARBOWY W ŁODZI"
"pl_tax_office_1202","1202","URZĄD SKARBOWY W BOCHNI"
"pl_tax_office_1203","1203","URZĄD SKARBOWY W BRZESKU"
"pl_tax_office_1204","1204","URZĄD SKARBOWY W CHRZANOWIE"
"pl_tax_office_1205","1205","URZĄD SKARBOWY W DĄBROWIE TARNOWSKIEJ"
"pl_tax_office_1206","1206","URZĄD SKARBOWY W GORLICACH"
"pl_tax_office_1207","1207","PIERWSZY URZĄD SKARBOWY KRAKÓW"
"pl_tax_office_1208","1208","URZĄD SKARBOWY KRAKÓW-KROWODRZA"
"pl_tax_office_1209","1209","URZĄD SKARBOWY KRAKÓW-NOWA HUTA"
"pl_tax_office_1210","1210","URZĄD SKARBOWY KRAKÓW-PODGÓRZE"
"pl_tax_office_1211","1211","URZĄD SKARBOWY KRAKÓW-PRĄDNIK"
"pl_tax_office_1212","1212","URZĄD SKARBOWY KRAKÓW-STARE MIASTO"
"pl_tax_office_1213","1213","URZĄD SKARBOWY KRAKÓW-ŚRÓDMIEŚCIE"
"pl_tax_office_1214","1214","URZĄD SKARBOWY W LIMANOWEJ"
"pl_tax_office_1215","1215","URZĄD SKARBOWY W MIECHOWIE"
"pl_tax_office_1216","1216","URZĄD SKARBOWY W MYŚLENICACH"
"pl_tax_office_1217","1217","URZĄD SKARBOWY W NOWYM SĄCZU"
"pl_tax_office_1218","1218","URZĄD SKARBOWY W NOWYM TARGU"
"pl_tax_office_1219","1219","URZĄD SKARBOWY W OLKUSZU"
"pl_tax_office_1220","1220","URZĄD SKARBOWY W OŚWIĘCIMIU"
"pl_tax_office_1221","1221","URZĄD SKARBOWY W PROSZOWICACH"
"pl_tax_office_1222","1222","URZĄD SKARBOWY W SUCHEJ BESKIDZKIEJ"
"pl_tax_office_1223","1223","PIERWSZY URZĄD SKARBOWY W TARNOWIE"
"pl_tax_office_1224","1224","DRUGI URZĄD SKARBOWY W TARNOWIE"
"pl_tax_office_1225","1225","URZĄD SKARBOWY W WADOWICACH"
"pl_tax_office_1226","1226","URZĄD SKARBOWY W WIELICZCE"
"pl_tax_office_1227","1227","URZĄD SKARBOWY W ZAKOPANEM"
"pl_tax_office_1228","1228","DRUGI URZĄD SKARBOWY KRAKÓW"
"pl_tax_office_1271","1271","MAŁOPOLSKI URZĄD SKARBOWY W KRAKOWIE"
"pl_tax_office_1402","1402","URZĄD SKARBOWY W BIAŁOBRZEGACH"
"pl_tax_office_1403","1403","URZĄD SKARBOWY W CIECHANOWIE"
"pl_tax_office_1404","1404","URZĄD SKARBOWY W GARWOLINIE"
"pl_tax_office_1405","1405","URZĄD SKARBOWY W GOSTYNINIE"
"pl_tax_office_1406","1406","URZĄD SKARBOWY W GRODZISKU MAZOWIECKIM"
"pl_tax_office_1407","1407","URZĄD SKARBOWY W GRÓJCU"
"pl_tax_office_1408","1408","URZĄD SKARBOWY W KOZIENICACH"
"pl_tax_office_1409","1409","URZĄD SKARBOWY W LEGIONOWIE"
"pl_tax_office_1410","1410","URZĄD SKARBOWY W ŁOSICACH"
"pl_tax_office_1411","1411","URZĄD SKARBOWY W MAKOWIE MAZOWIECKIM"
"pl_tax_office_1412","1412","URZĄD SKARBOWY W MIŃSKU MAZOWIECKIM"
"pl_tax_office_1413","1413","URZĄD SKARBOWY W MŁAWIE"
"pl_tax_office_1414","1414","URZĄD SKARBOWY W NOWYM DWORZE MAZOWIECKIM"
"pl_tax_office_1415","1415","URZĄD SKARBOWY W OSTROŁĘCE"
"pl_tax_office_1416","1416","URZĄD SKARBOWY W OSTROWI MAZOWIECKIEJ"
"pl_tax_office_1417","1417","URZĄD SKARBOWY W OTWOCKU"
"pl_tax_office_1418","1418","URZĄD SKARBOWY W PIASECZNIE"
"pl_tax_office_1419","1419","URZĄD SKARBOWY W PŁOCKU"
"pl_tax_office_1420","1420","URZĄD SKARBOWY W PŁOŃSKU"
"pl_tax_office_1421","1421","URZĄD SKARBOWY W PRUSZKOWIE"
"pl_tax_office_1422","1422","URZĄD SKARBOWY W PRZASNYSZU"
"pl_tax_office_1423","1423","URZĄD SKARBOWY W PUŁTUSKU"
"pl_tax_office_1424","1424","PIERWSZY URZĄD SKARBOWY W RADOMIU"
"pl_tax_office_1425","1425","DRUGI URZĄD SKARBOWY W RADOMIU"
"pl_tax_office_1426","1426","URZĄD SKARBOWY W SIEDLCACH"
"pl_tax_office_1427","1427","URZĄD SKARBOWY W SIERPCU"
"pl_tax_office_1428","1428","URZĄD SKARBOWY W SOCHACZEWIE"
"pl_tax_office_1429","1429","URZĄD SKARBOWY W SOKOŁOWIE PODLASKIM"
"pl_tax_office_1430","1430","URZĄD SKARBOWY W SZYDŁOWCU"
"pl_tax_office_1431","1431","URZĄD SKARBOWY WARSZAWA-BEMOWO"
"pl_tax_office_1432","1432","URZĄD SKARBOWY WARSZAWA-BIELANY"
"pl_tax_office_1433","1433","URZĄD SKARBOWY WARSZAWA-MOKOTÓW"
"pl_tax_office_1434","1434","URZĄD SKARBOWY WARSZAWA-PRAGA"
