"id","country_id:id","name","code"
state_cn_BJ,cn,"北京市","京"
state_cn_SH,cn,"上海市","沪"
state_cn_ZJ,cn,"浙江省","浙"
state_cn_TJ,cn,"天津市","津"
state_cn_AH,cn,"安徽省","皖"
state_cn_FJ,cn,"福建省","闽"
state_cn_CQ,cn,"重庆市","渝"
state_cn_JX,cn,"江西省","赣"
state_cn_SD,cn,"山东省","鲁"
state_cn_HA,cn,"河南省","豫"
state_cn_NM,cn,"内蒙古自治区","蒙"
state_cn_HB,cn,"湖北省","鄂"
state_cn_XJ,cn,"新疆维吾尔自治区","新"
state_cn_HN,cn,"湖南省","湘"
state_cn_NX,cn,"宁夏回族自治区","宁"
state_cn_GD,cn,"广东省","粤"
state_cn_XZ,cn,"西藏自治区","藏"
state_cn_HI,cn,"海南省","琼"
state_cn_GX,cn,"广西壮族自治区","桂"
state_cn_SC,cn,"四川省","蜀"
state_cn_HE,cn,"河北省","冀"
state_cn_GZ,cn,"贵州省","黔"
state_cn_SX,cn,"山西省","晋"
state_cn_YN,cn,"云南省","滇"
state_cn_LN,cn,"辽宁省","辽"
state_cn_SN,cn,"陕西省","陕"
state_cn_JL,cn,"吉林省","吉"
state_cn_GS,cn,"甘肃省","甘"
state_cn_HL,cn,"黑龙江省","黑"
state_cn_QH,cn,"青海省","青"
state_cn_JS,cn,"江苏省","苏"
state_cn_TW,cn,"台湾省","台"
state_cn_HK,cn,"香港特别行政区","港"
state_cn_MO,cn,"澳门特别行政区","澳"
