"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile"
"0010","Acquisition value Goodwill","0010","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_17","False"
"0019","Amortisation Goodwill","0019","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_17","False"
"0020","Acquisition value other intangible assets","0020","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_17","False"
"0029","Amortisation of other intangible assets","0029","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_17","False"
"0101","Land purchase value","0101","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0110","Acquisition value of buildings","0110","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0119","Depreciation of buildings","0119","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0120","Acquisition value of shops","0120","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0129","Depreciation of shops","0129","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0130","Acquisition value of renovations","0130","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0139","Depreciation of renovations","0139","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0210","Acquisition value of machinery 1","0210","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0219","Depreciation of machinery 1","0219","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0220","Acquisition value of machinery 2","0220","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0229","Depreciation of machinery 2","0229","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0310","Purchase value of business equipment","0310","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0319","Depreciation of business equipment","0319","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0320","Purchase value of warehouse inventory","0320","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0329","Depreciation of warehouse inventory","0329","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0330","Purchase value of factory inventory","0330","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0339","Depreciation of factory inventory","0339","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0340","Purchase value of tools","0340","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0349","Depreciation of tools","0349","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0350","Purchase value of office equipment","0350","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0359","Depreciation of office equipment","0359","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0360","Purchase value of office machinery","0360","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0369","Depreciation of office machinery","0369","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0370","Purchase value of canteen inventory","0370","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0379","Depreciation of canteen inventory","0379","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0410","Purchase value of passenger cars","0410","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0419","Depreciation of passenger cars","0419","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0420","Purchase value other transport equipment","0420","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0429","Depreciation of other transport equipment","0429","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0430","Purchase value of trucks","0430","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0439","Depreciation of trucks","0439","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_23","False"
"0510","Participation 1","0510","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0520","Participation 2","0520","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0530","Participation 3","0530","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0551","Receivables from participation 1","0551","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0552","Receivables from participation 2","0552","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0553","Receivables from participation 3","0553","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0561","Mortgages receivable 1","0561","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0562","Mortgages receivable 2","0562","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0563","Mortgages receivable 3","0563","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0565","Loans receivable 1","0565","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0566","Loans receivable 2","0566","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0567","Loans receivable 3","0567","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0570","Security deposits","0570","asset_fixed","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_3","False"
"0610","Share capital","0610","equity","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_24","False"
"0620","Legal reserves","0620","equity","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_9","False"
"0630","Share premium reserve","0630","equity","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_9","False"
"0640","General reserve","0640","equity","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_9","False"
"0650","Other reserves","0650","equity","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_9","False"
"0660","Revaluation reserve","0660","equity","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_9","False"
"0710","Provision for pension liabilities","0710","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_14","False"
"0720","Major maintenance equalisation reserve","0720","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_14","False"
"0730","Provision for participating interests","0730","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_14","False"
"0740","Deferred tax liability","0740","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_14","False"
"0750","Other provisions","0750","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_14","False"
"0760","Guarantee liabilities","0760","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_14","False"
"0811","Mortgages payable 1","0811","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0812","Mortgages payable 2","0812","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0813","Mortgages payable 3","0813","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0814","Mortgages payable 4","0814","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0815","Mortgages payable 5","0815","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0821","Loans payable 1","0821","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0822","Loans payable 2","0822","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0823","Loans payable 3","0823","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0824","Loans payable 4","0824","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"0825","Loans payable 5","0825","liability_non_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_15","False"
"1040","Demand items","1040","asset_cash","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_25","False"
"recv","Debtors","1100","asset_receivable","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","True"
"recv_pos","Debtors (PoS)","1101","asset_receivable","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","True"
"1150","Doubtful debtors","1150","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1160","Provision for doubtful debts","1160","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1205","Prepaid expenses","1205","asset_prepayments","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1210","Deposit","1210","asset_prepayments","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1220","Interest to be received","1220","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1230","Sick pay to be received","1230","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1250","Still to be invoiced (outgoing stock)","1250","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"1290","Other short-term receivables","1290","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_27","False"
"pay","Creditors","1300","liability_payable","l10n_nl.l10nnl_chart_template","","True"
"1350","Payments in transit","1350","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1405","Invoiced amounts in advance","1405","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1410","Interest to be paid","1410","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1420","Dividends to be paid","1420","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1430","Audit fees to be paid","1430","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1440","Telephone charges to be paid","1440","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1450","Invoices to be received (incoming stock)","1450","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1460","Income tax to be paid","1460","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1470","Income tax from previous years to be paid","1470","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1480","Dividend tax to be paid","1480","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1490","Other current liabilities","1490","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"vat_payable_h","Deferred VAT high rate","1500","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_l","Deferred VAT low rate","1501","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_0","Deferred VAT other rates","1502","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1503","Deductible VAT on private use","1503","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_v","Chargeable reverse charge VAT","1504","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1505","VAT 0% / not taxed with me","1505","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1507","Installation/tele sales within the EU","1507","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1508","Deliveries made to me outside the EU","1508","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1509","Deliveries within the EU made to me","1509","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_0","Pre-tax other","1510","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_h_non_eu","Deferred VAT high rate outside the EU","1513","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_l_non_eu","Deferred VAT low rate outside the EU","1514","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_0_non_eu","Deferred VAT other rates outside the EU","1515","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_h_eu","EU high rate VAT to be paid","1516","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_l_eu","EU low rate VAT to be paid","1517","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_0_eu","EU other rate VAT to be paid","1518","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_h","Pre-tax high","1520","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_l","Pre-tax low","1521","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_v","Pre-tax shifted","1522","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_0_eu","Pre-tax other within the EU","1523","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_h_eu","Pre-tax high within the EU","1524","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_l_eu","Pre-tax low within the EU","1525","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_v_eu","Pre-tax carried forward within the EU","1526","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_0_non_eu","Pre-tax other outside EU","1527","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_h_non_eu","Pre-tax high outside EU","1528","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_l_non_eu","Pre-tax low outside EU","1529","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_v_non_eu","Pre-tax carried forward outside EU","1530","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1531","VAT bad debts","1531","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1532","Small business regulation","1532","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_v_d_non_eu","Pre-tax reverse charge outside EU services","1535","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_h_d","Deferred VAT high rate services","1540","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_l_d","Deferred VAT low rate services","1541","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_0_d","Deferred VAT other rate services","1542","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_v_d","Deferred VAT to be paid on reverse-charge services","1544","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1550","Sales tax payments/declaration","1550","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1560","Sales tax supplement","1560","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_0_d","Pre-tax other services","1570","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_h_d_non_eu","Deferred VAT high rate outside EU services","1573","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_l_d_non_eu","Deferred VAT low rate outside EU services","1574","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_0_d_non_eu","Deferred VAT other rates outside EU services","1575","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_h_d_eu","Deferred VAT high rate within EU services","1576","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_l_d_eu","Deferred VAT high rate within EU services","1577","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_payable_0_d_eu","Deferred VAT high rate within EU services","1578","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_h_d","Pre-tax high services","1580","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_l_d","Pre-tax low services","1581","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_v_d","Pre-tax reverse charge services","1582","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_0_d_eu","Pre-tax other intra-EU services","1583","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_h_d_eu","Pre-tax high within EU services","1584","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_l_d_eu","Pre-tax low within EU services","1585","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_v_d_eu","Pre-tax reverse charge within EU services","1586","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_0_d_non_eu","Pre-tax other non-EU services","1587","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_h_d_non_eu","Pre-tax high outside EU services","1588","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"vat_refund_l_d_non_eu","Pre-tax low outside EU services","1589","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1599","Sales tax liability (end of financial year)","1599","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1610","Pension premiums","1610","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1615","Payment of pension contributions","1615","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1620","Net salaries","1620","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_28","False"
"1621","Advance payment of wages","1621","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_28","False"
"1625","Net wages to be paid","1625","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_28","False"
"1630","Payroll tax","1630","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_32","False"
"1635","Remittance of wage tax","1635","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_28","False"
"1640","Holidays to be paid","1640","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"1650","Holiday pay due","1650","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_13","False"
"2010","Opening balance sheet suspense account","2010","liability_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_28","False"
"3001","Raw materials 1","3001","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_4","False"
"3002","Raw materials 2","3002","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_4","False"
"3100","Excipients 1","3100","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_4","False"
"3110","Excipients 2","3110","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_4","False"
"3200","Stock 1","3200","asset_current","l10n_nl.l10nnl_chart_template","l10n_nl.account_tag_4","False"
