"id","sequence","name","name@es","name@ca","auto_apply","vat_required","country_id","country_group_id","tax_ids/tax_src_id","tax_ids/tax_dest_id","account_ids/account_src_id","account_ids/account_dest_id"
"","","","","","","","","","account_tax_template_p_iva2_sc","account_tax_template_p_iva2_isc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_dua_exempt","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sp_ex","",""
"","","","","","","","","","account_tax_template_p_iva4_bi","account_tax_template_p_iva4_ibi","",""
"","","","","","","","","","account_tax_template_p_iva5_bc","account_tax_template_p_dua_exempt","",""
"","","","","","","","","","account_tax_template_p_iva5_sc","account_tax_template_p_iva5_isc","",""
"","","","","","","","","","account_tax_template_p_iva7-5_bc","account_tax_template_p_iva7-5_ibc","",""
"","","","","","","","","","account_tax_template_p_iva7-5_sc","account_tax_template_p_iva7-5_isc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_dua_exempt","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sp_ex","",""
"","","","","","","","","","account_tax_template_p_iva10_bi","account_tax_template_p_iva10_ibi","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_dua_exempt","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sp_ex","",""
"","","","","","","","","","account_tax_template_p_iva21_bi","account_tax_template_p_iva21_ibi","",""
"","","","","","","","","","account_tax_template_s_iva0b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva0s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva2b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva2s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva5b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva5s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva7-5b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva7-5s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva0_e","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva_e","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva0_e","",""
"","","","","","","","","","","","account_common_7000","account_common_7002"
"","","","","","","","","","","","account_common_7010","account_common_7012"
"","","","","","","","","","","","account_common_7020","account_common_7022"
"","","","","","","","","","","","account_common_7030","account_common_7032"
"","","","","","","","","","","","account_common_7040","account_common_7042"
"","","","","","","","","","","","account_common_7050","account_common_7052"
"fp_not_subject_tai","","Regime not subject to localization rules","Régimen No sujeto por reglas de localización","Règim no sotmès a regles de localització","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva4_bi","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva10_bi","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva21_bi","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva_ns_b","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva_ns","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva_ns_b","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva_ns","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva_ns_b","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva_ns","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva_ns_b","",""
"fp_recargo","","Equivalence surcharge","Recargo de Equivalencia","Recàrrec d’equivalència","","","","","account_tax_template_s_iva0b","account_tax_template_s_iva0b","",""
"","","","","","","","","","account_tax_template_s_iva0b","account_tax_template_s_req0","",""
"","","","","","","","","","account_tax_template_s_iva0s","account_tax_template_s_iva0s","",""
"","","","","","","","","","account_tax_template_s_iva0s","account_tax_template_s_req0","",""
"","","","","","","","","","account_tax_template_s_iva2b","account_tax_template_s_iva2b","",""
"","","","","","","","","","account_tax_template_s_iva2b","account_tax_template_s_req026","",""
"","","","","","","","","","account_tax_template_s_iva2s","account_tax_template_s_iva2s","",""
"","","","","","","","","","account_tax_template_s_iva2s","account_tax_template_s_req026","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_req05","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_req05","",""
"","","","","","","","","","account_tax_template_s_iva5b","account_tax_template_s_iva5b","",""
"","","","","","","","","","account_tax_template_s_iva5b","account_tax_template_s_req062","",""
"","","","","","","","","","account_tax_template_s_iva5s","account_tax_template_s_iva5s","",""
"","","","","","","","","","account_tax_template_s_iva5s","account_tax_template_s_req062","",""
"","","","","","","","","","account_tax_template_s_iva7-5b","account_tax_template_s_iva7-5b","",""
"","","","","","","","","","account_tax_template_s_iva7-5b","account_tax_template_s_req1","",""
"","","","","","","","","","account_tax_template_s_iva7-5s","account_tax_template_s_iva7-5s","",""
"","","","","","","","","","account_tax_template_s_iva7-5s","account_tax_template_s_req1","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_req014","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_req014","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_req52","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_req52","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_req52","",""
"","","","","","","","","","account_tax_template_p_iva0_s_bc","account_tax_template_p_iva0_s_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_s_bc","account_tax_template_p_req0","",""
"","","","","","","","","","account_tax_template_p_iva0_s_sc","account_tax_template_p_iva0_s_sc","",""
"","","","","","","","","","account_tax_template_p_iva0_s_sc","account_tax_template_p_req0","",""
"","","","","","","","","","account_tax_template_p_iva2_bc","account_tax_template_p_iva2_bc","",""
"","","","","","","","","","account_tax_template_p_iva2_bc","account_tax_template_p_req026","",""
"","","","","","","","","","account_tax_template_p_iva2_sc","account_tax_template_p_iva2_sc","",""
"","","","","","","","","","account_tax_template_p_iva2_sc","account_tax_template_p_req026","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_req05","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_req05","",""
"","","","","","","","","","account_tax_template_p_iva4_bi","account_tax_template_p_iva4_bi","",""
"","","","","","","","","","account_tax_template_p_iva4_bi","account_tax_template_p_req05","",""
"","","","","","","","","","account_tax_template_p_iva5_bc","account_tax_template_p_iva5_bc","",""
"","","","","","","","","","account_tax_template_p_iva5_bc","account_tax_template_p_req062","",""
"","","","","","","","","","account_tax_template_p_iva5_sc","account_tax_template_p_iva5_sc","",""
"","","","","","","","","","account_tax_template_p_iva5_sc","account_tax_template_p_req062","",""
"","","","","","","","","","account_tax_template_p_iva7-5_bc","account_tax_template_p_iva7-5_bc","",""
"","","","","","","","","","account_tax_template_p_iva7-5_bc","account_tax_template_p_req1","",""
"","","","","","","","","","account_tax_template_p_iva7-5_sc","account_tax_template_p_iva7-5_sc","",""
"","","","","","","","","","account_tax_template_p_iva7-5_sc","account_tax_template_p_req1","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_req014","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_req014","",""
"","","","","","","","","","account_tax_template_p_iva10_bi","account_tax_template_p_iva10_bi","",""
"","","","","","","","","","account_tax_template_p_iva10_bi","account_tax_template_p_req014","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_req52","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_req52","",""
"","","","","","","","","","account_tax_template_p_iva21_bi","account_tax_template_p_iva21_bi","",""
"","","","","","","","","","account_tax_template_p_iva21_bi","account_tax_template_p_req52","",""
"fp_recargo_isp","","ISP reseller equivalence surcharge","Recargo de Equivalencia Revendedor con ISP","Recàrrec d’equivalència revenedor amb ISP","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_req05","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_req05","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_req014","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_req014","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_req52","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_req52","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva0_isp","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_req05","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_req05","",""
"","","","","","","","","","account_tax_template_p_iva4_bi","account_tax_template_p_iva4_bi","",""
"","","","","","","","","","account_tax_template_p_iva4_bi","account_tax_template_p_req05","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_req014","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_req014","",""
"","","","","","","","","","account_tax_template_p_iva10_bi","account_tax_template_p_iva10_bi","",""
"","","","","","","","","","account_tax_template_p_iva10_bi","account_tax_template_p_req014","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_req52","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_req52","",""
"","","","","","","","","","account_tax_template_p_iva21_bi","account_tax_template_p_iva21_bi","",""
"","","","","","","","","","account_tax_template_p_iva21_bi","account_tax_template_p_req52","",""
"fp_irpf1","","Personal income tax withholding 1%","Retención IRPF 1%","Retenció IRPF 1%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf1","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf1","",""
"fp_irpf2","","Personal income tax withholding 2%","Retención IRPF 2%","Retenció IRPF 2%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf2","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf2","",""
"fp_irpf7","","Personal income tax withholding 7%","Retención IRPF 7%","Retenció IRPF 7%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_iva21_bc","",""
"","","","","","","","","","account_tax_template_p_iva21_bc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_iva21_sc","",""
"","","","","","","","","","account_tax_template_p_iva21_sc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_iva10_bc","",""
"","","","","","","","","","account_tax_template_p_iva10_bc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_iva10_sc","",""
"","","","","","","","","","account_tax_template_p_iva10_sc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_iva4_bc","",""
"","","","","","","","","","account_tax_template_p_iva4_bc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_iva4_sc","",""
"","","","","","","","","","account_tax_template_p_iva4_sc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_iva0_bc","",""
"","","","","","","","","","account_tax_template_p_iva0_bc","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_iva0_ns_b","",""
"","","","","","","","","","account_tax_template_p_iva0_ns_b","account_tax_template_p_irpf7","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_iva0_ns","",""
"","","","","","","","","","account_tax_template_p_iva0_ns","account_tax_template_p_irpf7","",""
"fp_irpf9","","Perosnal income tax withholding 9%","Retención IRPF 9%","Retenció IRPF 9%","","","","","account_tax_template_s_iva21b","account_tax_template_s_iva21b","",""
"","","","","","","","","","account_tax_template_s_iva21b","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_iva21isp","",""
"","","","","","","","","","account_tax_template_s_iva21isp","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_iva21s","",""
"","","","","","","","","","account_tax_template_s_iva21s","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_iva10b","",""
"","","","","","","","","","account_tax_template_s_iva10b","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_iva10s","",""
"","","","","","","","","","account_tax_template_s_iva10s","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_iva4b","",""
"","","","","","","","","","account_tax_template_s_iva4b","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_iva4s","",""
"","","","","","","","","","account_tax_template_s_iva4s","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_iva0","",""
"","","","","","","","","","account_tax_template_s_iva0","account_tax_template_s_irpf9","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_iva0_ns","",""
"","","","","","","","","","account_tax_template_s_iva0_ns","account_tax_template_s_irpf9","",""
