id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_survey_user_input_recruitment_manager,survey.user_input.recruitment.manager,survey.model_survey_user_input,hr_recruitment.group_hr_recruitment_manager,1,1,1,1
access_survey_user_input_line_recruitment_manager,survey.user.input.line.recruitment.manager,survey.model_survey_user_input_line,hr_recruitment.group_hr_recruitment_manager,1,1,1,1
access_survey_survey_recruitment_manager,survey.survey.recruitment.manager,survey.model_survey_survey,hr_recruitment.group_hr_recruitment_manager,1,1,1,1
access_survey_question_recruitment_manager,survey.question.recruitment.manager,survey.model_survey_question,hr_recruitment.group_hr_recruitment_manager,1,1,1,1
access_survey_question_answer_recruitment_manager,survey.question.answer.recruitment.manager,survey.model_survey_question_answer,hr_recruitment.group_hr_recruitment_manager,1,1,1,1
access_survey_question_answer_tag_recruitment_manager,survey.question.answer.tag.recruitment.manager,survey.model_survey_question_answer_tag,hr_recruitment.group_hr_recruitment_manager,1,1,1,1

access_survey_user_input_recruitment_user,survey.user_input.recruitment.user,survey.model_survey_user_input,hr_recruitment.group_hr_recruitment_user,1,0,0,0
access_survey_user_input_line_recruitment_user,survey.user_input.line.recruitment.user,survey.model_survey_user_input_line,hr_recruitment.group_hr_recruitment_user,1,0,0,0
access_survey_invite_recruitment_user,survey.invite.recruitment.user,survey.model_survey_invite,hr_recruitment.group_hr_recruitment_user,1,1,1,0

access_survey_user_input_recruitment_interviewer,survey.user.input.recruitment.interviewer,survey.model_survey_user_input,hr_recruitment.group_hr_recruitment_interviewer,1,0,0,0
access_survey_user_input_line_recruitment_interviewer,survey.user_input.line.recruitment.interviewer,survey.model_survey_user_input_line,hr_recruitment.group_hr_recruitment_interviewer,1,0,0,0
access_survey_survey_recruitment_interviewer,survey.survey.recruitment.interviewer,survey.model_survey_survey,hr_recruitment.group_hr_recruitment_interviewer,1,0,0,0
access_survey_question_recruitment_interviewer,survey.question.recruitment.interviewer,survey.model_survey_question,hr_recruitment.group_hr_recruitment_interviewer,1,0,0,0
access_survey_invite_recruitment_interviewer,survey.invite.recruitment.interviewer,survey.model_survey_invite,hr_recruitment.group_hr_recruitment_interviewer,1,1,1,0
