"id","name","code","account_type","chart_template_id/id","reconcile"
"uy_code_11201","Depósitos Bancarios","11201","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11202","Valores Públicos","11202","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11211","Previsión para desvalorizaciones","11211","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11212","Intereses percibidos por adelantado","11212","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11300","Deudores Varios (def)","11300","asset_receivable","l10n_uy.uy_chart_template","True"
"uy_code_11301","Deudores Simples Plaza","11301","asset_receivable","l10n_uy.uy_chart_template","True"
"uy_code_11302","Deudores por Exportaciones","11302","asset_receivable","l10n_uy.uy_chart_template","True"
"uy_code_11303","Documentos a Cobrar MN","11303","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11304","Documentos a Cobrar ME","11304","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11305","Cheques en Cartera MN","11305","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11306","Cheques en Cartera ME","11306","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11307","Deudores Varios (PoS)","11307","asset_receivable","l10n_uy.uy_chart_template","True"
"uy_code_11311","Prevision para Deudores Incobrables","11311","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11312","Prevision p/dtos y Bonificaciones","11312","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11313","Intereses percibidos por adelantado","11313","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11314","Ingresos diferidos","11314","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11401","Anticipos a Proveedores","11401","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_11402","Casa Matriz, Empresas Controlantes","11402","expense","l10n_uy.uy_chart_template","True"
"uy_code_11403","Controladas / Vinculadas","11403","expense","l10n_uy.uy_chart_template","True"
"uy_code_11404","Depositos en Garantia","11404","expense","l10n_uy.uy_chart_template","True"
"uy_code_11405","Pagos adelantados","11405","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_11406","Saldos Deudor de ctas de Directores","11406","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11501","Iva Compras Mínima","11501","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11502","Iva Compras Básica","11502","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11505","Iva Pagos","11505","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11506","Iva Retenciones","11506","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11507","Iva Importación","11507","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11508","Iva Anticipo Importación","11508","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11601","Irae Anticipo","11601","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11602","Patrimonio Anticipo","11602","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11603","Icosa Anticipo","11603","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11621","Diversos","11621","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11631","Prevision para Deudores Incobrables","11631","expense","l10n_uy.uy_chart_template","True"
"uy_code_11632","Ingresos percibidos por adelantado","11632","income","l10n_uy.uy_chart_template","True"
"uy_code_11633","Ingresos diferidos","11633","income","l10n_uy.uy_chart_template","True"
"uy_code_11701","Mercaderia de Reventa","11701","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11702","Productos Terminados","11702","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11703","Productos en Proceso","11703","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11704","Materias Primas","11704","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11705","Materiales y Suministros","11705","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11706","Importaciones en tramite","11706","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_11711","Prevision p/desvalorizaciones","11711","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12101","Créditos a Largo Plazo","12101","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12201","Bienes de cambio no corrientes","12201","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12301","Depositos Bancarios","12301","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12302","Inmuebles","12302","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12303","Valores orig. y revaluados s/anexo","12303","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12304","Menos: Amort. Acum.","12304","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12305","Titulos y Acciones","12305","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12311","Prevision para Desvalorizaciones","12311","expense","l10n_uy.uy_chart_template","True"
"uy_code_12312","Intereses percibidos por adelantado","12312","income","l10n_uy.uy_chart_template","True"
"uy_code_12401","Muebles y Útiles","12401","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12402","Inmuebles","12402","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12403","Maquinas y Herramientas","12403","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12404","Vehículos","12404","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12420","Amort.Ac.Mueb.y Utiles","12420","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12421","Amort.Ac.Inmuebles","12421","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12422","Amort.Ac.Maq.y Herram.","12422","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12423","Amort.Ac.Vehiculos","12423","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12501","Patentes, marcas y licencias","12501","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12502","Gastos de investigacion","12502","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_12520","Amortizaciones Acumuladas","12520","asset_current","l10n_uy.uy_chart_template","True"
"uy_code_21100","Acreedores Varios (def)","21100","liability_payable","l10n_uy.uy_chart_template","True"
"uy_code_21101","Proveedores por Importaciones","21101","liability_payable","l10n_uy.uy_chart_template","True"
"uy_code_21102","Deuds. Contratos de Cambio Import.","21102","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21103","Proveedores de Plaza","21103","liability_payable","l10n_uy.uy_chart_template","True"
"uy_code_21104","Documentos a Pagar ds/Comerciales","21104","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21120","Intereses a vencer ds/Comerciales","21120","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21201","Prestamos Bancarios","21201","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21202","Obligaciones","21202","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21203","Documentos a pagar MN a pagar ds/Financieras","21203","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21204","Documentos a pagar ME a pagar ds/Financieras","21204","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21220","Ints. a vencer ds/Financieras","21220","expense","l10n_uy.uy_chart_template","True"
"uy_code_21301","Cobros Anticipados","21301","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21302","Dividendos a Pagar","21302","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21303","Casa Matriz, Empresas Controlantes,","21303","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21304","Controladas/Vinculadas","21304","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21305","Sueldos y Jornales a pagar","21305","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21306","Acreedores por Cargas Sociales","21306","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21307","Acreedores fiscales","21307","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21308","Saldos Acreedores Cuentas Directores","21308","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21320","Otras deudas","21320","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21401","Iva Ventas Mínima","21401","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21402","Iva Ventas Básica","21402","liability_current","l10n_uy.uy_chart_template","True"
"uy_code_21403","Iva a Pagar","21403","liability_current","l10n_uy.uy_chart_template","True"
