"id","country_id:id","name","code"
state_pe_01,pe,"Amazonas","01"
state_pe_02,pe,"Áncash","02"
state_pe_03,pe,"Apurímac","03"
state_pe_04,pe,"Arequipa","04"
state_pe_05,pe,"Ayacucho","05"
state_pe_06,pe,"Cajamarca","06"
state_pe_07,pe,"Callao","07"
state_pe_08,pe,"Cusco","08"
state_pe_09,pe,"Huancavelica","09"
state_pe_10,pe,"Huánuco","10"
state_pe_11,pe,"Ica","11"
state_pe_12,pe,"Junin","12"
state_pe_13,pe,"La Libertad","13"
state_pe_14,pe,"Lambayeque","14"
state_pe_15,pe,"Lima","15"
state_pe_16,pe,"Loreto","16"
state_pe_17,pe,"Madre de Dios","17"
state_pe_18,pe,"Moquegua","18"
state_pe_19,pe,"Pasco","19"
state_pe_20,pe,"Piura","20"
state_pe_21,pe,"Puno","21"
state_pe_22,pe,"San Martín","22"
state_pe_23,pe,"Tacna","23"
state_pe_24,pe,"Tumbes","24"
state_pe_25,pe,"Ucayali","25"
