"id","code","name"
"030000001","03000000-1","Agricultural, farming, fishing, forestry and related products"
"031000002","03100000-2","Agricultural and horticultural products"
"031100005","03110000-5","Crops, products of market gardening and horticulture"
"031110002","03111000-2","Seeds"
"031111003","03111100-3","Soya beans"
"031112004","03111200-4","Peanuts"
"031113005","03111300-5","Sunflower seeds"
"031114006","03111400-6","Cotton seeds"
"031115007","03111500-7","Sesame seeds"
"031116008","03111600-8","Mustard seeds"
"031117009","03111700-9","Vegetable seeds"
"031118000","03111800-0","Fruit seeds"
"031119001","03111900-1","Flower seeds"
"031120009","03112000-9","Unmanufactured tobacco"
"031130006","03113000-6","Plants used for sugar manufacturing"
"031131007","03113100-7","Sugar beet"
"031132008","03113200-8","Sugar cane"
"031140003","03114000-3","Straw and forage"
"031141004","03114100-4","Straw"
"031142005","03114200-5","Forage"
"031150000","03115000-0","Raw vegetable materials"
"031151001","03115100-1","Raw vegetable materials used in textile production"
"031151104","03115110-4","Cotton"
"031151207","03115120-7","Jute"
"031151300","03115130-0","Flax"
"031160007","03116000-7","Natural rubber and latex, and associated products"
"031161008","03116100-8","Natural rubber"
"031162009","03116200-9","Natural latex"
"031163000","03116300-0","Latex products"
"031170004","03117000-4","Plants used in specific fields"
"031171005","03117100-5","Plants used in perfumery or pharmacy, or for insecticidal or similar purposes"
"031171108","03117110-8","Plants used in perfumery"
"031171201","03117120-1","Plants used in pharmacy"
"031171304","03117130-4","Plants used for insecticidal purposes"
"031171407","03117140-7","Plants used for fungicidal or similar purposes"
"031172006","03117200-6","Seeds of plants used in specific fields"
"031200008","03120000-8","Horticultural and nursery products"
"031210005","03121000-5","Horticultural products"
"031211006","03121100-6","Live plants, bulbs, roots, cuttings and slips"
"031212007","03121200-7","Cut flowers"
"031212100","03121210-0","Floral arrangements"
"031300001","03130000-1","Beverage and spice crops"
"031310008","03131000-8","Beverage crops"
"031311009","03131100-9","Coffee beans"
"031312000","03131200-0","Tea bushes"
"031313001","03131300-1","Maté"
"031314002","03131400-2","Cocoa beans"
"031320005","03132000-5","Unprocessed spices"
"031400004","03140000-4","Animal products and related products"
"031410001","03141000-1","Bulls' semen"
"031420008","03142000-8","Animal products"
"031421009","03142100-9","Natural honey"
"031422000","03142200-0","Snails"
"031423001","03142300-1","Edible products of animal origin"
"031424002","03142400-2","Waxes"
"031425003","03142500-3","Eggs"
"031430005","03143000-5","Products of mixed farming"
"031440002","03144000-2","Agricultural supplies"
"032000003","03200000-3","Cereals, potatoes, vegetables, fruits and nuts"
"032100006","03210000-6","Cereals and potatoes"
"032110003","03211000-3","Cereals"
"032111004","03211100-4","Wheat"
"032111107","03211110-7","Durum wheat"
"032111200","03211120-0","Soft wheat"
"032112005","03211200-5","Maize"
"032113006","03211300-6","Rice"
"032114007","03211400-7","Barley"
"032115008","03211500-8","Rye"
"032116009","03211600-9","Oats"
"032117000","03211700-0","Malt"
"032119002","03211900-2","Grain products"
"032120000","03212000-0","Potatoes and dried vegetables"
"032121001","03212100-1","Potatoes"
"032122002","03212200-2","Dried leguminous vegetables and pulses"
"032122105","03212210-5","Dried leguminous vegetables"
"032122112","03212211-2","Lentils"
"032122129","03212212-9","Chick peas"
"032122136","03212213-6","Dried peas"
"032122208","03212220-8","Pulses"
