"id","name","code","account_type","chart_template_id/id","reconcile"
"chart1141_en","Stock In Hand","1141","asset_current","l10n_ca.ca_en_chart_template_en","False"
"chart1145_en","Stock Delivered But Not Billed","1145","asset_current","l10n_ca.ca_en_chart_template_en","True"
"chart1151_en","Customers Account","1151","asset_receivable","l10n_ca.ca_en_chart_template_en","True"
"chart11511_en","Customers Account (PoS)","11511","asset_receivable","l10n_ca.ca_en_chart_template_en","True"
"chart1181_en","GST receivable","1181","asset_current","l10n_ca.ca_en_chart_template_en","False"
"chart1182_en","PST/QST receivable","1182","asset_current","l10n_ca.ca_en_chart_template_en","False"
"chart11831_en","HST receivable - 13%","11831","asset_current","l10n_ca.ca_en_chart_template_en","False"
"chart11832_en","HST receivable - 14%","11832","asset_current","l10n_ca.ca_en_chart_template_en","False"
"chart11833_en","HST receivable - 15%","11833","asset_current","l10n_ca.ca_en_chart_template_en","False"
"chart2111_en","Vendors Account","2111","liability_payable","l10n_ca.ca_en_chart_template_en","True"
"chart2131_en","GST to pay","2131","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart2132_en","PST/QST to pay","2132","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart21331_en","HST to pay - 13%","21331","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart21332_en","HST to pay - 14%","21332","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart21333_en","HST to pay - 15%","21333","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart2141_en","CANADA REVENUE AGENCY","2141","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart214111_en","EI - Employees Contribution","214111","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart214112_en","EI - Employer Contribution","214112","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart21412_en","Federal Income Tax","21412","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart214131_en","CPP - Employees Contribution","214131","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart214132_en","CPP - Employer Contribution","214132","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart21421_en","Health Services Fund to pay","21421","liability_current","l10n_ca.ca_en_chart_template_en","False"
"chart214221_en","Provincial Pension Plan - Employees Contribution","214221","liability_current","l10n_ca.ca_en_chart_template_en","False"
