id,code_prefix_start,code_prefix_end,name,chart_template_id/id
be_group_1,1,,"Fonds propres, provisions pour risques et charges et dettes à plus d'un an",l10n_be.l10nbe_chart_template
be_group_10,10,,"Capital",l10n_be.l10nbe_chart_template
be_group_100,100,,"Capital souscrit",l10n_be.l10nbe_chart_template
be_group_101,101,,"Capital non appelé (–)",l10n_be.l10nbe_chart_template
be_group_11,11,,"Primes d'émission",l10n_be.l10nbe_chart_template
be_group_12,12,,"Plus-values de réévaluation",l10n_be.l10nbe_chart_template
be_group_120,120,,"Plus-values de réévaluation sur immobilisations incorporelles",l10n_be.l10nbe_chart_template
be_group_121,121,,"Plus-values de réévaluation sur immobilisations corporelles",l10n_be.l10nbe_chart_template
be_group_122,122,,"Plus-values de réévaluation sur immobilisations financières",l10n_be.l10nbe_chart_template
be_group_123,123,,"Plus-values de réévaluation sur stocks",l10n_be.l10nbe_chart_template
be_group_124,124,,"Reprises de réductions de valeur sur placements de trésorerie",l10n_be.l10nbe_chart_template
be_group_13,13,,"Réserves",l10n_be.l10nbe_chart_template
be_group_130,130,,"Réserve légale",l10n_be.l10nbe_chart_template
be_group_131,131,,"Réserves indisponibles",l10n_be.l10nbe_chart_template
be_group_132,132,,"Réserves immunisées",l10n_be.l10nbe_chart_template
be_group_133,133,,"Réserves disponibles",l10n_be.l10nbe_chart_template
be_group_14,14,,"Bénéfice reporté ou Perte reportée (–)",l10n_be.l10nbe_chart_template
be_group_15,15,,"Subsides en capital",l10n_be.l10nbe_chart_template
be_group_16,16,,"Provisions et impôts différés",l10n_be.l10nbe_chart_template
be_group_160,160,,"Provisions pour pensions et obligations similaires",l10n_be.l10nbe_chart_template
be_group_161,161,,"Provisions pour charges fiscales",l10n_be.l10nbe_chart_template
be_group_162,162,,"Provisions pour grosses réparations et gros entretien",l10n_be.l10nbe_chart_template
be_group_163,163,,"Provisions pour obligations environnementales",l10n_be.l10nbe_chart_template
be_group_164,164,165,"Provisions pour autres risques et charges",l10n_be.l10nbe_chart_template
be_group_168,168,,"Impôts différés",l10n_be.l10nbe_chart_template
be_group_17,17,,"Dettes à plus d'un an",l10n_be.l10nbe_chart_template
be_group_170,170,,"Emprunts subordonnés",l10n_be.l10nbe_chart_template
be_group_171,171,,"Emprunts obligataires non subordonnés",l10n_be.l10nbe_chart_template
be_group_172,172,,"Dettes de location-financement et dettes assimilées",l10n_be.l10nbe_chart_template
be_group_173,173,,"Etablissements de crédit",l10n_be.l10nbe_chart_template
be_group_174,174,,"Autres emprunts",l10n_be.l10nbe_chart_template
be_group_175,175,,"Dettes commerciales",l10n_be.l10nbe_chart_template
be_group_176,176,,"Acomptes reçus sur commandes",l10n_be.l10nbe_chart_template
be_group_178,178,,"Cautionnements reçus en numéraire",l10n_be.l10nbe_chart_template
be_group_179,179,,"Dettes diverses",l10n_be.l10nbe_chart_template
be_group_19,19,,"Acompte aux associés sur le partage de l'actif net (-)",l10n_be.l10nbe_chart_template
be_group_2,2,,"Frais d'établissement, actifs immobilisés et créances à plus d'un an",l10n_be.l10nbe_chart_template
be_group_20,20,,"Frais d'établissement",l10n_be.l10nbe_chart_template
be_group_200,200,,"Frais de constitution et d'augmentation de capital",l10n_be.l10nbe_chart_template
be_group_201,201,,"Frais d'émission d'emprunts",l10n_be.l10nbe_chart_template
be_group_202,202,,"Autres frais d'établissement",l10n_be.l10nbe_chart_template
be_group_204,204,,"Frais de restructuration",l10n_be.l10nbe_chart_template
be_group_21,21,,"Immobilisation incorporelles",l10n_be.l10nbe_chart_template
be_group_210,210,,"Frais de recherche et de développement",l10n_be.l10nbe_chart_template
be_group_211,211,,"Concessions, brevets, licences, savoir-faire, marques et droits similaires",l10n_be.l10nbe_chart_template
be_group_212,212,,"Goodwill",l10n_be.l10nbe_chart_template
be_group_213,213,,"Acomptes versés",l10n_be.l10nbe_chart_template
be_group_22,22,,"Terrains et constructions",l10n_be.l10nbe_chart_template
be_group_220,220,,"Terrains",l10n_be.l10nbe_chart_template
be_group_221,221,,"Constructions",l10n_be.l10nbe_chart_template
be_group_222,222,,"Terrains bâtis",l10n_be.l10nbe_chart_template
be_group_223,223,,"Autres droits réels sur des immeubles",l10n_be.l10nbe_chart_template
be_group_23,23,,"Installations, machines et outillage",l10n_be.l10nbe_chart_template
be_group_24,24,,"Mobilier et matériel roulant",l10n_be.l10nbe_chart_template
be_group_25,25,,"Immobilisations détenues en location-financement et droits similaires",l10n_be.l10nbe_chart_template
be_group_250,250,,"Terrains et construction",l10n_be.l10nbe_chart_template
be_group_251,251,,"Installations, machines et outillage",l10n_be.l10nbe_chart_template
be_group_252,252,,"Mobilier et matériel roulant",l10n_be.l10nbe_chart_template
be_group_26,26,,"Autres immobilisations corporelles",l10n_be.l10nbe_chart_template
be_group_27,27,,"Immobilisations corporelles en cours et acomptes versés",l10n_be.l10nbe_chart_template
be_group_28,28,,"Immobilisations financières",l10n_be.l10nbe_chart_template
be_group_280,280,,"Participations dans des entreprises liées",l10n_be.l10nbe_chart_template
be_group_281,281,,"Créances sur des entreprises liées",l10n_be.l10nbe_chart_template
be_group_282,282,,"Participations dans des entreprises avec lesquelles il existe un lien de participation",l10n_be.l10nbe_chart_template
be_group_283,283,,"Créances sur des entreprises avec lesquelles il existe un lien de participation",l10n_be.l10nbe_chart_template
be_group_284,284,,"Autres actions et parts",l10n_be.l10nbe_chart_template
be_group_285,285,,"Autres créances",l10n_be.l10nbe_chart_template
be_group_288,288,,"Cautionnements versés en numéraire",l10n_be.l10nbe_chart_template
be_group_29,29,,"Créances à plus d'un an",l10n_be.l10nbe_chart_template
be_group_290,290,,"Créances commerciales",l10n_be.l10nbe_chart_template
be_group_291,291,,"Autres créances",l10n_be.l10nbe_chart_template
be_group_3,3,,"Stocks et commandes en cours d'exécution",l10n_be.l10nbe_chart_template
be_group_30,30,,"Approvisionnements - Matières premières",l10n_be.l10nbe_chart_template
be_group_300,300,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_309,309,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_31,31,,"Approvisionnements - Fournitures",l10n_be.l10nbe_chart_template
be_group_310,310,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_319,319,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_32,32,,"En-cours de fabrication",l10n_be.l10nbe_chart_template
be_group_320,320,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_329,329,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_33,33,,"Produits finis",l10n_be.l10nbe_chart_template
be_group_330,330,,"Produits finis",l10n_be.l10nbe_chart_template
be_group_339,339,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_34,34,,"Marchandises",l10n_be.l10nbe_chart_template
be_group_340,340,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_349,349,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_35,35,,"Immeubles destinés à la vente",l10n_be.l10nbe_chart_template
be_group_350,350,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_359,359,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_36,36,,"Acomptes versés sur achats pour stocks",l10n_be.l10nbe_chart_template
be_group_360,360,,"Acomptes versés",l10n_be.l10nbe_chart_template
be_group_369,369,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_37,37,,"Commandes en cours d'exécution",l10n_be.l10nbe_chart_template
be_group_370,370,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_371,371,,"Bénéfice pris en compte",l10n_be.l10nbe_chart_template
be_group_379,379,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_4,4,,"Créances et dettes à un an au plus",l10n_be.l10nbe_chart_template
be_group_40,40,,"Créances commerciales",l10n_be.l10nbe_chart_template
be_group_400,400,,"Clients",l10n_be.l10nbe_chart_template
be_group_401,401,,"Effets à recevoir",l10n_be.l10nbe_chart_template
be_group_404,404,,"Produits à recevoir",l10n_be.l10nbe_chart_template
be_group_406,406,,"Acomptes versés",l10n_be.l10nbe_chart_template
be_group_407,407,,"Créances douteuses",l10n_be.l10nbe_chart_template
be_group_409,409,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_41,41,,"Autres créances",l10n_be.l10nbe_chart_template
be_group_410,410,,"Capital appelé, non versé",l10n_be.l10nbe_chart_template
be_group_411,411,,"T.V.A. à récupérer",l10n_be.l10nbe_chart_template
be_group_412,412,,"Impôts et précomptes à récupérer",l10n_be.l10nbe_chart_template
be_group_414,414,,"Produits à recevoir",l10n_be.l10nbe_chart_template
be_group_416,416,,"Créances diverses",l10n_be.l10nbe_chart_template
be_group_417,417,,"Créances douteuses",l10n_be.l10nbe_chart_template
be_group_418,418,,"Cautionnements versés en numéraire",l10n_be.l10nbe_chart_template
be_group_419,419,,"Réductions de valeur actées (–)",l10n_be.l10nbe_chart_template
be_group_42,42,,"Dettes à plus d'un an échéant dans l'année 16 (même subdivision que le 17)",l10n_be.l10nbe_chart_template
be_group_43,43,,"Dettes financières",l10n_be.l10nbe_chart_template
be_group_430,430,,"Etablissements de crédit - Emprunts en compte à terme fixe",l10n_be.l10nbe_chart_template
be_group_431,431,,"Etablissements de crédit - Promesses",l10n_be.l10nbe_chart_template
be_group_432,432,,"Etablissements de crédit - Crédits d'acceptation",l10n_be.l10nbe_chart_template
be_group_433,433,,"Etablissements de crédit - Dettes en compte courant",l10n_be.l10nbe_chart_template
be_group_439,439,,"Autres emprunts",l10n_be.l10nbe_chart_template
be_group_44,44,,"Dettes commerciales",l10n_be.l10nbe_chart_template
be_group_440,440,,"Fournisseurs",l10n_be.l10nbe_chart_template
be_group_441,441,,"Effets à payer",l10n_be.l10nbe_chart_template
be_group_444,444,,"Factures à recevoir",l10n_be.l10nbe_chart_template
be_group_45,45,,"Dettes fiscales, salariales et sociales",l10n_be.l10nbe_chart_template
be_group_450,450,,"Dettes fiscales estimées",l10n_be.l10nbe_chart_template
be_group_451,451,,"T.V.A. à payer",l10n_be.l10nbe_chart_template
be_group_452,452,,"Impôts et taxes à payer",l10n_be.l10nbe_chart_template
be_group_453,453,,"Précomptes retenus",l10n_be.l10nbe_chart_template
be_group_454,454,,"Office national de la sécurité sociale",l10n_be.l10nbe_chart_template
be_group_455,455,,"Rémunérations",l10n_be.l10nbe_chart_template
be_group_456,456,,"Pécules de vacances",l10n_be.l10nbe_chart_template
be_group_459,459,,"Autres dettes sociales",l10n_be.l10nbe_chart_template
be_group_46,46,,"Acomptes reçus sur commandes",l10n_be.l10nbe_chart_template
be_group_47,47,,"Dettes découlant de l'affectation du résultat",l10n_be.l10nbe_chart_template
be_group_470,470,,"Dividendes et tantièmes d'exercices antérieurs",l10n_be.l10nbe_chart_template
be_group_471,471,,"Dividendes de l'exercice",l10n_be.l10nbe_chart_template
be_group_472,472,,"Tantièmes de l'exercice",l10n_be.l10nbe_chart_template
be_group_473,473,,"Autres allocataires",l10n_be.l10nbe_chart_template
be_group_48,48,,"Dettes diverses",l10n_be.l10nbe_chart_template
be_group_480,480,,"Obligations et coupons échus",l10n_be.l10nbe_chart_template
be_group_488,488,,"Cautionnements reçus en numéraire",l10n_be.l10nbe_chart_template
be_group_489,489,,"Autres dettes diverses",l10n_be.l10nbe_chart_template
be_group_49,49,,"Comptes de régularisation et comptes d'attente",l10n_be.l10nbe_chart_template
be_group_490,490,,"Charges à reporter",l10n_be.l10nbe_chart_template
be_group_491,491,,"Produits acquis",l10n_be.l10nbe_chart_template
be_group_492,492,,"Charges à imputer",l10n_be.l10nbe_chart_template
be_group_493,493,,"Produits à reporter",l10n_be.l10nbe_chart_template
be_group_499,499,,"Comptes d'attente",l10n_be.l10nbe_chart_template
be_group_5,5,,"Placements de trésorerie et valeurs disponibles",l10n_be.l10nbe_chart_template
be_group_50,50,,"Actions propres",l10n_be.l10nbe_chart_template
be_group_51,51,,"Actions, parts et placements de trésorerie autres que placements à revenu fixe",l10n_be.l10nbe_chart_template
be_group_510,510,,"Valeur d'acquisition",l10n_be.l10nbe_chart_template
be_group_5100,5100,,"Actions et parts",l10n_be.l10nbe_chart_template
be_group_5101,5101,,"Placements de trésorerie autres que placements à revenu fixe",l10n_be.l10nbe_chart_template
be_group_511,511,,"Montants non appelés (-)",l10n_be.l10nbe_chart_template
be_group_5110,5110,,"Actions et parts",l10n_be.l10nbe_chart_template
be_group_519,519,,"Réductions de valeur actées (-)",l10n_be.l10nbe_chart_template
