id,code_prefix_start,code_prefix_end,name,chart_template_id/id
account_group_activo,1,,Activo,l10nar_base_chart_template
account_group_activo_corriente,1.1,,Activo Corriente,l10nar_base_chart_template
account_group_cajas_y_bancos,1.1.1,,Cajas y Bancos,l10nar_base_chart_template
account_group_caja,1.1.1.01,,Caja,l10nar_base_chart_template
account_group_bancos,1.1.1.02,,Bancos,l10nar_base_chart_template
account_group_inversiones,1.1.2,,Inversiones,l10nar_base_chart_template
account_group_creditos_por_ventas,1.1.3,,Créditos por ventas,l10nar_base_chart_template
account_group_creditos_fiscales,1.1.4,,Créditos fiscales,l10nar_base_chart_template
account_group_creditos_fiscales_municipales,1.1.4.01,,Créditos Fiscales Municipales,l10nar_base_chart_template
account_group_creditos_fiscales_iibb,1.1.4.02,,Créditos Fiscales IIBB,l10nar_base_chart_template
account_group_creditos_fiscales_suss,1.1.4.03,,Créditos Fiscales SUSS,l10nar_base_chart_template
account_group_creditos_fiscales_iva,1.1.4.04,,Créditos Fiscales IVA,l10nar_base_chart_template
account_group_creditos_fiscales_ganancias,1.1.4.05,,Créditos Fiscales Ganancias,l10nar_base_chart_template
account_group_otros_creditos,1.1.5,,Otros créditos,l10nar_base_chart_template
account_group_bienes_de_cambio,1.1.6,,Bienes de Cambio,l10nar_base_chart_template
account_group_activo_no_corriente,1.2,,Activo no corriente,l10nar_base_chart_template
account_group_activos_fijos,1.2.1,,Activos Fijos,l10nar_base_chart_template
account_group_instalaciones,1.2.1.01,,Instalaciones,l10nar_base_chart_template
account_group_maquinarias_y_equipos,1.2.1.02,,Maquinarias y Equipos,l10nar_base_chart_template
account_group_muebles_y_útiles,1.2.1.03,,Muebles y Útiles,l10nar_base_chart_template
account_group_rodados,1.2.1.04,,Rodados,l10nar_base_chart_template
account_group_activos_intangibles,1.2.2,,Activos Intangibles,l10nar_base_chart_template
account_group_derechos_de_marcas,1.2.2.01,,Derechos de Marcas,l10nar_base_chart_template
account_group_pasivo,2,,Pasivo,l10nar_base_chart_template
account_group_pasivo_corriente,2.1,,Pasivo Corriente,l10nar_base_chart_template
account_group_deudas_comerciales,2.1.1,,Deudas Comerciales,l10nar_base_chart_template
account_group_deudas_financieras,2.1.2,,Deudas Financieras,l10nar_base_chart_template
account_group_deudas_fiscales,2.1.3,,Deudas Fiscales,l10nar_base_chart_template
account_group_deudas_tasas_municipales,2.1.3.01,,Deudas Tasas Municipales,l10nar_base_chart_template
account_group_deudas_iibb,2.1.3.02,,Deudas IIBB,l10nar_base_chart_template
account_group_deudas_iva,2.1.3.03,,Deudas IVA,l10nar_base_chart_template
account_group_deudas_imp_ganancias,2.1.3.04,,Deudas Imp. Ganancias,l10nar_base_chart_template
account_group_remueraciones_y_cargas_sociales,2.1.4,,Remuneraciones y Cargas Sociales,l10nar_base_chart_template
account_group_cuentas_particulares,2.1.5,,Cuentas Particulares,l10nar_base_chart_template
account_group_pasivo_no_corriente,2.2,,Pasivo no Corriente,l10nar_base_chart_template
account_group_deudas_comerciales_a_largo_plazo,2.2.1,,Deudas Comerciales a Largo Plazo,l10nar_base_chart_template
account_group_previsiones,2.2.2,,Previsiones,l10nar_base_chart_template
account_group_patrimonio_neto,3,,Patrimonio Neto,l10nar_base_chart_template
account_group_capital_social,3.1,,Capital Social,l10nar_base_chart_template
account_group_reservas,3.2,,Reservas,l10nar_base_chart_template
account_group_resultados,3.3,,Resultados,l10nar_base_chart_template
account_group_ingresos,4,,Ingresos,l10nar_base_chart_template
account_group_ingresos_por_ventas,4.1,,Ingresos por ventas,l10nar_base_chart_template
account_group_ingresos_por_resultados_financieros,4.2,,Ingresos por resultados financieros,l10nar_base_chart_template
account_group_ingresos_extraordinarios,4.3,,Ingresos Extraordinarios,l10nar_base_chart_template
account_group_egresos,5,,Egresos,l10nar_base_chart_template
account_group_gastos_operativos,5.1,,Gastos Operativos,l10nar_base_chart_template
account_group_costo_de_mercadería_vendida,5.1.1,,Costo de Mercadería Vendida,l10nar_base_chart_template
account_group_gastos_de_producción,5.1.2,,Gastos de Producción,l10nar_base_chart_template
account_group_gastos_comerciales,5.2,,Gastos Comerciales,l10nar_base_chart_template
account_group_gastos_administrativos,5.3,,Gastos Administrativos,l10nar_base_chart_template
account_group_impuestos,5.4,,Impuestos,l10nar_base_chart_template
account_group_tasas_municipales,5.4.1,,Tasas Municipales,l10nar_base_chart_template
account_group_iibb,5.4.2,,IIBB,l10nar_base_chart_template
account_group_otros_impuestos,5.4.3,,Otros Impuestos,l10nar_base_chart_template
account_group_imp_a_las_ganancias,5.5,,Imp a las Ganancias,l10nar_base_chart_template
account_group_gastos_financieros,5.6,,Gastos Financieros,l10nar_base_chart_template
account_group_cuentas_puentes,6,,CUENTAS PUENTES,l10nar_base_chart_template
