"id","name","code","account_type","tag_ids","reconcile","name@fr"
"pcg_1011","Subscribed capital - uncalled","101100","equity","","False","Capital souscrit - non appelé"
"pcg_1012","Subscribed capital - called up, unpaid","101200","equity","","False","Capital souscrit - appelé non versé"
"pcg_1013","Subscribed capital - called up, paid","101300","equity","","False","Capital souscrit appelé, versé"
"pcg_10131","Capital not written off","101310","equity","","False","Capital non amorti"
"pcg_10132","Capital written off","101320","equity","","False","Capital amorti"
"pcg_1018","Subscribed capital subject to particular regulations","101800","equity","","False","Capital souscrit soumis à des réglementations particulières"
"pcg_102","Trust funds","102000","equity","","False","Fonds fiduciaires"
"pcg_1041","Share premiums","104100","equity","","False","Primes d'émission"
"pcg_1042","Merger premiums","104200","equity","","False","Primes de fusion"
"pcg_1043","Contribution premiums","104300","equity","","False","Primes d'apport"
"pcg_1044","Premiums on conversion of bonds into shares","104400","equity","","False","Primes de conversion d'obligations en actions"
"pcg_1045","Equity warrants","104500","equity","","False","Bons de souscription d'actions"
"pcg_1051","Special revaluation reserve","105100","equity","","False","Réserve spéciale de réévaluation"
"pcg_1052","Voluntary revaluation difference","105200","equity","","False","Écart de réévaluation libre"
"pcg_1053","Revaluation reserve","105300","equity","","False","Réserve de réévaluation"
"pcg_1055","Revaluation differences (other legal transactions)","105500","equity","","False","Écarts de réévaluation (autres opérations légales)"
"pcg_1057","Other revaluation differences in France","105700","equity","","False","Autres écarts de réévaluation en France"
"pcg_1058","Other revaluation differences outside France","105800","equity","","False","Autres écarts de réévaluation à l'étranger"
"pcg_1061","Legal reserve","106100","equity","","False","Réserve légale"
"pcg_10611","Basic legal reserve","106110","equity","","False","Réserve légale proprement dite"
"pcg_10612","Net long-term capital gains","106120","equity","","False","Plus-values nettes à long terme"
"pcg_1062","Undistributable reserves","106200","equity","","False","Réserves indisponibles"
"pcg_1063","Statutory or contractual reserves","106300","equity","","False","Réserves statutaires ou contractuelles"
"pcg_1064","Tax-regulated reserves","106400","equity","","False","Réserves réglementées"
"pcg_10641","Net long-term capital gains","106410","equity","","False","Plus-values nettes à long terme"
"pcg_10643","Reserves consequent on award of investment grants","106430","equity","","False","Réserves consécutives à l'octroi de subventions d'investissement"
"pcg_10648","Other tax-regulated reserves","106480","equity","","False","Autres réserves réglementées"
"pcg_1068","Other reserves","106800","equity","","False","Autres réserves"
"pcg_10681","Self-insurance reserve","106810","equity","","False","Réserve de propre assureur"
"pcg_10688","Sundry reserves","106880","equity","","False","Réserves diverses"
"pcg_107","Difference on equity accounted investments","107000","equity","","False","Écarts d'équivalence"
"pcg_108","Drawings account","108000","equity","","False","Compte de l'exploitant"
"pcg_109","Shareholders: Subscribed capital uncalled","109000","equity","","False","Actionnaires : capital souscrit - non appelé"
"pcg_110","Profit carried forward","110000","equity","","False","Report à nouveau (solde créditeur)"
"pcg_119","Loss carried forward","119000","equity","","False","Report à nouveau (solde débiteur)"
"pcg_120","Profit for the financial year","120000","equity","","False","Résultat de l'exercice (bénéfice)"
"pcg_129","Loss for the financial year","129000","equity","","False","Résultat de l'exercice (perte)"
"pcg_1311","Equipment grants - State","131100","equity","","False","Subventions d'équipement - État"
"pcg_1312","Equipment grants - Regions","131200","equity","","False","Subventions d'équipement - Régions"
"pcg_1313","Equipment grants - Departments","131300","equity","","False","Subventions d'équipement - Départements"
"pcg_1314","Equipment grants - Municipalities","131400","equity","","False","Subventions d'équipement - Communes"
"pcg_1315","Equipment grants - Public authorities","131500","equity","","False","Subventions d'équipement - Collectivités publiques"
"pcg_1316","Equipment grants - Public enterprises","131600","equity","","False","Subventions d'équipement - Entreprises publiques"
"pcg_1317","Equipment grants - Enterprises and private bodies","131700","equity","","False","Subventions d'équipement - Entreprises et organismes privés"
"pcg_1318","Equipment grants - Other","131800","equity","","False","Subventions d'équipement - Autres"
"pcg_138","Other investment grants (same allocation as for Account 131)","138000","equity","","False","Autres subventions d'investissement (même ventilation que celle du compte 131)"
"pcg_13911","Investment grants credited to the profit and loss account - State","139110","equity","","False","Subventions d'équipement inscrites au compte de résultat - État"
"pcg_13912","Investment grants credited to the profit and loss account - Regions","139120","equity","","False","Subventions d'équipement inscrites au compte de résultat - Régions"
"pcg_13913","Investment grants credited to the profit and loss account - Departments","139130","equity","","False","Subventions d'équipement inscrites au compte de résultat - Départements"
"pcg_13914","Investment grants credited to the profit and loss account - Municipalities","139140","equity","","False","Subventions d'équipement inscrites au compte de résultat - Communes"
"pcg_13915","Investment grants credited to the profit and loss account - Public authorities","139150","equity","","False","Subventions d'équipement inscrites au compte de résultat - Collectivités publiques"
"pcg_13916","Investment grants credited to the profit and loss account - Public enterprises","139160","equity","","False","Subventions d'équipement inscrites au compte de résultat - Entreprises publiques"
"pcg_13917","Investment grants credited to the profit and loss account - Enterprises and private bodies","139170","equity","","False","Subventions d'équipement inscrites au compte de résultat - Entreprises et organismes privés"
"pcg_13918","Investment grants credited to the profit and loss account - Other","139180","equity","","False","Subventions d'équipement inscrites au compte de résultat - Autres"
"pcg_1398","Other investment grants (same location as for Account 1391)","139800","equity","","False","Autres subventions d'investissement (même ventilation que celle du compte 1391)"
"pcg_1423","Provisions for reconstitution of mining and petroleum deposits","142300","liability_current","","False","Provisions reconstitution des gisements miniers et pétroliers"
"pcg_1424","Provisions for investment (employee profit share)","142400","liability_current","","False","Provisions pour investissement (participation des salariés)"
"pcg_1431","Regulated provisions for inventories - Price increase","143100","liability_current","","False","Provisions réglementées relatives aux stocks - Hausse de prix"
"pcg_1432","Regulated provisions for inventories - Exchange rate fluctuations","143200","liability_current","","False","Provisions réglementées relatives aux stocks - Fluctuation des cours"
"pcg_144","Tax-regulated provisions relating to other asset components","144000","liability_current","","False","Provisions réglementées relatives aux autres éléments de l'actif"
"pcg_145","Depreciation by derogation","145000","liability_current","","False","Amortissements dérogatoires"
"pcg_146","Special revaluation provision","146000","liability_current","","False","Provision spéciale de réévaluation"
"pcg_147","Capital gains reinvested","147000","liability_current","","False","Plus-values réinvesties"
"pcg_148","Other tax-regulated provisions","148000","liability_current","","False","Autres provisions réglementées"
"pcg_1511","Provisions for litigation","151100","liability_current","","False","Provisions pour litiges"
"pcg_1512","Provisions for customer warranties","151200","liability_current","","False","Provisions pour garanties données aux clients"
"pcg_1513","Provisions for losses on futures","151300","liability_current","","False","Provisions pour pertes sur marchés à terme"
"pcg_1514","Provisions for fines and penalties","151400","liability_current","","False","Provisions pour amendes et pénalités"
"pcg_1515","Provisions for foreign exchange losses","151500","liability_current","","False","Provisions pour pertes de change"
"pcg_1516","Provisions for losses on contracts","151600","liability_current","","False","Provisions pour pertes sur contrats"
"pcg_1518","Other provisions for liabilities","151800","liability_current","","False","Autres provisions pour risques"
"pcg_153","Provisions for pensions and similar obligations","153000","liability_current","","False","Provisions pour pensions et obligations similaires"
"pcg_154","Provisions for restructuring","154000","liability_current","","False","Provisions pour restructurations"
"pcg_155","Provisions for taxation","155000","liability_current","","False","Provisions pour impôts"
"pcg_156","Provisions for fixed asset renewal (concession entities)","156000","liability_current","","False","Provisions pour renouvellement des immobilisations (entreprises concessionnaires)"
"pcg_157","Provisions for deferred charges","157000","liability_current","","False","Provisions pour charges à répartir sur plusieurs exercices"
"pcg_1572","Provisions for expenses to be spread over several years - Major maintenance or overhauls","157200","liability_current","","False","Provisions pour charges à répartir sur plusieurs exercices - Gros entretien ou grandes révisions"
"pcg_1581","Provisions for remediation","158100","liability_current","","False","Provisions pour remises en état"
"pcg_161","Convertible debenture loans","161000","liability_current","","False","Emprunts obligataires convertibles"
"pcg_162","Bonds representing net liabilities given in trust","162000","liability_current","","False","Obligations représentatives de passifs nets remis en fiducie"
"pcg_163","Other debenture loans","163000","liability_current","","False","Autres emprunts obligataires"
"pcg_164","Loans from credit institutions","164000","liability_current","","False","Emprunts auprès des établissements de crédit"
"pcg_1651","Deposits","165100","liability_current","","False","Dépôts"
"pcg_1655","Sureties","165500","liability_current","","False","Cautionnements"
"pcg_1661","Employee profit sharing - Blocked accounts","166100","liability_current","","False","Participation des salariés aux résultats - Comptes bloqués"
"pcg_1662","Employee profit sharing - Profit share funds","166200","liability_current","","False","Participation des salariés aux résultats - Fonds de participation"
"pcg_1671","Loans and debts with special conditions - Issues of non-voting shares","167100","liability_current","","False","Emprunts et dettes assortis de conditions particulières - Emissions de titres participatifs"
"pcg_1674","Loans and debts with special conditions - Advances by the state subject to conditions","167400","liability_current","","False","Emprunts et dettes assortis de conditions particulières - Avances conditionnées de l'État"
"pcg_1675","Loans and debts with special conditions - Participating loans","167500","liability_current","","False","Prêts participatifs"
"pcg_1681","Other loans and similar debts payable - Other loans","168100","liability_current","","False","Autres emprunts et dettes assimilées - Autres emprunts"
"pcg_1685","Other loans and similar debts payable - Capitalised life annuities","168500","liability_current","","False","Autres emprunts et dettes assimilées - Rentes viagères capitalisées"
"pcg_1687","Other loans and similar debts payable - Other debts payable","168700","liability_current","","False","Autres emprunts et dettes assimilées - Autres dettes"
"pcg_1688","Accrued interest","168800","liability_current","","False","Intérêts courus"
"pcg_16881","Accrued interest on convertible debenture loans","168810","liability_current","","False","Intérêts courus sur emprunts obligataires convertibles"
"pcg_16883","Accrued interest on other debenture loans","168830","liability_current","","False","Intérêts courus sur autres emprunts obligataires"
"pcg_16884","Accrued interest on loans from credit institutions","168840","liability_current","","False","Intérêts courus sur emprunts auprès des établissements de crédit"
"pcg_16885","Accrued interest on deposits and sureties received","168850","liability_current","","False","Intérêts courus sur dépôts et cautionnements reçus"
"pcg_16886","Accrued interest on employee profit share","168860","liability_current","","False","Intérêts courus sur participation des salariés aux résultats"
"pcg_16887","Accrued interest on loans and debts payable subject to particular conditions","168870","liability_current","","False","Intérêts courus sur emprunts et dettes assortis de conditions particulières"
"pcg_16888","Accrued interest on other loans and similar debts payable","168880","liability_current","","False","Intérêts courus sur autres emprunts et dettes assimilées"
"pcg_169","Debt redemption premiums","169000","asset_current","","False","Primes de remboursement des obligations"
"pcg_171","Debts payable related to participating interests (group)","171000","liability_current","","False","Dettes rattachées à des participations (groupe)"
"pcg_174","Debts payable related to participating interests (apart from group)","174000","liability_current","","False","Dettes rattachées à des participations (hors groupe)"
"pcg_1781","Debts payable related to joint ventures - Principal","178100","liability_current","","False","Dettes rattachées à des sociétés en participation - Principal"
"pcg_1788","Debts payable related to joint ventures - Accrued interest","178800","liability_current","","False","Dettes rattachées à des sociétés en participation - Intérêts courus"
"pcg_181","Reciprocal branch accounts","181000","liability_current","","False","Comptes de liaison des établissements"
"pcg_186","Goods and services exchanged between establishments (expenses)","186000","liability_current","","False","Biens et prestations de services échangés entre établissements (charges)"
