id,name,type_tax_use,amount_type,sequence,amount,description,l10n_ec_code_base,l10n_ec_code_applied,tax_group_id,l10n_ec_code_ats,repartition_line_ids/factor_percent,repartition_line_ids/repartition_type,repartition_line_ids/document_type,repartition_line_ids/tag_ids,repartition_line_ids/account_id,name@es,description@es,"invoice_label",active
tax_vat_15_411_goods,"VAT 15% (411, Goods)",sale,percent,5,15,VAT 15%,411,421,tax_group_vat_15,"",100,base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 15% (411, Bienes)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","",100,tax,invoice,+421 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","",100,base,refund,-411 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-421 (Reporte 104),ec_sale_vat,"","",""
tax_vat_15_411_services,"VAT 15% (411, Services)",sale,percent,5,15,VAT 15%,411,421,tax_group_vat_15,"","",base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 15% (411, Servicios)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+421 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","","",base,refund,-411 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-421 (Reporte 104),ec_sale_vat,"","",""
tax_vat_15_412,"VAT 15% (412, Assets)",sale,percent,5,15,VAT 15%,412,422,tax_group_vat_15,"","",base,invoice,+402 (Reporte 104)||+412 (Reporte 104),"","IVA 15% (412, Activos)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+422 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","","",base,refund,-412 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-422 (Reporte 104),ec_sale_vat,"","",""
tax_vat_411_goods,"VAT 12% (411, Goods)",sale,percent,20,12,VAT 12%,411,421,tax_group_vat_12,"",100,base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 12% (411, Bienes)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","",100,tax,invoice,+421 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","",100,base,refund,-411 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-421 (Reporte 104),ec_sale_vat,"","",""
tax_vat_411_services,"VAT 12% (411, Services)",sale,percent,20,12,VAT 12%,411,421,tax_group_vat_12,"","",base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 12% (411, Servicios)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+421 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","","",base,refund,-411 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-421 (Reporte 104),ec_sale_vat,"","",""
tax_vat_412,"VAT 12% (412, Assets)",sale,percent,20,12,VAT 12%,412,422,tax_group_vat_12,"","",base,invoice,+402 (Reporte 104)||+412 (Reporte 104),"","IVA 12% (412, Activos)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+422 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","","",base,refund,-412 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-422 (Reporte 104),ec_sale_vat,"","",""
tax_vat_05_411_goods,"VAT 5% (411, Goods)",sale,percent,25,5,VAT 5%,411,421,tax_group_vat_05,"",100,base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 5% (411, Bienes)",IVA 5%,"IVA 5%","False"
"","","","","","","","","","","",100,tax,invoice,+421 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","",100,base,refund,-411 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,-421 (Reporte 104),ec_sale_vat,"","",""
tax_vat_05_411_services,"VAT 5% (411, Services)",sale,percent,25,5,VAT 5%,411,421,tax_group_vat_05,"","",base,invoice,+401 (Reporte 104)||+411 (Reporte 104),"","IVA 5% (411, Servicios)",IVA 5%,"IVA 5%","False"
"","","","","","","","","","","","",tax,invoice,+421 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","","",base,refund,-411 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-421 (Reporte 104),ec_sale_vat,"","",""
tax_vat_05_412,"VAT 5% (412, Assets)",sale,percent,25,5,VAT 5%,412,422,tax_group_vat_05,"","",base,invoice,+402 (Reporte 104)||+412 (Reporte 104),"","IVA 5% (412, Activos)",IVA 5%,"IVA 5%","False"
"","","","","","","","","","","","",tax,invoice,+422 (Reporte 104),ec_sale_vat,"","",""
"","","","","","","","","","","","",base,refund,-412 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-422 (Reporte 104),ec_sale_vat,"","",""
tax_vat_415_goods,"VAT 0% (415, Goods)",sale,percent,40,0,VAT 0%,415,"",tax_group_vat0,"",100,base,invoice,+405 (Reporte 104)||+415 (Reporte 104),"","IVA 0% (415, Bienes)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","",100,tax,invoice,"",ec_sale_vat_zero,"","",""
"","","","","","","","","","","",100,base,refund,-415 (Reporte 104),"","","",""
"","","","","","","","","","","",100,tax,refund,"",ec_sale_vat_zero,"","",""
tax_vat_415_services,"VAT 0% (415, Services)",sale,percent,50,0,VAT 0%,415,"",tax_group_vat0,"","",base,invoice,+405 (Reporte 104)||+415 (Reporte 104),"","IVA 0% (415, Servicios)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_zero,"","",""
"","","","","","","","","","","","",base,refund,-415 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_zero,"","",""
tax_vat_416,"VAT 0% (416, Assets)",sale,percent,60,0,VAT 0%,416,"",tax_group_vat0,"","",base,invoice,+406 (Reporte 104)||+416 (Reporte 104),"","IVA 0% (416, Activos)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_zero,"","",""
"","","","","","","","","","","","",base,refund,-416 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_zero,"","",""
tax_vat_413,"VAT 0% (413, No Tax Credit)",sale,percent,70,0,VAT 0%,413,"",tax_group_vat0,"","",base,invoice,+403 (Reporte 104)||+413 (Reporte 104),"","IVA 0% (413, Sin Crédito Tributario)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_zero,"","",""
"","","","","","","","","","","","",base,refund,-413 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_zero,"","",""
tax_vat_414,"VAT 0% (414, Assets Without Tax Credit)",sale,percent,80,0,VAT 0%,414,"",tax_group_vat0,"","",base,invoice,+404 (Reporte 104)||+414 (Reporte 104),"","IVA 0% (414, Activos Sin Crédito Tributario)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_zero,"","",""
"","","","","","","","","","","","",base,refund,-414 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_zero,"","",""
tax_vat_417,"VAT 0% (417, Export Goods)",sale,percent,90,0,VAT 0%,417,"",tax_group_vat0,"","",base,invoice,+407 (Reporte 104)||+417 (Reporte 104),"","IVA 0% (417, Exportación Bienes)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_goods_exports,"","",""
"","","","","","","","","","","","",base,refund,-417 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_goods_exports,"","",""
tax_vat_418,"VAT 0% (418, Export Services)",sale,percent,100,0,VAT 0%,418,"",tax_group_vat0,"","",base,invoice,+408 (Reporte 104)||+418 (Reporte 104),"","IVA 0% (418, Exportación Servicios)",IVA 0%,"IVA 0%","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_services_exports,"","",""
"","","","","","","","","","","","",base,refund,-418 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_services_exports,"","",""
tax_vat_441,"VAT 0% (441, Exempt/Non-Object)",sale,percent,110,0,VAT EXEMPT,441,"",tax_group_vat_exempt,"","",base,invoice,+431 (Reporte 104)||+441 (Reporte 104),"","IVA 0% (441, No Objeto/Exentas)",IVA EXENTO,"IVA EXENTO","True"
"","","","","","","","","","","","",tax,invoice,"",ec_sale_vat_zero,"","",""
"","","","","","","","","","","","",base,refund,-441 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,"",ec_sale_vat_zero,"","",""
tax_vat_15_444,"VAT 15% (444, Reimbursement)",sale,percent,115,15,VAT 15%,444,454,tax_group_vat_15,"","",base,invoice,+434 (Reporte 104)||+444 (Reporte 104),"","IVA 15% (444, Reembolsos)",IVA 15%,"IVA 15%","True"
"","","","","","","","","","","","",tax,invoice,+454 (Reporte 104),ec_other_downpayments,"","",""
"","","","","","","","","","","","",base,refund,-444 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-454 (Reporte 104),ec_other_downpayments,"","",""
tax_vat_444,"VAT 12% (444, Reimbursement)",sale,percent,125,12,VAT 12%,444,454,tax_group_vat_12,"","",base,invoice,+434 (Reporte 104)||+444 (Reporte 104),"","IVA 12% (444, Reembolsos)",IVA 12%,"IVA 12%","False"
"","","","","","","","","","","","",tax,invoice,+454 (Reporte 104),ec_other_downpayments,"","",""
"","","","","","","","","","","","",base,refund,-444 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-454 (Reporte 104),ec_other_downpayments,"","",""
tax_vat_05_444,"VAT 5% (444, Reimbursement)",sale,percent,128,5,VAT 5%,444,454,tax_group_vat_05,"","",base,invoice,+434 (Reporte 104)||+444 (Reporte 104),"","IVA 5% (444, Reembolsos)",IVA 5%,"IVA 5%","False"
"","","","","","","","","","","","",tax,invoice,+454 (Reporte 104),ec_other_downpayments,"","",""
"","","","","","","","","","","","",base,refund,-444 (Reporte 104),"","","",""
"","","","","","","","","","","","",tax,refund,-454 (Reporte 104),ec_other_downpayments,"","",""
