"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile"
"account_account_template_1130","Software Acquisition Cost",1130,"asset_non_current","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_1_3","False"
"account_account_template_1138","Amortization of Software Value (-)",1138,"asset_non_current","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_1_3","False"
"account_account_template_1200","Land Acquisition Cost",1200,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_1","False"
"account_account_template_1201","Change of Land Value after Revaluation",1201,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_1","False"
"account_account_template_1210","Acquisition Cost of Buildings",1210,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_2","False"
"account_account_template_1212","Buildings being Prepared for Use",1212,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_2","False"
"account_account_template_1217","Depreciation of the Acquisition Cost of Buildings (-)",1217,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_2","False"
"account_account_template_1220","Acquisition Cost of Machinery and Equipment",1220,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_3","False"
"account_account_template_1222","Machinery and Equipment being Prepared for Use",1222,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_3","False"
"account_account_template_1227","Depreciation of the Acquisition Cost of Machinery and Equipment (-)",1227,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_3","False"
"account_account_template_1230","Acquisition Cost of Vehicles",1230,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_4","False"
"account_account_template_1232","Vehicles being Prepared for Use",1232,"asset_fixed","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_4","False"
