# generated from https://data.rtr.at/api/v1/tables/plz.json
# version 37355 published 2023-08-07T22:11:00+02:00
1010 location="Wien" region="Wien"
1020 location="Wien" region="Wien"
1030 location="Wien" region="Wien"
1040 location="Wien" region="Wien"
1050 location="Wien" region="Wien"
1060 location="Wien" region="Wien"
1070 location="Wien" region="Wien"
1080 location="Wien" region="Wien"
1090 location="Wien" region="Wien"
1100 location="Wien" region="Wien"
1110 location="Wien" region="Wien"
1120 location="Wien" region="Wien"
1130 location="Wien" region="Wien"
1140 location="Wien" region="Wien"
1140 location="Wien" region="Wien"
1150 location="Wien" region="Wien"
1160 location="Wien" region="Wien"
1170 location="Wien" region="Wien"
1180 location="Wien" region="Wien"
1190 location="Wien" region="Wien"
1200 location="Wien" region="Wien"
1210 location="Wien" region="Wien"
1210 location="Wien" region="Wien"
1220 location="Wien" region="Wien"
1230 location="Wien" region="Wien"
1300 location="Wien-Flughafen" region="Wien"
2000 location="Stockerau" region="Niederösterreich"
2002 location="Großmugl" region="Niederösterreich"
2003 location="Leitzersdorf" region="Niederösterreich"
2004 location="Niederhollabrunn" region="Niederösterreich"
2011 location="Sierndorf" region="Niederösterreich"
2013 location="Göllersdorf" region="Niederösterreich"
2014 location="Breitenwaida" region="Niederösterreich"
2020 location="Hollabrunn" region="Niederösterreich"
2022 location="Immendorf" region="Niederösterreich"
2023 location="Nappersdorf" region="Niederösterreich"
2024 location="Mailberg" region="Niederösterreich"
2031 location="Eggendorf im Thale" region="Niederösterreich"
2032 location="Enzersdorf im Thale" region="Niederösterreich"
2032 location="Enzersdorf im Thale" region="Niederösterreich"
2032 location="Enzersdorf im Thale" region="Niederösterreich"
2033 location="Kammersdorf" region="Niederösterreich"
2034 location="Großharras" region="Niederösterreich"
2041 location="Wullersdorf" region="Niederösterreich"
2042 location="Guntersdorf" region="Niederösterreich"
2051 location="Zellerndorf" region="Niederösterreich"
2052 location="Pernersdorf-Pfaffendorf" region="Niederösterreich"
2053 location="Jetzelsdorf" region="Niederösterreich"
2054 location="Haugsdorf" region="Niederösterreich"
2061 location="Hadres" region="Niederösterreich"
2062 location="Seefeld-Großkadolz" region="Niederösterreich"
2063 location="Zwingendorf" region="Niederösterreich"
2064 location="Wulzeshofen" region="Niederösterreich"
2070 location="Retz" region="Niederösterreich"
2073 location="Schrattenthal" region="Niederösterreich"
2074 location="Unterretzbach" region="Niederösterreich"
2081 location="Niederfladnitz" region="Niederösterreich"
2081 location="Niederfladnitz" region="Niederösterreich"
2082 location="Hardegg" region="Niederösterreich"
2083 location="Pleißing" region="Niederösterreich"
2084 location="Weitersfeld" region="Niederösterreich"
2091 location="Langau" region="Niederösterreich"
2092 location="Riegersburg" region="Niederösterreich"
2093 location="Geras" region="Niederösterreich"
2094 location="Zissersdorf" region="Niederösterreich"
2094 location="Zissersdorf" region="Niederösterreich"
2095 location="Drosendorf" region="Niederösterreich"
2095 location="Drosendorf" region="Niederösterreich"
2100 location="Korneuburg" region="Niederösterreich"
2102 location="Bisamberg" region="Niederösterreich"
2103 location="Langenzersdorf" region="Niederösterreich"
2104 location="Spillern" region="Niederösterreich"
2105 location="Oberrohrbach" region="Niederösterreich"
2111 location="Rückersdorf-Harmannsdorf" region="Niederösterreich"
2112 location="Würnitz" region="Niederösterreich"
2112 location="Würnitz" region="Niederösterreich"
2113 location="Karnabrunn" region="Niederösterreich"
2114 location="Großrußbach" region="Niederösterreich"
2114 location="Großrußbach" region="Niederösterreich"
2115 location="Ernstbrunn" region="Niederösterreich"
2115 location="Ernstbrunn" region="Niederösterreich"
2116 location="Niederleis" region="Niederösterreich"
2116 location="Niederleis" region="Niederösterreich"
2120 location="Wolkersdorf im Weinviertel" region="Niederösterreich"
2122 location="Ulrichskirchen" region="Niederösterreich"
2123 location="Schleinbach" region="Niederösterreich"
2124 location="Niederkreuzstetten" region="Niederösterreich"
2125 location="Neubau" region="Niederösterreich"
2126 location="Ladendorf" region="Niederösterreich"
2130 location="Mistelbach" region="Niederösterreich"
2132 location="Frättingsdorf" region="Niederösterreich"
2133 location="Loosdorf" region="Niederösterreich"
2134 location="Staatz-Kautendorf" region="Niederösterreich"
2135 location="Neudorf im Weinviertel" region="Niederösterreich"
2136 location="Laa an der Thaya" region="Niederösterreich"
2141 location="Ameis" region="Niederösterreich"
2143 location="Großkrut" region="Niederösterreich"
2144 location="Altlichtenwarth" region="Niederösterreich"
2145 location="Hausbrunn" region="Niederösterreich"
2151 location="Asparn an der Zaya" region="Niederösterreich"
2152 location="Gnadendorf" region="Niederösterreich"
2153 location="Stronsdorf" region="Niederösterreich"
2154 location="Unterstinkenbrunn" region="Niederösterreich"
2161 location="Poysbrunn" region="Niederösterreich"
2162 location="Falkenstein" region="Niederösterreich"
2163 location="Ottenthal" region="Niederösterreich"
2164 location="Wildendürnbach" region="Niederösterreich"
2165 location="Drasenhofen" region="Niederösterreich"
2170 location="Poysdorf" region="Niederösterreich"
2171 location="Herrnbaumgarten" region="Niederösterreich"
2172 location="Schrattenberg" region="Niederösterreich"
2181 location="Dobermannsdorf" region="Niederösterreich"
2182 location="Palterndorf" region="Niederösterreich"
2183 location="Neusiedl an der Zaya" region="Niederösterreich"
2184 location="Hauskirchen" region="Niederösterreich"
2185 location="Prinzendorf an der Zaya" region="Niederösterreich"
2185 location="Prinzendorf an der Zaya" region="Niederösterreich"
2191 location="Gaweinstal" region="Niederösterreich"
2192 location="Kettlasbrunn" region="Niederösterreich"
2193 location="Wilfersdorf" region="Niederösterreich"
2201 location="Gerasdorf" region="Niederösterreich"
2202 location="Enzersfeld" region="Niederösterreich"
2203 location="Großebersdorf" region="Niederösterreich"
2211 location="Pillichsdorf" region="Niederösterreich"
2212 location="Großengersdorf" region="Niederösterreich"
2213 location="Bockfließ" region="Niederösterreich"
2214 location="Auersthal" region="Niederösterreich"
2215 location="Raggendorf" region="Niederösterreich"
2221 location="Groß Schweinbarth" region="Niederösterreich"
2222 location="Bad Pirawarth" region="Niederösterreich"
2223 location="Hohenruppersdorf" region="Niederösterreich"
2223 location="Hohenruppersdorf" region="Niederösterreich"
2224 location="Obersulz" region="Niederösterreich"
2225 location="Zistersdorf" region="Niederösterreich"
2230 location="Gänserndorf" region="Niederösterreich"
2231 location="Strasshof an der Nordbahn" region="Niederösterreich"
2231 location="Strasshof an der Nordbahn" region="Niederösterreich"
2232 location="Deutsch Wagram" region="Niederösterreich"
2241 location="Schönkirchen" region="Niederösterreich"
2242 location="Prottes" region="Niederösterreich"
2243 location="Matzen" region="Niederösterreich"
2244 location="Spannberg" region="Niederösterreich"
2245 location="Velm-Götzendorf" region="Niederösterreich"
2251 location="Ebenthal" region="Niederösterreich"
2252 location="Ollersdorf" region="Niederösterreich"
2253 location="Weikendorf" region="Niederösterreich"
2261 location="Angern an der March" region="Niederösterreich"
2262 location="Stillfried" region="Niederösterreich"
2263 location="Dürnkrut" region="Niederösterreich"
2264 location="Jedenspeigen" region="Niederösterreich"
2265 location="Drösing" region="Niederösterreich"
2272 location="Niederabsdorf" region="Niederösterreich"
2273 location="Hohenau an der March" region="Niederösterreich"
2274 location="Rabensburg" region="Niederösterreich"
2275 location="Bernhardsthal" region="Niederösterreich"
2276 location="Reintal" region="Niederösterreich"
2280 location="Glinzendorf" region="Niederösterreich"
2281 location="Raasdorf" region="Niederösterreich"
2282 location="Markgrafneusiedl" region="Niederösterreich"
2283 location="Obersiebenbrunn" region="Niederösterreich"
2284 location="Untersiebenbrunn" region="Niederösterreich"
2285 location="Leopoldsdorf im Marchfelde" region="Niederösterreich"
2286 location="Haringsee" region="Niederösterreich"
2291 location="Lassee" region="Niederösterreich"
2292 location="Engelhartstetten" region="Niederösterreich"
2293 location="Marchegg Stadt" region="Niederösterreich"
2294 location="Marchegg Bahnhof" region="Niederösterreich"
2295 location="Oberweiden" region="Niederösterreich"
2301 location="Groß-Enzersdorf" region="Niederösterreich"
2301 location="Groß-Enzersdorf" region="Niederösterreich"
2304 location="Orth an der Donau" region="Niederösterreich"
2305 location="Eckartsau" region="Niederösterreich"
2320 location="Schwechat" region="Niederösterreich"
2322 location="Zwölfaxing" region="Niederösterreich"
2325 location="Himberg" region="Niederösterreich"
2326 location="Maria Lanzendorf" region="Niederösterreich"
2331 location="Vösendorf" region="Niederösterreich"
2332 location="Hennersdorf" region="Niederösterreich"
2333 location="Leopoldsdorf" region="Niederösterreich"
2334 location="Vösendorf" region="Niederösterreich"
2340 location="Mödling" region="Niederösterreich"
2344 location="Maria Enzersdorf" region="Niederösterreich"
2345 location="Brunn am Gebirge" region="Niederösterreich"
2351 location="Wiener Neudorf" region="Niederösterreich"
2352 location="Gumpoldskirchen" region="Niederösterreich"
2353 location="Guntramsdorf" region="Niederösterreich"
2361 location="Laxenburg" region="Niederösterreich"
2362 location="Biedermannsdorf" region="Niederösterreich"
2371 location="Hinterbrühl" region="Niederösterreich"
2372 location="Gießhübl" region="Niederösterreich"
2380 location="Perchtoldsdorf" region="Niederösterreich"
2380 location="Perchtoldsdorf" region="Niederösterreich"
2381 location="Laab im Walde" region="Niederösterreich"
2381 location="Laab im Walde" region="Niederösterreich"
2384 location="Breitenfurt bei Wien" region="Niederösterreich"
2391 location="Kaltenleutgeben" region="Niederösterreich"
