id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_ir_attachment_group_system,ir_attachment group_system,model_ir_attachment,group_system,1,0,0,0
access_ir_cron_group_cron,ir_cron group_cron,model_ir_cron,group_cron,1,1,1,1
access_ir_default_group_system,ir_default group_system,model_ir_default,group_system,1,0,0,0
access_ir_exports_group_system,ir_exports group_system,model_ir_exports,group_system,1,0,0,0
access_ir_exports_line_group_system,ir_exports_line group_system,model_ir_exports_line,group_system,1,0,0,0
access_ir_model_group_system,ir_model group_system,model_ir_model,group_system,1,0,0,0
access_ir_model_access_group_system,ir_model_access group_system,model_ir_model_access,group_system,1,0,0,0
access_ir_model_config_group_system,ir_model_config group_system,model_ir_model_config,group_system,1,0,0,0
access_ir_model_data_group_user,ir_model_data group_user,model_ir_model_data,group_user,1,1,0,0
access_ir_model_fields_group_user,ir_model_fields group_user,model_ir_model_fields,group_user,1,1,0,0
access_ir_module_category_group_user,ir_module_category group_user,model_ir_module_category,group_user,1,1,0,0
access_ir_module_module_group_user,ir_module_module group_user,model_ir_module_module,group_user,1,1,0,0
access_ir_module_module_configuration_step_group_system,ir_module_module_configuration_step group_system,model_ir_module_module_configuration_step,group_system,1,0,0,0
access_ir_module_module_configuration_wizard_group_system,ir_module_module_configuration_wizard group_system,model_ir_module_module_configuration_wizard,group_system,1,0,0,0
access_ir_module_module_dependency_group_system,ir_module_module_dependency group_system,model_ir_module_module_dependency,group_system,1,0,0,0
access_ir_module_repository_group_system,ir_module_repository group_system,model_ir_module_repository,group_system,1,0,0,0
access_ir_property_group_user,ir_property group_user,model_ir_property,group_user,1,0,0,0
access_ir_report_custom_group_system,ir_report_custom group_system,model_ir_report_custom,group_system,1,0,0,0
access_ir_report_custom_fields_group_system,ir_report_custom_fields group_system,model_ir_report_custom_fields,group_system,1,0,0,0
access_ir_rule_group_user,ir_rule group_user,model_ir_rule,group_user,1,0,0,0
access_ir_rule_group_group_user,ir_rule_group group_user,model_ir_rule_group,group_user,1,0,0,0
access_ir_sequence_group_user,ir_sequence group_user,model_ir_sequence,group_user,1,0,0,0
access_ir_sequence_type_group_user,ir_sequence_type group_user,model_ir_sequence_type,group_user,1,0,0,0
access_ir_translation_group_system,ir_translation group_system,model_ir_translation,group_system,1,0,0,0
access_ir_ui_menu_group_user,ir_ui_menu group_user,model_ir_ui_menu,group_user,1,0,0,0
access_ir_ui_view_group_user,ir_ui_view group_user,model_ir_ui_view,group_user,1,0,0,0
access_ir_ui_view_sc_group_user,ir_ui_view_sc group_user,model_ir_ui_view_sc,group_user,1,1,0,0
access_ir_values_group_erp_manager,ir_values group_erp_manager,model_ir_values,group_erp_manager,0,1,0,0
access_ir_values_group_user,ir_values group_user,model_ir_values,group_user,1,0,0,0
access_wizard_ir_model_menu_create_group_system,wizard_ir_model_menu_create group_system,model_wizard_ir_model_menu_create,group_system,1,0,0,0
access_wizard_ir_model_menu_create_line_group_system,wizard_ir_model_menu_create_line group_system,model_wizard_ir_model_menu_create_line,group_system,1,0,0,0
access_wizard_module_lang_export_group_system,wizard_module_lang_export group_system,model_wizard_module_lang_export,group_system,1,0,0,0
access_res_company_group_erp_manager,res_company group_erp_manager,model_res_company,group_erp_manager,1,1,1,1
access_res_company_group_user,res_company group_user,model_res_company,group_user,1,0,0,0
access_res_country_group_user,res_country group_user,model_res_country,group_user,1,0,0,0
access_res_country_state_group_user,res_country_state group_user,model_res_country_state,group_user,1,0,0,0
access_res_currency_group_user,res_currency group_user,model_res_currency,group_user,1,0,0,0
access_res_currency_rate_group_account_manager,res_currency_rate group_account_manager,model_res_currency_rate,group_account_manager,1,1,1,1
access_res_currency_rate_group_user,res_currency_rate group_user,model_res_currency_rate,group_user,1,0,0,0
access_res_groups_group_erp_manager,res_groups group_erp_manager,model_res_groups,group_erp_manager,1,1,1,1
access_res_groups_group_user,res_groups group_user,model_res_groups,group_user,1,0,0,0
access_res_lang_group_user,res_lang group_user,model_res_lang,group_user,1,0,0,0
access_res_partner_group_partner_manager,res_partner group_partner_manager,model_res_partner,group_partner_manager,0,0,0,1
access_res_partner_group_user,res_partner group_user,model_res_partner,group_user,1,1,1,0
access_res_partner_address_group_partner_manager,res_partner_address group_partner_manager,model_res_partner_address,group_partner_manager,0,0,0,1
access_res_partner_address_group_user,res_partner_address group_user,model_res_partner_address,group_user,1,1,1,0
access_res_partner_bank_group_user,res_partner_bank group_user,model_res_partner_bank,group_user,1,1,1,0
access_res_partner_bank_group_partner_manager,res_partner_bank group_partner_manager,model_res_partner_bank,group_partner_manager,0,0,0,1
access_res_partner_bank_type_group_partner_manager,res_partner_bank_type group_partner_manager,model_res_partner_bank_type,group_partner_manager,0,0,0,1
access_res_partner_bank_type_group_user,res_partner_bank_type group_user,model_res_partner_bank_type,group_user,1,1,1,0
access_res_partner_bank_type_field_group_partner_manager,res_partner_bank_type_field group_partner_manager,model_res_partner_bank_type_field,group_partner_manager,0,0,0,1
