"id","code","name"
"class_00000","00000","NOT APPLICABLE"
"class_01111","01111","Growing of maize"
"class_01112","01112","Growing of leguminous crops"
"class_01113","01113","Growing of oil seeds"
"class_01119","01119","Growing of other cereals n.e.c."
"class_01120","01120","Growing of paddy"
"class_01131","01131","Growing of leafy or stem vegetables"
"class_01132","01132","Growing of fruits bearing vegetables"
"class_01133","01133","Growing of melons"
"class_01134","01134","Growing of mushrooms and truffles"
"class_01135","01135","Growing of vegetables seeds, except beet seeds"
"class_01136","01136","Growing of other vegetables"
"class_01137","01137","Growing of sugar beet"
"class_01138","01138","Growing of roots, tubers, bulb or tuberous vegetables"
"class_01140","01140","Growing of sugar cane"
"class_01150","01150","Growing of tobacco"
"class_01160","01160","Growing of fibre crops"
"class_01191","01191","Growing of flowers"
"class_01192","01192","Growing of flower seeds"
"class_01193","01193","Growing of sago (rumbia)"
"class_01199","01199","Growing of other non-perennial crops n.e.c."
"class_01210","01210","Growing of grapes"
"class_01221","01221","Growing of banana"
"class_01222","01222","Growing of mango"
"class_01223","01223","Growing of durian"
"class_01224","01224","Growing of rambutan"
"class_01225","01225","Growing of star fruit"
"class_01226","01226","Growing of papaya"
"class_01227","01227","Growing of pineapple"
"class_01228","01228","Growing of pitaya (dragon fruit)"
"class_01229","01229","Growing of other tropical and subtropical fruits n.e.c."
"class_01231","01231","Growing of pomelo"
"class_01232","01232","Growing of lemon and limes"
"class_01233","01233","Growing of tangerines and mandarin"
"class_01239","01239","Growing of other citrus fruits n.e.c."
"class_01241","01241","Growing of guava"
"class_01249","01249","Growing of other pome fruits and stones fruits n.e.c."
"class_01251","01251","Growing of berries"
"class_01252","01252","Growing of fruit seeds"
"class_01253","01253","Growing of edible nuts"
"class_01259","01259","Growing of other tree and bush fruits"
"class_01261","01261","Growing of oil palm (estate)"
"class_01262","01262","Growing of oil palm (smallholdings)"
"class_01263","01263","Growing of coconut (estate and smallholdings)"
"class_01269","01269","Growing of other oleaginous fruits n.e.c."
"class_01271","01271","Growing of coffee"
"class_01272","01272","Growing of tea"
"class_01273","01273","Growing of cocoa"
"class_01279","01279","Growing of other beverage crops n.e.c."
"class_01281","01281","Growing of pepper (piper nigrum)"
"class_01282","01282","Growing of chilies and pepper (capsicum spp.)"
"class_01283","01283","Growing of nutmeg"
"class_01284","01284","Growing of ginger"
