"id","name","code","account_type","chart_template_id/id","tag_ids/id","reconcile"
"a1110","Research and company development costs","1110","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1120","Concessions, patents, licenses, trademarks and similar rights","1120","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1130","Other intangible assets","1130","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1140","Goodwill","1140","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1180","Advance payments for intangible assets","1150","asset_prepayments","l10n_lv.chart_template_latvia",,"False"
"a1191","Accumulated depreciation on portion of development costs","1191","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1192","Write-down portion of concessions, patents, licenses, trademarks and similar rights","1192","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1193","Accumulated depreciation on part of the value of other intangible investments","1193","asset_non_current","l10n_lv.chart_template_latvia",,"False"
"a1210","Land, buildings, perennial plantings","1210","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1220","Technological equipment and machinery","1220","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1230","Other fixed assets and inventory","1230","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1240","Costs of fixed asset creation and unfinished object construction","1240","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1250","Long-term investments in leased fixed assets","1250","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1260","Long-term investments in fixed assets of the public partner","1260","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1280","Advance payments for fixed assets","1280","asset_prepayments","l10n_lv.chart_template_latvia",,"False"
"a1291","Accumulated depreciation for Land, buildings, perennial plantings","1291","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1292","Accumulated depreciation on plant and machinery","1292","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1293","Accumulated depreciation for Other fixed assets and inventory","1293","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1294","Accumulated depreciation on long-term investments in fixed assets of the public partner","1294","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1310","Plots of land","1310","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1320","Buildings, structures or parts thereof","1320","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1330","Costs of creating investment properties","1330","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1390","Accumulated depreciation on investment properties","1390","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1410","Animals","1410","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1420","Plants","1420","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1430","Working or production animals","1430","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1440","Perennial plantings","1440","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1490","Accumulated depreciation of biologival assets","1490","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a1510","Participation in the capital of related companies","1510","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1520","Loans to related companies","1520","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1530","Participation in the capital of associated companies","1530","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1540","Loans to associated companies","1540","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1550","Other securities and investments","1550","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1560","Other loans and other long-term debtors","1560","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1570","Own shares","1570","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1580","Loans to shareholders or members and management","1580","asset_current","l10n_lv.chart_template_latvia",,"False"
"a1590","Deferred tax assets","1590","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2110","Raw materials, basic materials and auxiliary materials","2110","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2120","Unfinished production","2120","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2130","Finished products and goods for sale","2130","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2140","Uncompleted orders","2140","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2150","Low-value inventory","2150","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a2159","Write-down off low-value inventory","2159","asset_fixed","l10n_lv.chart_template_latvia",,"False"
"a2190","Advance payments for goods","2190","Prepayments","l10n_lv.chart_template_latvia",,"False"
"a2210","Animals","2210","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2220","Young and small animals","2220","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2230","Annual plantings","2230","asset_current","l10n_lv.chart_template_latvia",,"False"
"a2310","Accounts receivable – trade","2310","asset_receivable","l10n_lv.chart_template_latvia",,"True"
"a2318","Settlement of doubtful debtors","2318","asset_receivable","l10n_lv.chart_template_latvia",,"True"
"a2320","Bills of exchange received for deliveries and customers","2320","asset_receivable","l10n_lv.chart_template_latvia",,"True"
