"id","name","code","account_type","chart_template_id/id","reconcile"
"ch_coa_1060","Securities (with stock exchange price)","1060","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1069","Accumulated depreciation on securities","1069","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1091","Transfer account: Salaries","1091","asset_current","l10n_ch.l10nch_chart_template","True"
"ch_coa_1099","Transfer account: miscellaneous","1099","asset_current","l10n_ch.l10nch_chart_template","True"
"ch_coa_1100","Accounts receivable from goods and services (Debtors)","1100","asset_receivable","l10n_ch.l10nch_chart_template","True"
"ch_coa_1101","Receivable (PoS)","1101","asset_receivable","l10n_ch.l10nch_chart_template","True"
"ch_coa_1109","Del credere (Acc. depr. on debtors)","1109","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1140","Advances and loans","1140","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1149","Advances and loans adjustments","1149","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1170","Input Tax (VAT) receivable on material, goods, services, energy","1170","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1171","Input Tax (VAT) receivable on investments, other operating expenses","1171","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1176","Withholding Tax (WT) receivable","1176","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1180","Receivables from social insurances and social security institutions","1180","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1189","Withholding tax","1189","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1190","Other short-term receivables","1190","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1199","Accumulated depreciation on short-terms receivables","1199","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1200","Goods / Merchandise (Trade)","1200","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1207","Accumulated depreciation on Goods / Merchandise (Trade)","1207","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1208","Downpayment on Goods / Merchandise (Trade)","1208","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1209","Correction on Goods / Merchandise (Trade)","1209","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1210","Raw materials","1210","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1217","Accumulated depreciation on raw material","1217","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1218","Downpayment on raw material","1218","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1219","Correction on raw material","1219","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1220","Auxiliary material","1220","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1230","Consumables","1230","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1250","Consignments Goods ","1250","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1260","Finished products","1260","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1267","Accumulated depreciation on Finished products","1267","asset_current","l10n_ch.l10nch_chart_template","False"
"ch_coa_1269","Correction on Finished products","1269","asset_current","l10n_ch.l10nch_chart_template","False"
