"id","name","code","account_type","chart_template_id/id","reconcile"
"account_assoc_100","Dotación fundacional","100","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_1030","Fundadores, parte no desembolsada en fundaciones","1030","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_1034","Asociados, parte no desembolsada en asociaciones","1034","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_1040","Fundadores, por aportaciones no dinerarias pendientes, en fundaciones","1040","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_1044","Asociados, por aportaciones no dinerarias pendientes, en asociaciones","1044","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_120","Remanente","120","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_121","Resultados negativos de ejercicios anteriores","121","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_129","Resultado del ejercicio","129","equity_unaffected","l10n_es.account_chart_template_assoc","False"
"account_assoc_1300","Subvenciones del Estado","1300","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_1301","Subvenciones de otras Administraciones Públicas","1301","equity","l10n_es.account_chart_template_assoc","False"
"account_assoc_1320","Otras subvenciones","1320","liability_non_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_1321","Otras donaciones y legados","1321","equity","l10n_es.account_chart_template_assoc","False"
"account_assoc_207","Derechos sobre activos cedidos en uso","207","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2400","Monumentos","2400","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2401","Jardines históricos","2401","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2402","Conjuntos históricos","2402","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2403","Sitios históricos","2403","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2404","Zonas arqueológicas","2404","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2490","Anticipos sobre bienes inmuebles del Patrimonio Histórico","2490","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2491","Anticipos sobre archivos del Patrimonio Histórico","2491","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2492","Anticipos sobre bibliotecas del Patrimonio Histórico","2492","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2493","Anticipos sobre museos del Patrimonio Histórico","2493","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2494","Anticipos sobre bienes muebles del Patrimonio Histórico","2494","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2807","Amortización acumulada de derechos sobre activos cedidos en uso","2807","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2830","Cesiones de uso del inmovilizado intangible","2830","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2831","Cesiones de uso del inmovilizado material","2831","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2907","Deterioro del valor sobre activos cedidos en uso","2907","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2935","Deterioro de valor de participaciones a largo plazo en otras partes vinculadas","2935","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_296","Deterioro de  valor de participaciones en el patrimonio neto a largo plazo","296","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2990","Deterioro de valor de bienes del Patrimonio Histórico","2990","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2991","Deterioro de valor de archivos","2991","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2992","Deterioro de valor de bibliotecas","2992","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2993","Deterioro de valor de Museos","2993","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_2994","Deterioro de valor de bienes muebles","2994","asset_fixed","l10n_es.account_chart_template_assoc","False"
"account_assoc_412","Beneficiarios, acreedores","412","liability_payable","l10n_es.account_chart_template_assoc","True"
"account_assoc_447","Usuarios, deudores","447","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_4480","Patrocinadores","4480","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_4482","Afiliados","4482","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_4489","Otros deudores","4489","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_464","Entregas para gastos a justificar","464","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_4707","Hacienda Pública, deudora por colaboración en la entrega y distribución de subvenciones (art.12 Ley de Subvenciones)","4707","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_4757","Hacienda Pública, acreedora por subvenciones recibidas en concepto de entidad colaboradora (art.12 Ley de Subvencioens)","4757","asset_receivable","l10n_es.account_chart_template_assoc","True"
"account_assoc_490","Deterioro de valor de créditos por operaciones de la actividad","490","liability_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_551","Cuenta corriente con patronos y otros","551","asset_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_5935","Deterioro de valor de participaciones a corto plazo en otras partes vinculadas","5935","asset_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_596","Deterioro de valor de participaciones a corto plazo","596","asset_current","l10n_es.account_chart_template_assoc","False"
"account_assoc_6501","Ayudas monetarias individuales","6501","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6502","Ayudas monetarias a entidades","6502","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6503","Ayudas monetarias realizadas a través de otras entidades o centros","6503","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6504","Ayudas monetarias de cooperación internacional","6504","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6510","Beneficio transferido (gestor)","6510","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6511","Ayudas no monetarias individuales","6511","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6512","Ayudas no monetarias a entidades","6512","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6513","Ayudas no monetarias realizadas a través de otras entidades o centros","6513","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_6514","Ayudas no monetarias de cooperación internacional","6514","expense","l10n_es.account_chart_template_assoc","False"
"account_assoc_653","Compensación de gastos por prestaciones de colaboración","653","expense","l10n_es.account_chart_template_assoc","False"
