type,name,res_id,src,value
field,"account.account,close_method",0,Deferral Method,Método de Amortização
selection,"account.account,close_method",0,None,Nenhum
selection,"account.account,close_method",0,Balance,Balanço
selection,"account.account,close_method",0,Detail,Detalhe
selection,"account.account,close_method",0,Unreconciled,Não reconciliado
field,"account.account,code",0,Code,Código
field,"account.account,name",0,Name,Nome
model,"account.account,name",1,Account chart,Mapa de Contas
model,"account.account,name",3,Equity,Títulos Negociáveis
model,"account.account,name",2,Balance Sheet,Balanço
model,"account.account,name",4,Long Term Assets,Activos Fixos
model,"account.account,name",5,Incorporation expenses,Despesas de Constituição
model,"account.account,name",6,Intangible assets,Imobilizado Incorpóreo
model,"account.account,name",7,Lands and buildings,Terrenos e Construções
model,"account.account,name",8,"Facilities, machines and tools",Máquinas e Ferramentas
model,"account.account,name",9,Office supplies and mobile equipment,Equipamento básico
model,"account.account,name",10,Financial assets,Investimentos Financeiros
model,"account.account,name",11,Long Term Receivables,Dívidas de Terceiros Longo Prazo
model,"account.account,name",13,Inventory and goods in process,Produtos Semi-acabados
model,"account.account,name",12,Current,Corrente
model,"account.account,name",14,Raw material procurement,Compras de matéria prima
model,"account.account,name",15,Other procurements,Outras compras
model,"account.account,name",16,Goods in process,Produtos Semi-acabados
model,"account.account,name",17,Finished goods,Produtos terminados
model,"account.account,name",18,Merchandise,Mercadoria
model,"account.account,name",19,Merchandise Type A,Mercadoria Tipo A
model,"account.account,name",20,Merchandise Type B,Mercadoria Tipo B
model,"account.account,name",21,Assets for sales,Bens vendidos
model,"account.account,name",22,Prepayment paid for stocked goods,Adiantamentos a fornecedores
model,"account.account,name",23,Orders in progress,Encomendas em processamento
model,"account.account,name",24,Short term receivables and payables,Dívidas de terceiros de curto prazo
model,"account.account,name",26,Main Receivable,Dívidas de Terceiros
model,"account.account,name",25,Account receivable,Conta de Dívidas de Terceiros
model,"account.account,name",27,Others Receivables,Outros proveitos
model,"account.account,name",28,Refundable VAT,IVA dedutível
model,"account.account,name",29,Payable,Em pagamento
model,"account.account,name",31,Credit Cards,Cartões de Crédito
model,"account.account,name",30,Main Payable,Em pagamento
model,"account.account,name",32,Tax liabilities,Pagamento impostos
model,"account.account,name",33,Payable VAT,IVA a pagar
model,"account.account,name",34,Cash Accounts,Contas de caixa
model,"account.account,name",35,Bank Account,Conta Bancária
model,"account.account,name",36,Paypal Account,Conta PayPal
model,"account.account,name",37,Petty Cash,Caixa Pequena
model,"account.account,name",44,Expense,Despesa
model,"account.account,name",38,Profit and loss accounts,Contas de proveitos e ganhos
model,"account.account,name",45,Merchandise,Mercadoria
model,"account.account,name",46,Products Purchase,Compra de Produtos
model,"account.account,name",47,Accessories Purchase,Compra de acessórios
model,"account.account,name",48,Subcontractor Purchase,Compra a fornecedor
model,"account.account,name",49,Merchandise Purchase,Compra de Mercadoria
model,"account.account,name",50,Discounts,Descontos
model,"account.account,name",71,Stock Expense,Despesas de Armazenagem
model,"account.account,name",72,Merchandise Type A,Mercadoria Tipo A
model,"account.account,name",73,Merchandise Type B,Mercadoria Tipo B
model,"account.account,name",51,Services Purchase,Fornecimentos externos
model,"account.account,name",52,Rent and lease,Rendas e alugures
model,"account.account,name",53,Repairs,Reparações
model,"account.account,name",54,Water Gas Electricity,Água Luz e Gás
model,"account.account,name",55,Phone Post Fax Internet,Telecomunicaçoes
model,"account.account,name",56,Printed material,Material para impressão
model,"account.account,name",57,Food,Alimentação
model,"account.account,name",58,Miscellaneous charges,Despesas diversas
model,"account.account,name",59,Insurances,Seguros
model,"account.account,name",60,Fuel and transportation,Transportes e combustivel
model,"account.account,name",61,Travels,Viagens
model,"account.account,name",62,Publicity,Publicidade
model,"account.account,name",63,"Salaries, payroll taxes, pensions",Salários, impostos e pensões
model,"account.account,name",64,Taxes Charges,Pagamento de Impostos
model,"account.account,name",65,Non-refundable VAT,IVA não dedútivel 
model,"account.account,name",66,Miscanellous Taxes,Impostos diversos
model,"account.account,name",67,Financial Charges,Custos Financeiros
model,"account.account,name",39,Income,Proveitos
model,"account.account,name",40,Merchandise Sales,Venda de Mercadoria
model,"account.account,name",41,Products Sales,Venda de Produtos
model,"account.account,name",42,Service Sales,Venda de Serviços
model,"account.account,name",68,Stock Income,Valorização do Sotck
model,"account.account,name",69,Merchandise Type A,Mercadoria Tipo A
model,"account.account,name",70,Merchandise Type B,Mercadoria Tipo B
model,"account.account,name",43,Financials Interests,Juros de Aplições Financeiras
field,"account.account,credit",0,Credit,Crédito
field,"account.account,gl_group",0,Group in General Ledger,Conta do Razão
field,"account.account,shortcut",0,Shortcut,Atalho
field,"account.account,sign",0,Sign,Sinal
field,"account.account,currency_id",0,Currency,Moeda
field,"account.account,parent_id",0,Parents,Conta Título
field,"account.account,note",0,Note,Nota
field,"account.account,protected",0,Protected,Protegido
field,"account.account,date_maturity",0,Maturity Date,Data de Maturidade
field,"account.account,debit",0,Debit,Débito
field,"account.account,active",0,Active,Activo
field,"account.account,child_id",0,Children,Conta Movimento
field,"account.account,balance",0,Balance,Balanço
field,"account.account,type",0,Account Type,Tipo de Conta
field,"account.account,reconcile",0,Reconcile,Reconciliação
field,"account.account.type,code",0,Code,Código
field,"account.account.type,name",0,Acc. Type Name,Nome do Tipo
model,"account.account.type,name",1,Receivable,A receber
model,"account.account.type,name",2,Payable,A pagar
model,"account.account.type,name",3,View,Ver
model,"account.account.type,name",4,Income,Proveito
model,"account.account.type,name",5,Expense,Custo
model,"account.account.type,name",6,Tax,Imposto
model,"account.account.type,name",7,Cash,Dinheiro
model,"account.account.type,name",8,Asset,Activo
model,"account.account.type,name",9,Equity,Título Negociavel
field,"account.account.type,code_from",0,Code From,Código de 
field,"account.account.type,sequence",0,Sequence,Sequência
field,"account.account.type,close_method",0,Deferral Method,Método de Amortização
selection,"account.account.type,close_method",0,None,Nenhum
selection,"account.account.type,close_method",0,Balance,Balanço
selection,"account.account.type,close_method",0,Detail,Detalhe
selection,"account.account.type,close_method",0,Unreconciled,Não reconciliado
field,"account.account.type,partner_account",0,Partner account,Conta de Parceiro
field,"account.account.type,code_to",0,Code To,Código para
field,"account.bank,account_nr",0,Account Nr,N. Conta
field,"account.bank,code",0,Code,Código
field,"account.bank,name",0,Bank Name,Nome do Banco
field,"account.bank,journal_id",0,Journal,Diário
field,"account.bank,note",0,Notes,Notas
field,"account.bank,bank_account_ids",0,Bank Accounts,Contas Bancárias
field,"account.bank,partner_id",0,Partner,Parceiro
field,"account.bank.account,code",0,Code,Código
field,"account.bank.account,name",0,Bank Name,Nome do Banco
field,"account.bank.account,bank_id",0,Bank,Banco
field,"account.bank.account,currency_id",0,Currency,Moeda
field,"account.bank.account,iban",0,Partner,Parceiro
field,"account.bank.account,account_id",0,Account,Conta
field,"account.bank.statement,name",0,Name,Nome
field,"account.bank.statement,balance_end",0,Ending Balance,Balanço Final
field,"account.bank.statement,balance_start",0,Starting Balance,Balanço Inicial
field,"account.bank.statement,state",0,State,Situação
selection,"account.bank.statement,state",0,Draft,Rascunho
selection,"account.bank.statement,state",0,Done,Concluído
field,"account.bank.statement,mode",0,Creation Mode,Método de Abertura
selection,"account.bank.statement,mode",0,Manual,Manual
selection,"account.bank.statement,mode",0,Automatic,Automático
field,"account.bank.statement,date",0,Date,Data
field,"account.bank.statement,line_ids",0,Move lines,Mover linhas
field,"account.bank.statement,account_id",0,Bank Account,Conta Bancária
field,"account.budget.post,code",0,Number,Número
field,"account.budget.post,name",0,Label,Etiqueta
field,"account.budget.post,parent_id",0,Parent item,Item ascendente
field,"account.budget.post,dotation_ids",0,Expenses,Custos
field,"account.budget.post,account_ids",0,Accounts,Contas
field,"account.budget.post,sens",0,Direction,Direção
selection,"account.budget.post,sens",0,Charge,Custo
selection,"account.budget.post,sens",0,Product,Produto
field,"account.budget.post.dotation,post_id",0,Item,Item
field,"account.budget.post.dotation,amount",0,Montant,Montante
field,"account.budget.post.dotation,period_id",0,Period,Período
field,"account.budget.post.dotation,name",0,Name,Nome
field,"account.budget.post.dotation,quantity",0,Quantite,Quantidade
field,"account.currency,digits",0,Displayed Digits,Dígitos a Apresentar
field,"account.currency,code",0,Code,Código
field,"account.currency,name",0,Currency,Moeda
field,"account.currency,active",0,Active,Activo
field,"account.currency,rate",0,Relative Change rate,Taxa relativa
field,"account.currency,date",0,Last rate update,Última actualização da taxa
field,"account.currency,accuracy",0,Computational Accuracy,Precisão do Calculo
field,"account.fiscalyear,organisation_id",0,Company,Empresa
field,"account.fiscalyear,date_stop",0,End date,Data final
field,"account.fiscalyear,code",0,Code,Código
field,"account.fiscalyear,name",0,Fiscal Year,Ano Fiscal
field,"account.fiscalyear,date_start",0,Start date,Data de início
field,"account.fiscalyear,period_ids",0,Periods,Períodos
field,"account.fiscalyear,state",0,State,Início
