type,name,res_id,src,value
field,"account.account,close_method",0,Deferral Method,
help,"account.account,close_method",0,Tell Tiny ERP how to process the entries of this account when you close a fiscal year. None removes all entries to start with an empty account for the new fiscal year. Balance creates only one entry to keep the balance for the new fiscal year. Detail keeps the detail of all entries of the preceeding years. Unreconciled keeps the detail of unreconciled entries only.,
field,"account.account,company_currency_id",0,Company Currency,
field,"account.account,code",0,Code,Código
field,"account.account,tax_ids",0,Default Taxes,
field,"account.account,name",0,Name,Nome
model,"account.account,name",account.minimal_0,Minimal account chart,
model,"account.account,name",account.a_recv,Main Receivable,A Cobrar Principal
model,"account.account,name",account.a_pay,Main Payable,A Pagar Principal
model,"account.account,name",account.cash,Petty Cash,Caixa Pequena
model,"account.account,name",account.a_expense,Products Purchase,Compras de Produtos
model,"account.account,name",account.a_sale,Products Sales,Venda de Produtos
field,"account.account,credit",0,Credit,Crédito
field,"account.account,company_id",0,Company,
field,"account.account,shortcut",0,Shortcut,
field,"account.account,sign",0,Sign,
help,"account.account,sign",0,Allows to change the displayed amount of the balance to see positive results instead of negative ones in expenses accounts,
field,"account.account,currency_id",0,Secondary Currency,Moeda
help,"account.account,currency_id",0,Force all moves for this account to have this secondary currency.,
field,"account.account,parent_id",0,Parents,Parentes
field,"account.account,note",0,Note,
field,"account.account,debit",0,Debit,Débito
field,"account.account,active",0,Active,Ativos
field,"account.account,child_id",0,Children,Crianças
field,"account.account,balance",0,Balance,Balanço
field,"account.account,type",0,Account Type,Tipo de Conta
field,"account.account,reconcile",0,Reconcile,
help,"account.account,reconcile",0,Check this account if the user can make a reconciliation of the entries in this account.,
field,"account.account.type,code",0,Code,
field,"account.account.type,name",0,Acc. Type Name,
model,"account.account.type,name",account.account_type_receivable,Receivable,
model,"account.account.type,name",account.account_type_payable,Payable,
model,"account.account.type,name",account.account_type_view,View,
model,"account.account.type,name",account.account_type_income,Income,
model,"account.account.type,name",account.account_type_expense,Expense,
model,"account.account.type,name",account.account_type_tax,Tax,
model,"account.account.type,name",account.account_type_cash,Cash,
model,"account.account.type,name",account.account_type_asset,Asset,
model,"account.account.type,name",account.account_type_equity,Equity,
model,"account.account.type,name",account.account_type_closed,Closed,
field,"account.account.type,code_from",0,Code From,
