type,name,res_id,src,value
field,"account.account,close_method",0,Deferral Method,Abgrenzungsmethode
field,"account.account,code",0,Code,Code
field,"account.account,tax_ids",0,Default Taxes, Std. Steuern
field,"account.account,name",0,Name,Name
model,"account.account,name",1,Main Receivable,Forderungen
model,"account.account,name",2,Main Payable,Kreditoren
model,"account.account,name",3,Petty Cash,Portokasse
model,"account.account,name",4,Products Purchase,Einkauf Produkte
model,"account.account,name",5,Products Sales,Verkauf Produkte
field,"account.account,credit",0,Credit,Kredit
field,"account.account,company_id",0,Company,Firma
field,"account.account,shortcut",0,Shortcut,Shortcut
field,"account.account,sign",0,Sign,Zeichen
field,"account.account,currency_id",0,Currency,Währung
field,"account.account,parent_id",0,Parents,Mutter
field,"account.account,note",0,Note,Bemerkung
field,"account.account,debit",0,Debit,Soll
field,"account.account,active",0,Active,Aktiv
field,"account.account,child_id",0,Children,Kinder
field,"account.account,balance",0,Balance,Saldo
field,"account.account,type",0,Account Type,Kontoart
field,"account.account,reconcile",0,Reconcile,Abstimmen
field,"account.account.type,code",0,Code,Code
field,"account.account.type,name",0,Acc. Type Name, Kontoart
model,"account.account.type,name",1,Receivable,Debitoren
model,"account.account.type,name",2,Payable,Kreditoren
model,"account.account.type,name",3,View,Ansicht
model,"account.account.type,name",4,Income,Einnahmen
model,"account.account.type,name",5,Expense,Ausgaben
model,"account.account.type,name",6,Tax,Steuern
model,"account.account.type,name",7,Cash,Kasse
model,"account.account.type,name",8,Asset,Aktiva
model,"account.account.type,name",9,Equity,Vermögen
model,"account.account.type,name",10,ResultatHorsExpl,
model,"account.account.type,name",11,ActifRegul,
model,"account.account.type,name",12,DetteLongTerme,langfristig. Verbindl. 
model,"account.account.type,name",13,PassifRegul,
model,"account.account.type,name",14,ActifHorsExpl,
model,"account.account.type,name",15,DetteCourtTerme,
model,"account.account.type,name",16,DetteHorsExpl,
model,"account.account.type,name",17,Cloture,
field,"account.account.type,code_from",0,Code From,
field,"account.account.type,sequence",0,Sequence,Folge
field,"account.account.type,close_method",0,Deferral Method,Abgrenzungsmeth.
field,"account.account.type,partner_account",0,Partner account,Partnerkonto
field,"account.account.type,code_to",0,Code To,
field,"account.analytic.account,code",0,Account code,Kontonr
field,"account.analytic.account,description",0,Description,Beschreibung
field,"account.analytic.account,amount_invoiced",0,Invoiced Amount,Rechnungsbetrag
field,"account.analytic.account,child_ids",0,Childs Accounts,Unterkonten
field,"account.analytic.account,quantity_max",0,Maximal quantity,Max. Menge
field,"account.analytic.account,contact_id",0,Contact,Kontakt
field,"account.analytic.account,active",0,Active,Aktiv
field,"account.analytic.account,amount_max",0,Max. Invoice Price,Max. Rechnungsbetrag
field,"account.analytic.account,pricelist_id",0,Sale Pricelist,Verkaufspreisliste
field,"account.analytic.account,date",0,Date End,Endedatum
field,"account.analytic.account,partner_id",0,Associated partner,Verbundene Partner
field,"account.analytic.account,to_invoice",0,Invoicing,Rechnungserstellung
field,"account.analytic.account,stats_ids",0,Statistics,Statistiken
field,"account.analytic.account,name",0,Account name,Konto
field,"account.analytic.account,parent_id",0,Parent Cost account,(Ober-)Kostenkonto
field,"account.analytic.account,date_start",0,Date Start,Anfangsdatum
field,"account.analytic.account,credit",0,Balance,Saldo
field,"account.analytic.account,state",0,State,Status
field,"account.analytic.account,complete_name",0,Account Name,Kontobezeichnung
field,"account.analytic.account,debit",0,Balance,Saldo
field,"account.analytic.account,line_ids",0,Analytic entries,Kostenstellenbuchungen
field,"account.analytic.account,balance",0,Balance,Saldo
field,"account.analytic.account,type",0,type,Typ
field,"account.analytic.account,quantity",0,Quantity,Menge
field,"account.analytic.journal,active",0,Active,Aktiv
field,"account.analytic.journal,line_ids",0,Lines,Positionen
field,"account.analytic.journal,code",0,Journal code,Journal ID
field,"account.analytic.journal,type",0,Type,Typ
field,"account.analytic.journal,name",0,Journal name,Journal
field,"account.analytic.line,code",0,Code,Code
field,"account.analytic.line,user_id",0,User,Benutzer
field,"account.analytic.line,name",0,Description,Beschreibung
field,"account.analytic.line,general_account_id",0,General account,Allgemeine Konten
field,"account.analytic.line,product_uom_id",0,UoM,Maßeinheit
field,"account.analytic.line,journal_id",0,Analytic journal,Kostenstellenjournal
field,"account.analytic.line,to_invoice",0,Invoicing,Abrechnung
field,"account.analytic.line,amount",0,Amount,Betrag
field,"account.analytic.line,product_id",0,Product,Produkt
field,"account.analytic.line,unit_amount",0,Quantity,Menge
field,"account.analytic.line,invoice_id",0,Invoice,Rechnung
field,"account.analytic.line,date",0,Date,Datum
field,"account.analytic.line,move_id",0,General entry,Haupteintrag
field,"account.analytic.line,account_id",0,Analytic Account,Kostenstellenkonto
field,"account.bank,note",0,Notes,Bemerkungen
field,"account.bank,code",0,Code,Code
field,"account.bank,partner_id",0,Bank Partner,Bank des Partners
field,"account.bank,name",0,Bank Name,Bank
field,"account.bank,bank_account_ids",0,Bank Accounts,Bankkonten
field,"account.bank.account,code",0,Code,Kontonummer
field,"account.bank.account,name",0,Bank Account,Bankkonto
field,"account.bank.account,journal_id",0,Journal,Journal
field,"account.bank.account,bank_id",0,Bank,Bank
field,"account.bank.account,currency_id",0,Currency,Währung
field,"account.bank.account,iban",0,IBAN,IBAN
field,"account.bank.account,swift",0,Swift Code,SWIFT Code
field,"account.bank.account,account_id",0,General Account,Hauptkonto
field,"account.bank.statement,name",0,Name,Name
field,"account.bank.statement,state",0,State,Status
field,"account.bank.statement,balance_end",0,Balance,Saldo
field,"account.bank.statement,balance_start",0,Starting Balance,Anfangssaldo
field,"account.bank.statement,journal_id",0,Journal,Journal
field,"account.bank.statement,move_line_ids",0,Entry lines,Buchungspositionen
field,"account.bank.statement,period_id",0,Period,Periode
field,"account.bank.statement,date",0,Date,Datum
field,"account.bank.statement,line_ids",0,Statement lines,Buchungszeile
field,"account.bank.statement,balance_end_real",0,Ending Balance,Endsaldo
field,"account.bank.statement.line,name",0,Name,Name
field,"account.bank.statement.line,type",0,Type,Typ
field,"account.bank.statement.line,statement_id",0,Statement,Buchungssatz
field,"account.bank.statement.line,amount",0,Amount,Betrag
field,"account.bank.statement.line,date",0,Date,Datum
field,"account.bank.statement.line,partner_id",0,Partner,Partner
