type,name,res_id,src,value
field,"account.account,close_method",0,Deferral Method,Deferral Method
selection,"account.account,close_method",0,None,Geen
selection,"account.account,close_method",0,Balance,Balans
selection,"account.account,close_method",0,Detail,Detail
selection,"account.account,close_method",0,Unreconciled,Unreconciled
field,"account.account,code",0,Code,Code
field,"account.account,name",0,Name,Naam
model,"account.account,name",1,Account chart,Rekening Overzicht
model,"account.account,name",3,Equity,Aandelenkapitaal
model,"account.account,name",2,Balance Sheet,Balans
model,"account.account,name",4,Long Term Assets,Lange termijn Baten
model,"account.account,name",5,Incorporation expenses,Incorporation expenses
model,"account.account,name",6,Intangible assets,Immateriele Activa
model,"account.account,name",7,Lands and buildings,Grond & Gebouwen
model,"account.account,name",8,"Facilities, machines and tools","Installaties, machines & gereedschap"
model,"account.account,name",9,Office supplies and mobile equipment,Kantoorbenodigheden / Inventaris
model,"account.account,name",10,Financial assets,Financiële Baten
model,"account.account,name",11,Long Term Receivables,Lange Termijn Crediet
model,"account.account,name",13,Inventory and goods in process,Voorraad en goederen in bewerking
model,"account.account,name",14,Raw material procurement,Grondstoffen Aanschaf
model,"account.account,name",15,Other procurements,Andere  Inkopen
model,"account.account,name",16,Goods in process,Goederen in bewerking
model,"account.account,name",17,Finished goods,Gereed product
model,"account.account,name",18,Merchandise,Handelswaar
model,"account.account,name",19,Merchandise Type A,Handelswaar Type A
model,"account.account,name",20,Merchandise Type B,Handelswaar Type B
model,"account.account,name",21,Assets for sales,Verkoop Opbrengsten
model,"account.account,name",12,Current,Huidige
model,"account.account,name",22,Prepayment paid for stocked goods,Prepayment paid for stocked goods
model,"account.account,name",23,Orders in progress,Openstaande Orders
model,"account.account,name",24,Short term receivables and payables,Korte termijn Ontvangsten & Uitgaven
model,"account.account,name",26,Main Receivable,Voornaamste Credieten
model,"account.account,name",25,Account receivable,Account receivable
model,"account.account,name",27,Others Receivables,Overige Vorderingen
model,"account.account,name",28,Refundable VAT,Terug te vorderen BTW
model,"account.account,name",29,Payable,Te Betalen
model,"account.account,name",31,Credit Cards,Credit Cards
model,"account.account,name",30,Main Payable,Voornaamste Aflossingen
model,"account.account,name",32,Tax liabilities,Belastingverplichtingen
model,"account.account,name",33,Payable VAT,Te betalen BTW
model,"account.account,name",34,Cash Accounts,Cash Accounts
model,"account.account,name",35,Bank Account,Bankrekening
model,"account.account,name",36,Paypal Account,Paypal Rekening
model,"account.account,name",37,Petty Cash,Contant Kleingeld
model,"account.account,name",44,Expense,Uitgave
model,"account.account,name",45,Merchandise,Handelswaar
model,"account.account,name",46,Products Purchase,Products Purchase
model,"account.account,name",47,Accessories Purchase,Accessories Purchase
model,"account.account,name",48,Subcontractor Purchase,Subcontractor Purchase
model,"account.account,name",49,Merchandise Purchase,Handelswaar Inkoop
model,"account.account,name",50,Discounts,Kortingen
model,"account.account,name",71,Stock Expense,Voorraadkosten
model,"account.account,name",72,Merchandise Type A,Handelswaar Type A
model,"account.account,name",73,Merchandise Type B,Handelswaar Type B
model,"account.account,name",51,Services Purchase,Service Inkopen
model,"account.account,name",52,Rent and lease,Huur en Lease
model,"account.account,name",53,Repairs,Reparaties
model,"account.account,name",54,Water Gas Electricity,Water Gas Electra
model,"account.account,name",55,Phone Post Fax Internet,Telefoon Post Fax Internet
model,"account.account,name",56,Printed material,Drukwerk
model,"account.account,name",57,Food,Voedsel
model,"account.account,name",58,Miscellaneous charges,Diverse Kosten
model,"account.account,name",59,Insurances,Verzekeringen
model,"account.account,name",60,Fuel and transportation,Brandstof & Transport
model,"account.account,name",61,Travels,Reis- en Verblijfkosten
model,"account.account,name",62,Publicity,Publiciteit
model,"account.account,name",63,"Salaries, payroll taxes, pensions",Personeelskosten
model,"account.account,name",64,Taxes Charges,Taxes Charges
model,"account.account,name",65,Non-refundable VAT,Niet aftrekbare BTW
model,"account.account,name",66,Miscanellous Taxes,Overige Belastingen
model,"account.account,name",67,Financial Charges,Financiële Lasten
model,"account.account,name",38,Profit and loss accounts,Winst & Verlies Rekeningen
model,"account.account,name",39,Income,Inkomen
model,"account.account,name",40,Merchandise Sales,Handelswaar Verkoop
model,"account.account,name",41,Products Sales,Products Sales
model,"account.account,name",42,Service Sales,Service Verkopen
model,"account.account,name",68,Stock Income,Stock Income
model,"account.account,name",69,Merchandise Type A,Handelswaar Type A
model,"account.account,name",70,Merchandise Type B,Handelswaar Type B
model,"account.account,name",43,Financials Interests,Financiele Rente
field,"account.account,credit",0,Credit,Credit
field,"account.account,gl_group",0,Group in General Ledger,Groep in Algemeen Grootboek
field,"account.account,shortcut",0,Shortcut,Afkorting
field,"account.account,sign",0,Sign,Teken
field,"account.account,currency_id",0,Currency,Valuta
field,"account.account,parent_id",0,Parents,Parents
field,"account.account,note",0,Note,Notitie
field,"account.account,protected",0,Protected,Beschermd
field,"account.account,date_maturity",0,Maturity Date,Vervaldatum
field,"account.account,debit",0,Debit,Debit
field,"account.account,active",0,Active,Actief
field,"account.account,child_id",0,Children,Kinderen
field,"account.account,balance",0,Balance,Balans
field,"account.account,type",0,Account Type,Rekeningsoort
field,"account.account,reconcile",0,Reconcile,Reconcile
field,"account.account.type,code",0,Code,Code
field,"account.account.type,name",0,Acc. Type Name,Rekeningsoortnaam
model,"account.account.type,name",1,Receivable,Te Ontvangen
model,"account.account.type,name",2,Payable,Te Betalen
model,"account.account.type,name",3,View,Aanzicht
model,"account.account.type,name",4,Income,Inkomen
model,"account.account.type,name",5,Expense,Uitgave
model,"account.account.type,name",6,Tax,Belasting
model,"account.account.type,name",7,Cash,Contanten
model,"account.account.type,name",8,Asset,Baten
model,"account.account.type,name",9,Equity,Aandelenkapitaal
field,"account.account.type,code_from",0,Code From,Codeformulier
field,"account.account.type,sequence",0,Sequence,Volgorde
field,"account.account.type,close_method",0,Deferral Method,Deferral Method
selection,"account.account.type,close_method",0,None,Geen
selection,"account.account.type,close_method",0,Balance,Balans
selection,"account.account.type,close_method",0,Detail,Detail
selection,"account.account.type,close_method",0,Unreconciled,Unreconciled
field,"account.account.type,partner_account",0,Partner account,Partnerrekening
field,"account.account.type,code_to",0,Code To,Code To
field,"account.bank,account_nr",0,Account Nr,Rekeningnr.
field,"account.bank,code",0,Code,Code
field,"account.bank,name",0,Bank Name,Banknaam
field,"account.bank,journal_id",0,Journal,Journaal
field,"account.bank,note",0,Notes,Notities
field,"account.bank,bank_account_ids",0,Bank Accounts,Bankrekeningen
field,"account.bank,partner_id",0,Partner,Partner
field,"account.bank.account,code",0,Code,Code
field,"account.bank.account,name",0,Bank Name,Banknaam
field,"account.bank.account,bank_id",0,Bank,Bank
field,"account.bank.account,currency_id",0,Currency,Valuta
field,"account.bank.account,iban",0,Partner,Relatie
field,"account.bank.account,account_id",0,Account,Rekening
field,"account.bank.statement,name",0,Name,Naam
field,"account.bank.statement,balance_end",0,Ending Balance (computed),Eindbalans (Berekend)
field,"account.bank.statement,balance_start",0,Starting Balance,Beginbalans
field,"account.bank.statement,state",0,State,Status
selection,"account.bank.statement,state",0,Draft,Concept
selection,"account.bank.statement,state",0,Done,Gereed
field,"account.bank.statement,mode",0,Creation Mode,Creation Mode
selection,"account.bank.statement,mode",0,Manual,Handmatig
selection,"account.bank.statement,mode",0,Automatic,Automatisch
field,"account.bank.statement,date",0,Date,Datum
field,"account.bank.statement,line_ids",0,Move lines,Mutatieregels
field,"account.bank.statement,balance_end_real",0,Ending Balance (real),Eindbalans (Reëel)
field,"account.bank.statement,account_id",0,Bank Account,Bankrekening
field,"account.budget.post,code",0,Number,Nummer
field,"account.budget.post,name",0,Label,Label
field,"account.budget.post,parent_id",0,Parent item,Hoofdartikel
field,"account.budget.post,dotation_ids",0,Expenses,Uitgaven
field,"account.budget.post,account_ids",0,Accounts,Rekeningen
field,"account.budget.post,sens",0,Direction,Richting
selection,"account.budget.post,sens",0,Charge,In Rekening Brengen
selection,"account.budget.post,sens",0,Product,Product
field,"account.budget.post.dotation,post_id",0,Item,Item
field,"account.budget.post.dotation,amount",0,Montant,Bedrag
field,"account.budget.post.dotation,period_id",0,Period,Periode
field,"account.budget.post.dotation,name",0,Name,Naam
field,"account.budget.post.dotation,quantity",0,Quantite,Hoeveelheid
field,"account.currency,digits",0,Displayed Digits,Getoonde decimalen
field,"account.currency,code",0,Code,Code
field,"account.currency,name",0,Currency,Valuta
field,"account.currency,active",0,Active,Actief
field,"account.currency,rate",0,Relative Change rate,Relatieve Wisselkoers
field,"account.currency,date",0,Last rate update,Last rate update
field,"account.currency,accuracy",0,Computational Accuracy,Berekende Nauwkeurigheid
field,"account.fiscalyear,organisation_id",0,Company,Bedrijf
field,"account.fiscalyear,date_stop",0,End date,Einddatum
field,"account.fiscalyear,code",0,Code,Code
field,"account.fiscalyear,name",0,Fiscal Year,Fiscaaljaar
field,"account.fiscalyear,date_start",0,Start date,Startdatum
field,"account.fiscalyear,period_ids",0,Periods,Perioden
field,"account.fiscalyear,state",0,State,Status
selection,"account.fiscalyear,state",0,Draft,Concept
selection,"account.fiscalyear,state",0,Done,Gereed
field,"account.invoice,origin",0,Origin,Oorsprong
field,"account.invoice,comment",0,Additionnal Information,Extra Informatie
field,"account.invoice,date_due",0,Due Date,Vervaldatum
field,"account.invoice,reference",0,Invoice Reference,Factuurreferentie
field,"account.invoice,payment_term",0,Payment Term,Betalingsconditie
field,"account.invoice,partner_contact",0,Partner Contact,Partner Contactpersoon
field,"account.invoice,number",0,Invoice Number,Factuurnummer
field,"account.invoice,address_invoice_id",0,Invoice Address,Factuuradres
field,"account.invoice,partner_id",0,Partner,Partner
field,"account.invoice,amount_untaxed",0,Untaxed Amount,Netto Bedrag
field,"account.invoice,tax_line",0,Tax Lines,Belastingregels
field,"account.invoice,journal_id",0,Journal,Journaal
field,"account.invoice,amount_tax",0,Tax Amount,BTW Bedrag
field,"account.invoice,state",0,State,Status
selection,"account.invoice,state",0,Draft,Concept
selection,"account.invoice,state",0,Pro-forma,Proforma
selection,"account.invoice,state",0,Open,Open
selection,"account.invoice,state",0,Paid,Betaald
selection,"account.invoice,state",0,Canceled,Verwijderd
field,"account.invoice,project_id",0,Profit/Cost Ctr,Kostenplaatsen
field,"account.invoice,type",0,Type,Type
selection,"account.invoice,type",0,Customer Invoice,Klantfactuur
selection,"account.invoice,type",0,Supplier Invoice,Leverancier Factuur
selection,"account.invoice,type",0,Customer Refund,Klant Terugbetaling
selection,"account.invoice,type",0,Supplier Refund,Credit Leverancier
field,"account.invoice,invoice_line",0,Invoice Lines,Factuurregels
field,"account.invoice,account_id",0,Dest Account,Dest Rekening
field,"account.invoice,date_invoice",0,Date Invoiced,Date Invoiced
field,"account.invoice,partner_ref",0,Partner Reference,Partner Referentie
field,"account.invoice,move_id",0,Invoice Movement,Invoice Movement
field,"account.invoice,amount_total",0,Total Amount,Totaal Bedrag
field,"account.invoice,name",0,Invoice Description,Factuur Omschrijving
field,"account.invoice,address_contact_id",0,Contact Address,Adres
field,"account.invoice.line,uos_id",0,Unit of Sale,Verkoopeenheid
field,"account.invoice.line,name",0,Description,Omschrijving
field,"account.invoice.line,invoice_id",0,Invoice Ref,Factuur Ref
field,"account.invoice.line,price_unit",0,Unit Price,Unit Price
field,"account.invoice.line,price_subtotal",0,Subtotal,Subtotaal
field,"account.invoice.line,invoice_line_tax_id",0,Taxes,Belastingen
field,"account.invoice.line,quantity",0,Quantity,Hoeveelheid
field,"account.invoice.line,account_id",0,Source Account,Source Account
field,"account.invoice.tax,invoice_id",0,Invoice Line,Factuurregel
field,"account.invoice.tax,amount",0,Amount,Bedrag
field,"account.invoice.tax,manual",0,Manual,Handmatig
field,"account.invoice.tax,name",0,Tax Description,Belasting Omschrijving
field,"account.invoice.tax,account_id",0,Taxe Account,Belastingrekening
