id,code_prefix_start,code_prefix_end,name,chart_template_id/id
ee_group_1,1,,Assets,l10n_ee.l10nee_chart_template
ee_group_10,10,,Current Assets,l10n_ee.l10nee_chart_template
ee_group_100,100,,Cash,l10n_ee.l10nee_chart_template
ee_group_101,101,,Financial Investments,l10n_ee.l10nee_chart_template
ee_group_102,102,,Receivables and Prepayments,l10n_ee.l10nee_chart_template
ee_group_1020,1020,,Trade Receivables,l10n_ee.l10nee_chart_template
ee_group_1021,1021,,Receivables from Related Parties,l10n_ee.l10nee_chart_template
ee_group_1022,1022,,Prepaid and Deferred Taxes,l10n_ee.l10nee_chart_template
ee_group_1023,1023,,Loan Receivables,l10n_ee.l10nee_chart_template
ee_group_1024,1024,,Other Receivables,l10n_ee.l10nee_chart_template
ee_group_1025,1025,,Prepayments,l10n_ee.l10nee_chart_template
ee_group_103,103,,Inventory,l10n_ee.l10nee_chart_template
ee_group_1030,1030,,Raw and Other Materials,l10n_ee.l10nee_chart_template
ee_group_1031,1031,,Work in Progress,l10n_ee.l10nee_chart_template
ee_group_1032,1032,,Finished Goods,l10n_ee.l10nee_chart_template
ee_group_1033,1033,,Goods for Resale,l10n_ee.l10nee_chart_template
ee_group_1034,1034,,Prepayments to Suppliers,l10n_ee.l10nee_chart_template
ee_group_104,104,,Biological Assets,l10n_ee.l10nee_chart_template
ee_group_11,11,,Non-Current Assets,l10n_ee.l10nee_chart_template
ee_group_110,110,,Investments in Subsidiaries and Affiliates,l10n_ee.l10nee_chart_template
ee_group_1100,1100,,Shares and Participations in Subsidiaries,l10n_ee.l10nee_chart_template
ee_group_1101,1101,,Shares and Participations in Affiliates,l10n_ee.l10nee_chart_template
ee_group_111,111,,Financial Investments,l10n_ee.l10nee_chart_template
ee_group_112,112,,Receivables and Prepayments,l10n_ee.l10nee_chart_template
ee_group_1120,1120,,Long-Term Trade Receivables,l10n_ee.l10nee_chart_template
ee_group_1121,1121,,Long-Term Receivables from Related Parties,l10n_ee.l10nee_chart_template
ee_group_1122,1122,,Long-Term Prepaid and Deferred Taxes,l10n_ee.l10nee_chart_template
ee_group_1123,1123,,Long-Term Loan Receivables,l10n_ee.l10nee_chart_template
ee_group_1124,1124,,Other Long-Term Receivables,l10n_ee.l10nee_chart_template
ee_group_1125,1125,,Long-Term Prepayments,l10n_ee.l10nee_chart_template
ee_group_113,113,,Real Estate Investments,l10n_ee.l10nee_chart_template
ee_group_114,114,,Tangible Non-Current Assets,l10n_ee.l10nee_chart_template
ee_group_115,115,,Biological Assets,l10n_ee.l10nee_chart_template
ee_group_116,116,,Intangible Non-Current Assets,l10n_ee.l10nee_chart_template
ee_group_2,2,,Liabilities,l10n_ee.l10nee_chart_template
ee_group_20,20,,Current Liabilities,l10n_ee.l10nee_chart_template
ee_group_200,200,,Loan Liabilities,l10n_ee.l10nee_chart_template
ee_group_201,201,,Payables and Prepayments,l10n_ee.l10nee_chart_template
ee_group_2010,2010,,Accounts Payable,l10n_ee.l10nee_chart_template
ee_group_2011,2011,,Employee Payables,l10n_ee.l10nee_chart_template
ee_group_2012,2012,,Taxes Payable,l10n_ee.l10nee_chart_template
ee_group_2013,2013,,Other Payables,l10n_ee.l10nee_chart_template
