"id","name","code","account_type","chart_template_id/id","reconcile"
"l10n_mz_account_211","Purchased Goods","211","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2121","Purchased Raw materials","2121","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2122","Purchased Ancillary materials","2122","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_21231","Purchased Fuel and lubricants","21231","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_21232","Purchased Packaging","21232","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_21233","Purchased Spare parts","21233","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_21239","Other Purchased materials","21239","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_217","Returned purchases","217","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_218","Discounts and rebates on purchases","218","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_222","Goods in transit","222","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_223","Goods held by third parties","223","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_231","Finished and intermediate goods","231","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_232","Finished goods held by third parties","232","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_241","By-products","241","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_242","Waste and scrap","242","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_25","Work in progress","25","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_261","Raw materials","261","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_262","Ancillary materials","262","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2631","Fuel and lubricants","2631","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2632","Packaging","2632","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2633","Spare parts","2633","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2639","Other materials","2639","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_264","Raw materials and other supplies in transit","264","asset_current","l10n_mz.l10n_mz_chart_template","False"
"l10n_mz_account_2711","Livestock for production","2711","asset_non_current","l10n_mz.l10n_mz_chart_template","False"
