id,code,name,user_type_id/id,chart_template_id:id,reconcile
111001_account_Muhlhel,111001,Agricultural Lands,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
111002_account_Muhlhel,111002,Buildings,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
112001_account_Muhlhel,112001,Cars,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
112002_account_Muhlhel,112002,Trucks,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
113001_account_Muhlhel,113001,Furnitures,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
113002_account_Muhlhel,113002,Special Equipments,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
113003_account_Muhlhel,113003,Electrical and Electronic Devices,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
113004_account_Muhlhel,113004,Hardware and Software,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
114001_account_Muhlhel,114001,Accum Buildings,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
114002_account_Muhlhel,114002,Accum Cars,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
114003_account_Muhlhel,114003,Accum Furniture,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
114004_account_Muhlhel,114004,Accum Machines and equipments,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
114005_account_Muhlhel,114005,Accum Electrical and electronic devices,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
114006_account_Muhlhel,114006,Accum Computer and software,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
115001_account_Muhlhel,115001,Famous brand,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
115002_account_Muhlhel,115002,Patents,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
115003_account_Muhlhel,115003,Trademarks,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
115004_account_Muhlhel,115004,Software and System,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
116001_account_Muhlhel,116001,Organization Expense,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
116002_account_Muhlhel,116002,Advertising and Promotion,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
117001_account_Muhlhel,117001,Deferred Income Tax ,account.data_account_type_fixed_assets,account_arabic_coa_general,FALSE
121102_account_Muhlhel,121102,Foreign Currency Cach,account.data_account_type_liquidity,account_arabic_coa_general,FALSE
121202_account_Muhlhel,121202,Foreign Currency Bank,account.data_account_type_liquidity,account_arabic_coa_general,FALSE
121301_account_Muhlhel,121301,PayPal,account.data_account_type_credit_card,account_arabic_coa_general,FALSE
121302_account_Muhlhel,121302,Visa Card,account.data_account_type_credit_card,account_arabic_coa_general,FALSE
121303_account_Muhlhel,121303,Master Card,account.data_account_type_credit_card,account_arabic_coa_general,FALSE
122001_account_Muhlhel,122001,(INV) RAW Materials,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122002_account_Muhlhel,122002,(INV)  Ready Made Materials,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122003_account_Muhlhel,122003,(INV) Transfer RAW,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122004_account_Muhlhel,122004,(INV) Transfer Products,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
122005_account_Muhlhel,122005,(INV) Transfer Stock Production,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
123001_account_Muhlhel,123001,Receivables Accounts,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123002_account_Muhlhel,123002,Employees Imprest,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123003_account_Muhlhel,123003,Branches Company,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123004_account_Muhlhel,123004,Reimbursable Income taxes,account.data_account_type_current_assets,account_arabic_coa_general,TRUE
123005_account_Muhlhel,123005,Reimbursable outcome taxes,account.data_account_type_current_assets,account_arabic_coa_general,TRUE
123006_account_Muhlhel,123006,Accounts Payable with Debit Balances,account.data_account_type_receivable,account_arabic_coa_general,TRUE
123007_account_Muhlhel,123007,Other Receivables,account.data_account_type_receivable,account_arabic_coa_general,TRUE
124001_account_Muhlhel,124001,Prepaid Rents,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
124002_account_Muhlhel,124002,Prepaid Wages,account.data_account_type_current_assets,account_arabic_coa_general,FALSE
125001_account_Muhlhel,125001,Profit on others,account.data_account_type_receivable,account_arabic_coa_general,TRUE
211001_account_Muhlhel,211001,Owners share 1,account.data_account_type_equity,account_arabic_coa_general,FALSE
211002_account_Muhlhel,211002,Owners share 2,account.data_account_type_equity,account_arabic_coa_general,FALSE
221001_account_Muhlhel,221001,Owners Profits 1,account.data_account_type_equity,account_arabic_coa_general,FALSE
221002_account_Muhlhel,221002,Owners Profits 2,account.data_account_type_equity,account_arabic_coa_general,FALSE
222001_account_Muhlhel,222001,Profits and Losses Current year,account.data_unaffected_earnings,account_arabic_coa_general,FALSE
222002_account_Muhlhel,222002,Profits and Losses Previous years,account.data_account_type_equity,account_arabic_coa_general,FALSE
231001_account_Muhlhel,231001,Payables Accounts,account.data_account_type_payable,account_arabic_coa_general,TRUE
231002_account_Muhlhel,231002,Other payables,account.data_account_type_payable,account_arabic_coa_general,TRUE
232001_account_Muhlhel,232001,Salary and Allowance,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232002_account_Muhlhel,232002,Payroll Taxes,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232003_account_Muhlhel,232003,Stock Staff,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232004_account_Muhlhel,232004,Sales taxes Due,account.data_account_type_current_liabilities,account_arabic_coa_general,TRUE
232005_account_Muhlhel,232005,Purchase taxes Due,account.data_account_type_current_liabilities,account_arabic_coa_general,TRUE
232006_account_Muhlhel,232006,Bills Due,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
232007_account_Muhlhel,232007,Rents Due,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
233001_account_Muhlhel,233001,Customer Deposits,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
233002_account_Muhlhel,233002,Customer Insurance,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
233003_account_Muhlhel,233003,Advance Rental Income ,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
234001_account_Muhlhel,234001,Falling Inventory Prices,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
234002_account_Muhlhel,234002,Provision Doubtful Debts,account.data_account_type_current_liabilities,account_arabic_coa_general,FALSE
311001_account_Muhlhel,311001,Salaries Expenses ,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311002_account_Muhlhel,311002,Expense Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311003_account_Muhlhel,311003,Additional Work Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311004_account_Muhlhel,311004,EXPENSES OF PROCESSES,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311005_account_Muhlhel,311005,Compensation Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
311006_account_Muhlhel,311006,Help And Aid,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312001_account_Muhlhel,312001,Housing expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312002_account_Muhlhel,312002,Food Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312003_account_Muhlhel,312003,Medication Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312004_account_Muhlhel,312004,Continuing Education Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
312005_account_Muhlhel,312005,Social Insurance ,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321001_account_Muhlhel,321001,Fuel And Oil store,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321002_account_Muhlhel,321002,Various tool parts,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321003_account_Muhlhel,321003,Handling Charges,account.data_account_type_expenses,account_arabic_coa_general,FALSE
321004_account_Muhlhel,321004,Office Supplies,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322001_account_Muhlhel,322001,Maintenance services expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322002_account_Muhlhel,322002,Operating Expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322003_account_Muhlhel,322003,Publicity and Advertising,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322004_account_Muhlhel,322004,Transportation Charges,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322005_account_Muhlhel,322005,Leasing (plant and equip),account.data_account_type_expenses,account_arabic_coa_general,FALSE
322006_account_Muhlhel,322006,Electricity and Water,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322007_account_Muhlhel,322007,Telephone expenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322008_account_Muhlhel,322008,Internet and network,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322009_account_Muhlhel,322009,Permits and licenses,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322010_account_Muhlhel,322010,Bank Service Charge,account.data_account_type_expenses,account_arabic_coa_general,FALSE
322011_account_Muhlhel,322011,Sales Commision,account.data_account_type_expenses,account_arabic_coa_general,FALSE
