"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"c11101","Authorised Share Capital","11101","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11102","Issued, Subscribed And Paid Up Capital","11102","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11110","Capital Reserve","11110","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11111","Capital Redemption Reserve","11111","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11112","Securities Premium Reserve","11112","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11113","Debenture Redeemption Reserve","11113","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11114","Revaluation Reserve","11114","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11115","Shares Option Outstanding Account","11115","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11116","Other Reserve","11116","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11117","Surplus (Profit and Loss Account)","11117","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c1112","Money Received Against Share Warrants","1112","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c1121","Share Application Money Pending Allotment","1121","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c113011","Bank Loan (Long Term)","113011","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c113021","From Others","113021","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c1131","Deferred Tax Liabilities (Net)","1131","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c1132","Other Long Term Liabilities","1132","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c1133","Long Term Provisions","1133","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c114011","Bank Loan (Short Term)","114011","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11402","Loans And Advances From Related Parties","11402","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11403","Depsoits","11403","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
"c11404","Others","11404","account.data_account_type_current_liabilities","l10n_in_schedule6.indian_chart_template_schedule6","False"
