id,code,name,reconcile,user_type_id/id,chart_template_id/id
do_gob_110101002,110101002,Efectivo,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102001,110102001,Banco,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102002,110102002,Fondo Interno 100,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102003,110102003,Fondo Reponible Institucional,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102004,110102004,Fonde Cta Operativa Parap II,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102005,110102005,Fondo Cta Operativo Pascal,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102006,110102006,Fondo PARAP II,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110102007,110102007,Fondo PASCAL,FALSE,account.data_account_type_liquidity,do_chart_template_gubernamental
do_gob_110399999,110399999,Prevision Para Rentas Por Recaudar ,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_110402001,110402001,Cuentas Por Cobrar Al Sector Publico No Financiero ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001001,110402001001,Cuentas Por Cobrar Poderes Y Organismos Especiales ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001002,110402001002,Cuentas Por Cobrar A Los Municipios ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001003,110402001003,Cuentas Por Cobrar A Instituciones Del Gobierno Central ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001004,110402001004,Cuentas Por Cobrar Instituciones Desc. Y Autonomas ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001005,110402001005,Cuentas Por Cobrar A Empresas Publicas ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001006,110402001006,Cuentas Por Cobrar A Instituciones De La Seguridad Social ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402001998,110402001998,Otras Cuentas A Corto Plazo Sector Publico No Financiero ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402002,110402002,Cuentas Por Cobrar Al Sector Publico Financiero ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402003,110402003,Cuentas Por Cobrar Al Sector Privado ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402004,110402004,Cuentas Por Cobrar Al Sector Eterno ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110402998,110402998,Otras Cuentas Por Cobrar ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110403001,110403001,Documentos Por Cobrar Al Sector Publico No Financiero A Corto Plazo ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110403002,110403002,Documentos Por Cobrar Al Sector Publico Financiero A Corto Plazo ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110403003,110403003,Documentos Por Cobrar Al Sector Privado A Corto Plazo ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110403004,110403004,Documentos Por Cobrar Al Sector Eterno A Corto Plazo ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110403998,110403998,Otros Documentos A Corto Plazo ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110404001,110404001,Prestamos Directos Al Sector Publico No Financiero ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110404002,110404002,Prestamos Directos Al Sector Publico Financiero ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110404003,110404003,Prestamos Directos Al Sector Privado ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110404004,110404004,Prestamos Directos Al Sector Eterno ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110404998,110404998,Otros Prestamos Directos ,TRUE,account.data_account_type_receivable,do_chart_template_gubernamental
do_gob_110499999,110499999,Prevision Para Cuentas Incobrables,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_110699999,110699999,Prevision Para Perdidas De Inventario,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120202001,120202001,Cuentas A Cobrar A Sector Publico No Financiero A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120202002,120202002,Cuentas Por Cobrar A Sector Publico Financiero A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120202003,120202003,Cuentas Por Cobrar A Largo Plazo Sector Privado,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120202004,120202004,Cuentas Por Cobrar A Largo Plazo Sector Externo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120202998,120202998,Otras Cuentas Por Cobrar A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120203001,120203001,Documentos Por Cobrar A Largo Plazo Sector Publico No Financiero,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120203002,120203002,Documentos Por Cobrar A Largo Plazo Sector Publico Financiero,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120203003,120203003,Documentos Por Cobrar A Largo Plazo Sector Privado,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120203004,120203004,Documentos Por Cobrar A Largo Plazo Sector Externo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120203998,120203998,Otros Documentos Por Cobrar A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120204001,120204001,Prestamos Al Sector Privado A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120204002,120204002,Prestamos Al Sector Publico A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120299999,120299999,Prevision Para Incobrables A Largo Plazo,FALSE,account.data_account_type_current_assets,do_chart_template_gubernamental
do_gob_120301001,120301001,Acciones Y Participaciones De Capital,FALSE,account.data_account_type_non_current_assets,do_chart_template_gubernamental
do_gob_120301001001,120301001001,En Empresas Publicas No Financieras,FALSE,account.data_account_type_non_current_assets,do_chart_template_gubernamental
do_gob_120301001002,120301001002,En Empreas Publicas Financieras,FALSE,account.data_account_type_non_current_assets,do_chart_template_gubernamental
