id,code_prefix_start,code_prefix_end,name,chart_template_id/id
gov_central_group_1,1,,ACTIVOS,gov_central_chart_template
gov_central_group_11,11,,ACTIVOS CORRIENTES,gov_central_chart_template
gov_central_group_1101,1101,,DISPONIBILIDADES,gov_central_chart_template
gov_central_group_110101,110101,,CAJA,gov_central_chart_template
gov_central_group_110102,110102,,BANCOS,gov_central_chart_template
gov_central_group_1101020001,1101020001,,BANCO DE RESERVAS DE LA REPUBLICA DOMINICANA (BANRESERVAS),gov_central_chart_template
gov_central_group_11010200010002,11010200010002,,BANRESERVAS-REPUBLICA DOMINICANA  EN  MONEDA EXTRANJERA,gov_central_chart_template
gov_central_group_11010200010003,11010200010003,,BANRESERVAS-CUENTA DESEMBOLSO RD$,gov_central_chart_template
gov_central_group_11010200010004,11010200010004,,BANRESERVAS-CUENTAS COLECTORAS EN RD$,gov_central_chart_template
gov_central_group_11010200010005,11010200010005,,BANRESERVAS-CUENTAS COLECTORAS EN MONEDA EXTRANJERA,gov_central_chart_template
gov_central_group_11010200010006,11010200010006,,BANRESERVAS CUENTAS INVERSIONES,gov_central_chart_template
gov_central_group_1101020002,1101020002,,BANCO CENTRAL DE LA REPUBLICA DOMINICANA (BCRD),gov_central_chart_template
gov_central_group_1101020003,1101020003,,BANCOS PRIVADOS LOCALES,gov_central_chart_template
gov_central_group_1101020004,1101020004,,BANCOS INTERNACIONALES EN DOLARES,gov_central_chart_template
gov_central_group_1101020005,1101020005,,CUENTA DE TRANSFERENCIAS,gov_central_chart_template
gov_central_group_1101020006,1101020006,,CUENTA REPUBLICA DOMINICANA EN DERECHOS ESPECIALES DE GIRO,gov_central_chart_template
gov_central_group_1101020007,1101020007,,TESORERIA NACIONAL - CUENTA ÚNICA DEL TESORO EN RD$,gov_central_chart_template
gov_central_group_11010200070001,11010200070001,,EFECTIVO EN LA CUENTA ÚNICA DEL TESORO EN RD$,gov_central_chart_template
gov_central_group_1101020008,1101020008,,TESORERÍA NACIONAL - CUENTA ÚNICA DEL TESORO EN US$,gov_central_chart_template
gov_central_group_11010200080001,11010200080001,,EFECTIVO EN LA CUENTA ÚNICA DEL TESORO EN US$,gov_central_chart_template
gov_central_group_1101020009,1101020009,,TESORERÍA NACIONAL - CUENTA ÚNICA DEL TESORO EN EURO EUR$,gov_central_chart_template
gov_central_group_11010200090001,11010200090001,,EFECTIVO EN LA CUENTA ÚNICA DEL TESORO EN EURO EUR$,gov_central_chart_template
gov_central_group_110103,110103,,DISPONIBILIDADES EN PODER DE LAS DAFS,gov_central_chart_template
gov_central_group_1101030001,1101030001,,BANCO DE RESERVAS DE LA REPUBLICA DOMINICANA,gov_central_chart_template
gov_central_group_11010300010020,11010300010020,,BANCO DE RESERVAS - CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS,gov_central_chart_template
gov_central_group_1101030002,1101030002,,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,gov_central_chart_template
gov_central_group_11010300020020,11010300020020,,BANCO CENTRAL CUENTAS DE PROYECTOS CON RECURSOS EXTERNOS,gov_central_chart_template
gov_central_group_110104,110104,,BANCOS-FONDOS DE TERCEROS,gov_central_chart_template
gov_central_group_1101040001,1101040001,,BANCO DE RESERVAS DE LA REPUBLICA DOMINICANA (EN RD$),gov_central_chart_template
gov_central_group_1101040002,1101040002,,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,gov_central_chart_template
gov_central_group_1101040003,1101040003,,DEBITOS PENDIENTES DE CLASIFICACION,gov_central_chart_template
gov_central_group_11010400030001,11010400030001,,DEBITO POR TRANSFERENCIA PENDIENTE DE CLASIFICACION,gov_central_chart_template
gov_central_group_11010400030002,11010400030002,,DEBITOS FINANCIEROS PENDIENTES DE CLASIFICACION,gov_central_chart_template
gov_central_group_110105,110105,,TRANSFERENCIAS PARA PAGOS,gov_central_chart_template
gov_central_group_110106,110106,,EQUIVALENTES DE EFECTIVO,gov_central_chart_template
gov_central_group_1101060001,1101060001,,DEPÓSITOS A PLAZO FIJO,gov_central_chart_template
gov_central_group_1102,1102,,INVERSIONES FINANCIERAS A CORTO PLAZO,gov_central_chart_template
gov_central_group_110201,110201,,DEPÓSITOS A PLAZO FIJO,gov_central_chart_template
gov_central_group_1102010003,1102010003,,INVERSIONES FINANCIERAS A CORTO PLAZO,gov_central_chart_template
gov_central_group_110202,110202,,TITULOS Y VALORES,gov_central_chart_template
gov_central_group_110203,110203,,INVERSIONES TEMPORARIAS A DOCUMENTAR,gov_central_chart_template
gov_central_group_1103,1103,,RENTAS POR RECAUDAR,gov_central_chart_template
gov_central_group_110301,110301,,RENTAS POR RECAUDAR DE ORIGEN TRIBUTARIO,gov_central_chart_template
