"id","code","name","account_type","reconcile"
"mt_1000","1000","Intangible assets","asset_fixed","False"
"mt_1001","1001","Accumulated amortisation of intangible assets","asset_fixed","False"
"mt_1002","1002","Goodwill","asset_fixed","False"
"mt_1003","1003","Accumulated amortisation of goodwill","asset_fixed","False"
"mt_1004","1004","Formation expenses","asset_fixed","False"
"mt_1005","1005","Accumulated amortisation of formation expenses","asset_fixed","False"
"mt_1006","1006","Royalties, trademarks, patents, rights, etc.","asset_fixed","False"
"mt_1007","1007","Accumulated amortisation of royalties, trademarks, patents","asset_fixed","False"
"mt_1008","1008","Research and development (capitalised)","asset_fixed","False"
"mt_1009","1009","Accumulated amortisation of research and development","asset_fixed","False"
"mt_1200","1200","Land and Buildings","asset_fixed","False"
"mt_1201","1201","Accumulated depreciation of land and buildings","asset_fixed","False"
"mt_1202","1202","Land improvements","asset_fixed","False"
"mt_1203","1203","Accumulated depreciation of land improvements","asset_fixed","False"
"mt_1204","1204","Industrial Buildings and structures","asset_fixed","False"
"mt_1205","1205","Accumulated depreciation of industrial buildings and structures","asset_fixed","False"
"mt_1206","1206","Non-industrial buildings","asset_fixed","False"
"mt_1207","1207","Accumulated depreciation of non-industrial buildings","asset_fixed","False"
"mt_1208","1208","Parking areas","asset_fixed","False"
"mt_1209","1209","Accumulated depreciation of parking areas","asset_fixed","False"
"mt_1210","1210","Buildings under construction","asset_fixed","False"
"mt_1300","1300","Wasting assets","asset_fixed","False"
"mt_1301","1301","Accumulated depreciation of wasting assets","asset_fixed","False"
"mt_1302","1302","Petroleum and natural gas properties","asset_fixed","False"
"mt_1303","1303","Accumulated depreciation of petroleum and natural gas properties","asset_fixed","False"
"mt_1304","1304","Deferred exploration and development charges","asset_fixed","False"
"mt_1305","1305","Accumulated depreciation of deferred exploration and devevelopment charges","asset_fixed","False"
"mt_1306","1306","Quarries","asset_fixed","False"
"mt_1307","1307","Accumulated depreciation of quarries","asset_fixed","False"
"mt_1350","1350","Plant and machinery","asset_fixed","False"
"mt_1351","1351","Accumulated depreciation of plant and machinery","asset_fixed","False"
"mt_1352","1352","Motor vehicles","asset_fixed","False"
"mt_1353","1353","Accumulated depreciation of motor vehicles","asset_fixed","False"
"mt_1354","1354","Construction and excavating equipment","asset_fixed","False"
"mt_1355","1355","Accumulated depreciation of construction and excavating equipment","asset_fixed","False"
"mt_1356","1356","Production machinery and equipment","asset_fixed","False"
"mt_1357","1357","Accumulated depreciation of production machinery and equipment","asset_fixed","False"
"mt_1358","1358","Tools and dies","asset_fixed","False"
"mt_1359","1359","Accumulated depreciation of tools and dies","asset_fixed","False"
"mt_1360","1360","Catering Equipment","asset_fixed","False"
"mt_1361","1361","Accumulated depreciation of catering equipment","asset_fixed","False"
"mt_1362","1362","Cable Infrastructure","asset_fixed","False"
"mt_1363","1363","Accumulated depreciation of Cable Infrastructure","asset_fixed","False"
"mt_1364","1364","Pipeline Infrastructure","asset_fixed","False"
"mt_1365","1365","Accumulated depreciation of Pipeline Infrastructure","asset_fixed","False"
"mt_1366","1366","Communication and Broadcasting Equipment","asset_fixed","False"
"mt_1367","1367","Accumulated depreciation of Communication and Broadcasting Equipment","asset_fixed","False"
"mt_1368","1368","Medical Equipment","asset_fixed","False"
"mt_1369","1369","Accumulated depreciation of Medical Equipment","asset_fixed","False"
"mt_1370","1370","Lifts and Escalators","asset_fixed","False"
"mt_1371","1371","Accumulated depreciation of Lifts and Escalators","asset_fixed","False"
"mt_1372","1372","Air-conditioners","asset_fixed","False"
"mt_1373","1373","Accumulated depreciation of Air-conditioners","asset_fixed","False"
"mt_1374","1374","Equipment mainly designed or used for the production of water or electricity","asset_fixed","False"
"mt_1375","1375","Accumulated depreciation of equipment for the production of water or electricity","asset_fixed","False"
"mt_1376","1376","Electrical & Plumbing Installations and Sanitary Fittings","asset_fixed","False"
"mt_1377","1377","Accumulated depreciation of Electrical and Plumbing Installations and sanitary fittings","asset_fixed","False"
"mt_1378","1378","Exploration equipment","asset_fixed","False"
"mt_1379","1379","Accumulated depreciation of exploration equipment","asset_fixed","False"
"mt_1380","1380","Ships and vessels","asset_fixed","False"
"mt_1381","1381","Accumulated depreciation of ships and vessels","asset_fixed","False"
"mt_1382","1382","Shipping equipment","asset_fixed","False"
"mt_1383","1383","Accumulated depreciation of shipping equipment","asset_fixed","False"
"mt_1384","1384","Aircraft","asset_fixed","False"
"mt_1385","1385","Accumulated depreciation of aircraft","asset_fixed","False"
"mt_1386","1386","Machinery and equipment under construction","asset_fixed","False"
"mt_1387","1387","Commercial vehicles","asset_fixed","False"
"mt_1388","1388","Accumulated depreciation of commercial vehicles","asset_fixed","False"
"mt_1389","1389","Computers and Electronic Equipment","asset_fixed","False"
"mt_1390","1390","Accumulated depreciation of computers and electronic equipment","asset_fixed","False"
"mt_1391","1391","Computer software","asset_fixed","False"
"mt_1392","1392","Accumulated depreciation of computer software","asset_fixed","False"
"mt_1393","1393","Furniture, Fixtures, Fittings and Soft Furnishings","asset_fixed","False"
"mt_1394","1394","Accumulated depreciation of furniture, fixtures, fittings and soft furnishings","asset_fixed","False"
"mt_1395","1395","Other plant","asset_fixed","False"
"mt_1396","1396","Accumulated depreciation of other plant","asset_fixed","False"
"mt_1397","1397","Other machinery","asset_fixed","False"
"mt_1398","1398","Accumulated depreciation of other machinery","asset_fixed","False"
"mt_1600","1600","Other tangible assets","asset_fixed","False"
"mt_1601","1601","Accumulated depreciation of other tangible assets","asset_fixed","False"
"mt_1602","1602","Capital leases - buildings","asset_fixed","False"
"mt_1603","1603","Accumulated depreciation of capital leases - buildings","asset_fixed","False"
