year,date,holiday
2034,2034-05-18,Ascension Day
2034,2034-05-29,Whit Monday
2034,2034-06-23,National Day
2034,2034-08-15,Assumption of Mary
2034,2034-11-01,All Saints' Day
2034,2034-12-25,Christmas Day
2034,2034-12-26,St Stephen's Day
2035,2035-01-01,New Year's Day
2035,2035-03-26,Easter Monday
2035,2035-05-01,Labor Day
2035,2035-05-03,Ascension Day
2035,2035-05-09,Europe Day
2035,2035-05-14,Whit Monday
2035,2035-06-23,National Day
2035,2035-08-15,Assumption of Mary
2035,2035-11-01,All Saints' Day
2035,2035-12-25,Christmas Day
2035,2035-12-26,St Stephen's Day
2036,2036-01-01,New Year's Day
2036,2036-04-14,Easter Monday
2036,2036-05-01,Labor Day
2036,2036-05-09,Europe Day
2036,2036-05-22,Ascension Day
2036,2036-06-02,Whit Monday
2036,2036-06-23,National Day
2036,2036-08-15,Assumption of Mary
2036,2036-11-01,All Saints' Day
2036,2036-12-25,Christmas Day
2036,2036-12-26,St Stephen's Day
2037,2037-01-01,New Year's Day
2037,2037-04-06,Easter Monday
2037,2037-05-01,Labor Day
2037,2037-05-09,Europe Day
2037,2037-05-14,Ascension Day
2037,2037-05-25,Whit Monday
2037,2037-06-23,National Day
2037,2037-08-15,Assumption of Mary
2037,2037-11-01,All Saints' Day
2037,2037-12-25,Christmas Day
2037,2037-12-26,St Stephen's Day
2038,2038-01-01,New Year's Day
2038,2038-04-26,Easter Monday
2038,2038-05-01,Labor Day
2038,2038-05-09,Europe Day
2038,2038-06-03,Ascension Day
2038,2038-06-14,Whit Monday
2038,2038-06-23,National Day
2038,2038-08-15,Assumption of Mary
2038,2038-11-01,All Saints' Day
2038,2038-12-25,Christmas Day
2038,2038-12-26,St Stephen's Day
2039,2039-01-01,New Year's Day
2039,2039-04-11,Easter Monday
2039,2039-05-01,Labor Day
2039,2039-05-09,Europe Day
2039,2039-05-19,Ascension Day
2039,2039-05-30,Whit Monday
2039,2039-06-23,National Day
2039,2039-08-15,Assumption of Mary
2039,2039-11-01,All Saints' Day
2039,2039-12-25,Christmas Day
2039,2039-12-26,St Stephen's Day
2040,2040-01-01,New Year's Day
2040,2040-04-02,Easter Monday
2040,2040-05-01,Labor Day
2040,2040-05-09,Europe Day
2040,2040-05-10,Ascension Day
2040,2040-05-21,Whit Monday
2040,2040-06-23,National Day
2040,2040-08-15,Assumption of Mary
2040,2040-11-01,All Saints' Day
2040,2040-12-25,Christmas Day
2040,2040-12-26,St Stephen's Day
2041,2041-01-01,New Year's Day
2041,2041-04-06,Easter Monday
2041,2041-05-01,Labor Day
2041,2041-05-09,Europe Day
2041,2041-05-14,Ascension Day
2041,2041-05-25,Whit Monday
2041,2041-06-23,National Day
2041,2041-08-15,Assumption of Mary
2041,2041-11-01,All Saints' Day
2041,2041-12-25,Christmas Day
2041,2041-12-26,St Stephen's Day
2042,2042-01-01,New Year's Day
2042,2042-04-06,Easter Monday
2042,2042-05-01,Labor Day
2042,2042-05-09,Europe Day
2042,2042-05-14,Ascension Day
2042,2042-05-25,Whit Monday
2042,2042-06-23,National Day
2042,2042-08-15,Assumption of Mary
2042,2042-11-01,All Saints' Day
2042,2042-12-25,Christmas Day
2042,2042-12-26,St Stephen's Day
2043,2043-01-01,New Year's Day
2043,2043-04-06,Easter Monday
2043,2043-05-01,Labor Day
2043,2043-05-09,Europe Day
2043,2043-05-14,Ascension Day
2043,2043-05-25,Whit Monday
2043,2043-06-23,National Day
2043,2043-08-15,Assumption of Mary
2043,2043-11-01,All Saints' Day
2043,2043-12-25,Christmas Day
2043,2043-12-26,St Stephen's Day
2044,2044-01-01,New Year's Day
2044,2044-04-06,Easter Monday
2044,2044-05-01,Labor Day
2044,2044-05-09,Europe Day
2044,2044-05-14,Ascension Day
2044,2044-05-25,Whit Monday
2044,2044-06-23,National Day
2044,2044-08-15,Assumption of Mary
2044,2044-11-01,All Saints' Day
2044,2044-12-25,Christmas Day
2044,2044-12-26,St Stephen's Day
2045,2045-01-01,New Year's Day
2045,2045-04-06,Easter Monday
2045,2045-05-01,Labor Day
2045,2045-05-09,Europe Day
2045,2045-05-14,Ascension Day
2045,2045-05-25,Whit Monday
2045,2045-06-23,National Day
2045,2045-08-15,Assumption of Mary
2045,2045-11-01,All Saints' Day
2045,2045-12-25,Christmas Day
2045,2045-12-26,St Stephen's Day
2046,2046-01-01,New Year's Day
2046,2046-04-06,Easter Monday
2046,2046-05-01,Labor Day
2046,2046-05-09,Europe Day
2046,2046-05-14,Ascension Day
2046,2046-05-25,Whit Monday
2046,2046-06-23,National Day
2046,2046-08-15,Assumption of Mary
2046,2046-11-01,All Saints' Day
2046,2046-12-25,Christmas Day
2046,2046-12-26,St Stephen's Day
2047,2047-01-01,New Year's Day
2047,2047-04-06,Easter Monday
2047,2047-05-01,Labor Day
2047,2047-05-09,Europe Day
2047,2047-05-14,Ascension Day
2047,2047-05-25,Whit Monday
2047,2047-06-23,National Day
2047,2047-08-15,Assumption of Mary
2047,2047-11-01,All Saints' Day
2047,2047-12-25,Christmas Day
2047,2047-12-26,St Stephen's Day
2048,2048-01-01,New Year's Day
2048,2048-04-06,Easter Monday
2048,2048-05-01,Labor Day
2048,2048-05-09,Europe Day
2048,2048-05-14,Ascension Day
2048,2048-05-25,Whit Monday
2048,2048-06-23,National Day
2048,2048-08-15,Assumption of Mary
2048,2048-11-01,All Saints' Day
2048,2048-12-25,Christmas Day
2048,2048-12-26,St Stephen's Day
2049,2049-01-01,New Year's Day
2049,2049-04-06,Easter Monday
2049,2049-05-01,Labor Day
2049,2049-05-09,Europe Day
2049,2049-05-14,Ascension Day
2049,2049-05-25,Whit Monday
2049,2049-06-23,National Day
2049,2049-08-15,Assumption of Mary
2049,2049-11-01,All Saints' Day
2049,2049-12-25,Christmas Day
2049,2049-12-26,St Stephen's Day
2050,2050-01-01,New Year's Day
2050,2050-04-06,Easter Monday
2050,2050-05-01,Labor Day
2050,2050-05-09,Europe Day
2050,2050-05-14,Ascension Day
2050,2050-05-25,Whit Monday
2050,2050-06-23,National Day
2050,2050-08-15,Assumption of Mary
2050,2050-11-01,All Saints' Day
2050,2050-12-25,Christmas Day
2050,2050-12-26,St Stephen's Day
