"id","country_id:id","name","code"
state_pl_ds,pl,"dolnośląskie","DŚ"
state_pl_kp,pl,"kujawsko-pomorskie","KP"
state_pl_lb,pl,"lubelskie","LB"
state_pl_ls,pl,"lubuskie","LS"
state_pl_ld,pl,"łódzkie","ŁD"
state_pl_mp,pl,"małopolskie","MP"
state_pl_mz,pl,"mazowieckie","MZ"
state_pl_op,pl,"opolskie","OP"
state_pl_pk,pl,"podkarpackie","PK"
state_pl_pl,pl,"podlaskie","PL"
state_pl_pm,pl,"pomorskie","PM"
state_pl_sl,pl,"śląskie","ŚL"
state_pl_sk,pl,"świętokrzyskie","ŚK"
state_pl_wm,pl,"warmińsko-mazurskie","WM"
state_pl_wp,pl,"wielkopolskie","WP"
state_pl_zp,pl,"zachodniopomorskie","ZP"
