"id","code","name"
"cnae_0111301","0111-3/01","Cultivo de arroz"
"cnae_0111302","0111-3/02","Cultivo de milho"
"cnae_0111303","0111-3/03","Cultivo de trigo"
"cnae_0111399","0111-3/99","Cultivo de outros cereais não especificados anteriormente"
"cnae_0112101","0112-1/01","Cultivo de algodão herbáceo"
"cnae_0112102","0112-1/02","Cultivo de juta"
"cnae_0112199","0112-1/99","Cultivo de outras fibras de lavoura temporária não especificadas anteriormente"
"cnae_0113000","0113-0/00","Cultivo de cana-de-açúcar"
"cnae_0114800","0114-8/00","Cultivo de fumo"
"cnae_0115600","0115-6/00","Cultivo de soja"
"cnae_0116401","0116-4/01","Cultivo de amendoim"
"cnae_0116402","0116-4/02","Cultivo de girassol"
"cnae_0116403","0116-4/03","Cultivo de mamona"
"cnae_0116499","0116-4/99","Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente"
"cnae_0119901","0119-9/01","Cultivo de abacaxi"
"cnae_0119902","0119-9/02","Cultivo de alho"
"cnae_0119903","0119-9/03","Cultivo de batata-inglesa"
"cnae_0119904","0119-9/04","Cultivo de cebola"
"cnae_0119905","0119-9/05","Cultivo de feijão"
"cnae_0119906","0119-9/06","Cultivo de mandioca"
"cnae_0119907","0119-9/07","Cultivo de melão"
"cnae_0119908","0119-9/08","Cultivo de melancia"
"cnae_0119909","0119-9/09","Cultivo de tomate rasteiro"
"cnae_0119999","0119-9/99","Cultivo de outras plantas de lavoura temporária não especificadas anteriormente"
"cnae_0121101","0121-1/01","Horticultura, exceto morango"
"cnae_0121102","0121-1/02","Cultivo de morango"
"cnae_0122900","0122-9/00","Cultivo de flores e plantas ornamentais"
"cnae_0131800","0131-8/00","Cultivo de laranja"
"cnae_0132600","0132-6/00","Cultivo de uva"
"cnae_0133401","0133-4/01","Cultivo de açaí"
"cnae_0133402","0133-4/02","Cultivo de banana"
"cnae_0133403","0133-4/03","Cultivo de caju"
"cnae_0133404","0133-4/04","Cultivo de cítricos, exceto laranja"
"cnae_0133405","0133-4/05","Cultivo de coco-da-baía"
"cnae_0133406","0133-4/06","Cultivo de guaraná"
"cnae_0133407","0133-4/07","Cultivo de maçã"
"cnae_0133408","0133-4/08","Cultivo de mamão"
"cnae_0133409","0133-4/09","Cultivo de maracujá"
"cnae_0133410","0133-4/10","Cultivo de manga"
"cnae_0133411","0133-4/11","Cultivo de pêssego"
"cnae_0133499","0133-4/99","Cultivo de frutas de lavoura permanente não especificadas anteriormente"
"cnae_0134200","0134-2/00","Cultivo de café"
"cnae_0135100","0135-1/00","Cultivo de cacau"
"cnae_0139301","0139-3/01","Cultivo de chá-da-índia"
"cnae_0139302","0139-3/02","Cultivo de erva-mate"
"cnae_0139303","0139-3/03","Cultivo de pimenta-do-reino"
"cnae_0139304","0139-3/04","Cultivo de plantas para condimento, exceto pimenta-do-reino"
"cnae_0139305","0139-3/05","Cultivo de dendê"
"cnae_0139306","0139-3/06","Cultivo de seringueira"
"cnae_0139399","0139-3/99","Cultivo de outras plantas de lavoura permanente não especificadas anteriormente"
"cnae_0141501","0141-5/01","Produção de sementes certificadas, exceto de forrageiras para pasto"
"cnae_0141502","0141-5/02","Produção de sementes certificadas de forrageiras para formação de pasto"
"cnae_0142300","0142-3/00","Produção de mudas e outras formas de propagação vegetal, certificadas"
"cnae_0151201","0151-2/01","Criação de bovinos para corte"
"cnae_0151202","0151-2/02","Criação de bovinos para leite"
"cnae_0151203","0151-2/03","Criação de bovinos, exceto para corte e leite"
"cnae_0152101","0152-1/01","Criação de bufalinos"
"cnae_0152102","0152-1/02","Criação de equinos"
"cnae_0152103","0152-1/03","Criação de asininos e muares"
"cnae_0153901","0153-9/01","Criação de caprinos"
"cnae_0153902","0153-9/02","Criação de ovinos, inclusive para produção de lã"
"cnae_0154700","0154-7/00","Criação de suínos"
"cnae_0155501","0155-5/01","Criação de frangos para corte"
