"id","parent_id","active","code","name","account_type","reconcile","name@es"
"account_group_1","","False","1","Assets","asset_non_current","","Activos"
"account_group_11","account_group_1","False","11","Current Assets","asset_prepayments","","Activos Corrientes"
"account_group_1101","account_group_11","False","1101","Cash and Cash Equivalents","asset_cash","","Efectivo y Equivalentes de Efectivo"
"account_group_110103","account_group_1101","False","110103","Temporary Investments Less than 90 days","asset_cash","","Inversiones Temporales Plazo Menor 90 días"
"account_group_1102","account_group_11","False","1102","Short-Term Investments in Securities","asset_current","","Inversiones en Valores a Corto Plazo"
"account_group_1103","account_group_11","False","1103","Accounts and notes receivable","asset_receivable","","Cuentas y Documentos por Cobrar"
"account_group_110301","account_group_1103","False","110301","Notes Receivable","asset_receivable","","Documentos por Cobrar"
"account_group_110302","account_group_1103","False","110302","Accounts Receivable","asset_receivable","","Cuentas por Cobrar"
"account_group_1104","account_group_11","False","1104","Allowance for doubtful accounts","asset_current","","Provisión para Cuentas Incobrables"
"account_group_1105","account_group_11","False","1105","Inventories","asset_current","","Inventarios"
"account_group_1106","account_group_11","False","1106","Accumulated Impairment of Inventory Value","asset_current","","Deterioro Acumulado de Valor de Inventarios"
"account_group_1107","account_group_11","False","1107","Inventory obsolescence estimate","asset_current","","Estimación por Obsolencia de Inventario"
"account_group_1108","account_group_11","False","1108","Advanced Taxes","asset_current","","Impuestos Adelantados"
"account_group_110801","account_group_1108","False","110801","ITBIS Advance on Purchases","asset_current","","ITBIS Adelantado en Compras"
"account_group_110803","account_group_1108","False","110803","Other Taxes and Balances","asset_current","","Otros Impuestos y Saldos"
"account_group_1109","account_group_11","False","1109","Temporary Investments","asset_current","","Inversiones Temporales"
"account_group_1110","account_group_11","False","1110","Advance Payments","asset_prepayments","","Pagos Anticipados"
"account_group_12","account_group_1","False","12","Fixed Assets","asset_non_current","","Activo Fijos"
"account_group_1201","account_group_12","False","1201","Property, Plant and Equipment","asset_fixed","","Propiedades, Planta y Equipo"
"account_group_120101","account_group_1201","False","120101","Real Estate (CAT 1)","asset_fixed","","Bienes Inmuebles (CAT 1)"
"account_group_120102","account_group_1201","False","120102","Personal Property (CAT 2)","asset_fixed","","Bienes Muebles (CAT 2)"
"account_group_120103","account_group_1201","False","120103","Personal Property (CAT 3)","asset_fixed","","Bienes Muebles (CAT 3)"
"account_group_1202","account_group_12","False","1202","Accumulated Depreciation of Property, Plant and Equipment","asset_non_current","","Depreciación Acumulada de Propiedades, Planta y Equipo"
"account_group_1204","account_group_12","False","1204","Intangible Assets","asset_fixed","","Activos Intangibles"
"account_group_1205","account_group_12","False","1205","Leased Assets","asset_fixed","","Bienes en Arrendamiento"
"account_group_1206","account_group_12","False","1206","Accumulated Depreciation of Leased Assets","asset_non_current","","Depreciación Acumulada de Bienes en Arrendamiento"
"account_group_1207","account_group_12","False","1207","Accumulated Impairment Loss on Leased Assets","asset_non_current","","Deterioro de Valor Acumulado de Bienes en Arrendamiento"
"account_group_1208","account_group_12","False","1208","Permanent Investments","asset_non_current","","Inversiones Permanentes"
"account_group_1209","account_group_12","False","1209","Deferred Assets","asset_non_current","","Activos Diferidos"
"account_group_13","account_group_1","False","13","Construction Costs","asset_non_current","","Costos de Construcción"
"account_group_1301","account_group_13","False","1301","Construction in Progress","asset_non_current","","Construcción en Proceso"
"account_group_130101","account_group_1301","False","130101","In-Process Construction Costs","asset_non_current","","Costos de Costrucción en Proceso"
"account_group_2","","False","2","Liabilities","liability_non_current","","Pasivos"
"account_group_21","account_group_2","False","21","Current Liabilities","liability_non_current","","Pasivo Corriente"
"account_group_2101","account_group_21","False","2101","Short-term accounts payable and notes payable","liability_payable","","Cuentas y Documentos por Pagar a Corto Plazo"
"account_group_2102","account_group_21","False","2102","Short-Term Benefits Payable","liability_non_current","","Beneficios por Pagar a Corto Plazo"
"account_group_2103","account_group_21","False","2103","Taxes and Withholdings","liability_non_current","","Impuestos y Retenciones"
"account_group_210301","account_group_2103","False","210301","ITBIS Payable","liability_non_current","","ITBIS por Pagar"
"account_group_210302","account_group_2103","False","210302","ITBIS Withheld","liability_non_current","","ITBIS Retenido"
"account_group_210303","account_group_2103","False","210303","ISR withheld","liability_non_current","","ISR Retenido"
"account_group_210304","account_group_2103","False","210304","Payroll withholdings","liability_non_current","","Retenciones en Nómina"
"account_group_210305","account_group_2103","False","210305","Other Taxes or Withholdings","liability_non_current","","Otros Impuestos o Retenciones"
"account_group_2104","account_group_21","False","2104","Short-Term Provisions","liability_non_current","","Provisiones a Corto Plazo"
"account_group_2105","account_group_21","False","2105","Credit Cards","liability_non_current","","Tarjetas de Crédito"
"account_group_22","account_group_2","False","22","Non-Current Liabilities","liability_non_current","","Pasivo No Corriente"
"account_group_2201","account_group_22","False","2201","Long-term accounts payable and notes payable","liability_non_current","","Cuentas y Documentos por Pagar a Largo Plazo"
"account_group_2202","account_group_22","False","2202","Provision for Labor Obligations","liability_non_current","","Provisión para Obligaciones Laborales"
"account_group_2203","account_group_22","False","2203","Customer Advances and Unidentified Payments","liability_non_current","","Anticipos de Clientes y Pagos no Identificados"
"account_group_2204","account_group_22","False","2204","Long-Term Provisions","liability_non_current","","Provisiones a Largo Plazo"
"account_group_3","","False","3","Capital","equity","",""
"account_group_31","account_group_3","False","31","Stockholders' equity","equity","","Capital Contable"
"account_group_3101","account_group_31","False","3101","Capital Stock","equity","","Capital Social"
"account_group_3102","account_group_31","False","3102","Asset revaluation surplus","equity","","Superávit por Revaluación de Activos"
"account_group_32","account_group_3","False","32","Restricted Utilities","equity","","Utilidades Restringidas"
"account_group_3201","account_group_32","False","3201","Legal Reserve","equity","","Reserva Legal"
"account_group_33","account_group_3","False","33","Results","equity","","Resultados"
"account_group_3301","account_group_33","False","3301","Accumulated Results","equity","","Resultados Acumulados"
"account_group_3302","account_group_33","False","3302","Results for the year","equity","","Resultados del Ejercicio"
"account_group_3304","account_group_33","False","3304","Other Equity Reserves","equity","","Otras Reservas de Patrimonio"
"account_group_4","","False","4","Revenues and Earnings","income_other","","Ingresos y Ganancias"
"account_group_41","account_group_4","False","41","Operating Revenues","income","","Ingresos por Operaciones"
"account_group_4101","account_group_41","False","4101","Sales of Goods","income","","Ventas de Bienes"
"account_group_4102","account_group_41","False","4102","Sales of Services","income","","Ventas de Servicios"
"account_group_4103","account_group_41","False","4103","Returns","income","","Devoluciones"
"account_group_4104","account_group_41","False","4104","Discounts","income","","Descuentos"
"account_group_42","account_group_4","False","42","Non-Operating Income","income_other","","Ingresos No Operacionales"
"account_group_4201","account_group_42","False","4201","Interest Earned","income","","Intereses Ganados"
"account_group_4202","account_group_42","False","4202","Sales of Assets","income","","Ventas de Activos"
"account_group_4203","account_group_42","False","4203","Dividends Earned","income","","Dividendos Ganados"
"account_group_4204","account_group_42","False","4204","Extraordinary Income","income_other","","Ingresos Extraordinarios"
"account_group_5","","False","5","Costs, Expenses and Losses","expense_direct_cost","","Costos, Gastos y Pérdidas"
"account_group_51","account_group_5","False","51","Operating Costs","expense_direct_cost","","Costos de Operación"
"account_group_5101","account_group_51","False","5101","Cost of sales","expense_direct_cost","","Costos de Ventas"
"account_group_5102","account_group_51","False","5102","Production Costs","expense_direct_cost","","Costos de Producción"
"account_group_6","","False","6","Expenses and Losses","expense","","Gastos y Pérdidas"
"account_group_61","account_group_6","False","61","Operating Expenses","expense","","Gastos de Operación"
"account_group_6101","account_group_61","False","6101","Personnel Expenses","expense","","Gastos de Personal"
"account_group_610101","account_group_6101","False","610101","Social Security Contributions","expense","","Aportes a la Seguridad Social"
"account_group_610102","account_group_6101","False","610102","Other Employer's Liabilities","expense","","Otras Cargas Patronales"
"account_group_6102","account_group_61","False","6102","Administrative Expenses","expense","","Gastos de Administración"
"account_group_6103","account_group_61","False","6103","Expenses for Labor, Supplies and Services","expense","","Gastos por Trabajo, Suministros y Servicios"
"account_group_610301","account_group_6103","False","610301","Expenses Fees for Professional Services (Individual)","expense","","Gastos Honorarios por Servicios Profesionales (P. Física)"
"account_group_610302","account_group_6103","False","610302","Fees for professional services (Legal)","expense","","Gastos Honorarios por Servicios Profesionales (P. Jurídica)"
"account_group_610303","account_group_6103","False","610303","Fees for professional services (Legal)","expense","","Gastos Honorarios por Servicios Profesionales (P. Jurídica)"
"account_group_6104","account_group_61","False","6104","Depreciation expense","expense_depreciation","","Gastos por Depreciación"
"account_group_6105","account_group_61","False","6105","Expenses for repairs","expense","","Gastos por Reparaciones"
"account_group_6106","account_group_61","False","6106","Representation Expenses","expense","","Gastos de Representación"
"account_group_6107","account_group_61","False","6107","Financial Expenses","expense","","Gastos Financieros"
"account_group_6108","account_group_61","False","6108","Extraordinary Expenses","expense","","Gastos Extraordinarios"
"account_group_7","","False","7","Income Statement Clearing Accounts","expense","","Cuentas Liquidadoras de Resultados"
"account_group_71","account_group_7","False","71","Settlement Account","expense","","Cuenta Liquidadora"
"account_group_7101","account_group_71","False","7101","Profit and loss","equity_unaffected","","Pérdidas y Ganancias"
"l10n_do_11010301","account_group_110103","True","11010301","Short-term deposits in RD","asset_cash","False",""
"l10n_do_11010302","account_group_110103","True","11010302","Short-term deposits in USD","asset_cash","False",""
"l10n_do_11020100","account_group_1102","True","11020100","Bonds and Temporary Shares","asset_current","False","Bonos y Acciones Temporales"
"l10n_do_11020200","account_group_1102","True","11020200","Stock market operations","asset_current","False","Operaciones en Bolsa"
"l10n_do_11020300","account_group_1102","True","11020300","Other marketable securities","asset_current","False","Otros Valores Negociables"
"l10n_do_11030101","account_group_110301","True","11030101","Returned Checks Receivable","asset_receivable","True","Cheques Devueltos por Cobrar"
"l10n_do_11030102","account_group_110301","True","11030102","Interest receivable","asset_receivable","True","Intereses por Cobrar"
"l10n_do_11030201","account_group_110302","True","11030201","Accounts Receivable from Customers","asset_receivable","True","Cuentas por Cobrar a Clientes"
"l10n_do_11030202","account_group_110302","True","11030202","Accounts Receivable from Officers and Employees","asset_receivable","True","Cuentas por Cobrar a Funcionarios y Empleados"
"l10n_do_11030203","account_group_110302","True","11030203","Accounts Receivable from Affiliates","asset_receivable","True","Cuentas por Cobrar a Afiliadas"
"l10n_do_11030204","account_group_110302","True","11030204","Accounts Receivable from Shareholders","asset_receivable","True","Cuentas por Cobrar a Accionistas"
"l10n_do_11030205","account_group_110302","True","11030205","Other Accounts Receivable","asset_receivable","True","Otras Cuentas por Cobrar"
"l10n_do_11030210","account_group_110302","True","11030210","Trade Accounts Receivable (PoS)","asset_receivable","True","Cuentas por Cobrar a Clientes (PoS)"
"l10n_do_11040100","account_group_1104","True","11040100","Allowance for doubtful accounts receivable from customers","asset_current","False","Provisiones de Incobrables a Clientes"
"l10n_do_11040200","account_group_1104","True","11040200","Provisions for Uncollectible Provisions to Officers and Employees","asset_current","False","Provisiones de Incobrables a Funcionarios y Empleados"
"l10n_do_11040300","account_group_1104","True","11040300","Allowance for Uncollectible Provisions to Affiliates","asset_current","False","Provisiones de Incobrables a Afiliadas"
"l10n_do_11040400","account_group_1104","True","11040400","Provisions for Uncollectible Provisions to Shareholders","asset_current","False","Provisiones de Incobrables a Accionistas"
"l10n_do_11040500","account_group_1104","True","11040500","Provisions for Other Uncollectible Accounts","asset_current","False","Provisiones de Otras Cuentas Incobrables"
"l10n_do_11050100","account_group_1105","True","11050100","Inventory of merchandise or finished products","asset_current","False","Inventario de Mercancías o Productos Terminados"
"l10n_do_11050200","account_group_1105","True","11050200","Raw Materials Inventory","asset_current","False","Inventario de Materia Prima"
"l10n_do_11050300","account_group_1105","True","11050300","Inventory in Transit","asset_current","False","Inventario en Tránsito"
"l10n_do_11050400","account_group_1105","True","11050400","Materials and Supplies Inventory","asset_current","False","Inventario de Materiales y Suministros"
"l10n_do_11050500","account_group_1105","True","11050500","Fuel Inventory","asset_current","False","Inventario de Combustibles"
"l10n_do_11050600","account_group_1105","True","11050600","Goods Shipped Not Invoiced","asset_current","True","Bienes Enviados No Facturados"
"l10n_do_11060100","account_group_1106","True","11060100","Impairment Accum. of Inventory in Warehouse","asset_current","False","Deterioro Acum. de Inventario en Almacen"
"l10n_do_11060200","account_group_1106","True","11060200","Accumulated Impairment of Materials and Supplies","asset_current","False","Deterioro Acum. de Materiales y Suministros"
"l10n_do_11060300","account_group_1106","True","11060300","Impairment of Fuel Accum.","asset_current","False","Deterioro Acum. de Combustibles"
"l10n_do_11070100","account_group_1107","True","11070100","Warehouse Inventory Obsolescence","asset_current","False","Obsolescencia de Inventario en Almacen"
"l10n_do_11070200","account_group_1107","True","11070200","Obsolescence of Materials and Supplies","asset_current","False","Obsolescencia de Materiales y Suministros"
"l10n_do_11070300","account_group_1107","True","11070300","Fuel Obsolescence","asset_current","False","Obsolescencia de Combustibles"
"l10n_do_11080101","account_group_110801","True","11080101","ITBIS Paid on Purchases of Local Good","asset_current","False","ITBIS Pagado en Compras de Bienes Locales"
"l10n_do_11080102","account_group_110801","True","11080102","ITBIS Paid on Deductible Service Purchases","asset_current","False","ITBIS Pagado en Compras de Servicios Deducibles"
"l10n_do_11080103","account_group_110801","True","11080103","ITBIS Paid on Imports","asset_current","False","ITBIS Pagado en Importaciones"
"l10n_do_11080104","account_group_110801","True","11080104","ITBIS on Purchases of Goods or Services Subject to Proportionality","asset_current","False","ITBIS en Compras de Bienes o Servicios Sujetos a Proporcionalidad"
"l10n_do_11080105","account_group_110801","True","11080105","ITBIS on Imports Subject to Proportionalit","asset_current","False","ITBIS en Importaciones Sujeto a Proporcionalidad"
"l10n_do_11080106","account_group_110801","True","11080106","ITBIS Paid on Imports Subject to Proportionality","asset_current","False","ITBIS Pagado en Importaciones Sujeto a Proporcionalidad"
"l10n_do_11080301","account_group_110803","True","11080301","ITBIS Withheld on Sales (N08-04 and N02-05)","asset_current","False","ITBIS Retenido por Ventas (N08-04 y N02-05)"
"l10n_do_11080302","account_group_110803","True","11080302","ITBIS Retained by State Entities (5%)","asset_current","False","ITBIS Retenido por Entidades del Estado (5%)"
"l10n_do_11080303","account_group_110803","True","11080303","Balance in Favor Previous","asset_current","False","Saldo a Favor Anterior"
"l10n_do_11090100","account_group_1109","True","11090100","Temporary Actions","asset_current","False","Acciones Temporales"
"l10n_do_11090200","account_group_1109","True","11090200","Temporary Time Deposits","asset_current","False","Depósitos a Plazo Temporales"
"l10n_do_11090300","account_group_1109","True","11090300","Temporary Bonds","asset_current","False","Bonos Temporales"
"l10n_do_11090400","account_group_1109","True","11090400","Bonds and Deposits","asset_current","False","Fianzas y Depósitos"
"l10n_do_11100100","account_group_1110","True","11100100","Advance to Suppliers","asset_prepayments","False","Avance a Proveedores"
"l10n_do_11100200","account_group_1110","True","11100200","Prepaid rents","asset_prepayments","False","Alquileres pagados por Anticipado"
"l10n_do_11100300","account_group_1110","True","11100300","Advances for Insurance","asset_prepayments","False","Anticipos para Seguros"
"l10n_do_11100400","account_group_1110","True","11100400","Advances for income tax","asset_prepayments","False","Anticipos para ISR"
"l10n_do_11100500","account_group_1110","True","11100500","Advances for Expenses","asset_prepayments","False","Anticipos para Gastos"
"l10n_do_11100600","account_group_1110","True","11100600","Advances for 1% Assets","asset_prepayments","False","Anticipos para 1% Activos"
"l10n_do_12010101","account_group_120101","True","12010101","Land","asset_fixed","False","Terrenos"
"l10n_do_12010102","account_group_120101","True","12010102","Buildings","asset_fixed","False","Edificaciones"
"l10n_do_12010103","account_group_120101","True","12010103","Building Improvements","asset_fixed","False","Mejoras en Edificaciones"
"l10n_do_12010104","account_group_120101","True","12010104","Improvements to Leased Premises and Buildings","asset_fixed","False","Mejoras en Edificaciones y Locales Arrendados"
"l10n_do_12010201","account_group_120102","True","12010201","Light Transportation Equipment","asset_fixed","False","Equipos de Transporte Liviano"
"l10n_do_12010202","account_group_120102","True","12010202","Office Furniture and Equipment","asset_fixed","False","Mobiliarios y Equipos de Oficina"
"l10n_do_12010301","account_group_120103","True","12010301","Machinery","asset_fixed","False","Maquinarias"
"l10n_do_12010302","account_group_120103","True","12010302","Tools","asset_fixed","False","Herramientas"
"l10n_do_12010303","account_group_120103","True","12010303","Facilities","asset_fixed","False","Instalaciones"
"l10n_do_12010304","account_group_120103","True","12010304","Camera and Security Systems","asset_fixed","False","Sistemas de Cámara y Seguridad"
"l10n_do_12010305","account_group_120103","True","12010305","Miscellaneous or other assets","asset_fixed","False","Misceláneos u otros activos"
"l10n_do_12020100","account_group_1202","True","12020100","Accumulated Depreciation of Buildings","asset_non_current","False","Depreciación Acum. de Edificios"
"l10n_do_12020200","account_group_1202","True","12020200","Accumulated Depreciation of Transportation Equipment","asset_non_current","False","Depreciación Acum. de Equipos de Transporte"
"l10n_do_12020300","account_group_1202","True","12020300","Accumulated Depreciation of Furniture and Equipment","asset_non_current","False","Depreciación Acum. de Mobiliarios y Equipos"
"l10n_do_12020400","account_group_1202","True","12020400","Accumulated Depreciation of Machinery","asset_non_current","False","Depreciación Acum. de Maquinarias"
"l10n_do_12020500","account_group_1202","True","12020500","Accumulated depreciation of tools","asset_non_current","False","Depreciación Acum. de Herramientas"
"l10n_do_12020600","account_group_1202","True","12020600","Accumulated Depreciation of Facilities","asset_non_current","False","Depreciación Acum. de Instalaciones"
"l10n_do_12040100","account_group_1204","True","12040100","Trademarks and Patents","asset_fixed","False","Marcas y Patentes"
"l10n_do_12040200","account_group_1204","True","12040200","Licenses and Software","asset_fixed","False","Licencias y Programas Informáticos"
"l10n_do_12050100","account_group_1205","True","12050100","Leased Buildings and Premises","asset_fixed","False","Edificaciones y Locales Arrendados"
"l10n_do_12050200","account_group_1205","True","12050200","Leased Machinery and Equipment","asset_fixed","False","Maquinarias y Equipos Arrendados"
"l10n_do_12050300","account_group_1205","True","12050300","Leased Facilities","asset_fixed","False","Instalaciones Arrendadas"
"l10n_do_12060100","account_group_1206","True","12060100","Accumulated Depreciation Buildings and Leased Premises","asset_non_current","False","Depreciación Acum. Edificaciones y Locales Arrendados"
"l10n_do_12060200","account_group_1206","True","12060200","Accumulated Depreciation Leased Machinery and Equipment","asset_non_current","False","Depreciación Acum. Maquinarias y Equipos Arrendados"
"l10n_do_12060300","account_group_1206","True","12060300","Accumulated Depreciation Leased Facilities","asset_non_current","False","Depreciación Acum. Instalaciones Arrendadas"
"l10n_do_12070100","account_group_1207","True","12070100","Accumulated Impairment Leased Buildings and Premises","asset_non_current","False","Deterioro Valor Acum. Edificios y Locales Arrendados"
"l10n_do_12070200","account_group_1207","True","12070200","Accumulated Impairment Leased Machinery and Equipment","asset_non_current","False","Deterioro Valor Acum. Maquinaria y Equipo Arrendado"
"l10n_do_12070300","account_group_1207","True","12070300","Accumulated Impairment Leased Facilities","asset_non_current","False","Deterioro Valor Acum. Instalaciones Arrendadas"
"l10n_do_12080100","account_group_1208","True","12080100","Shares in other companies","asset_non_current","False","Acciones en otras sociedades"
"l10n_do_12090100","account_group_1209","True","12090100","Deductible temporary differences","asset_non_current","False","Diferencias temporales deducibles"
"l10n_do_12090200","account_group_1209","True","12090200","Deferred Organizational Expenses","asset_non_current","False","Gastos Organizacionales Diferidos"
"l10n_do_12090300","account_group_1209","True","12090300","Deductible ISR","asset_non_current","False","ISR Deducible"
"l10n_do_13010100","account_group_130101","True","13010100","Construction in Progress Costs","asset_non_current","False","Costos de Construcción en Proceso"
"l10n_do_21010100","account_group_2101","True","21010100","Bank loans payable","liability_payable","True","Préstamos Bancarios por Pagar"
"l10n_do_21010200","account_group_2101","True","21010200","Accounts Payable to Local Suppliers","liability_payable","True",""
"l10n_do_21010300","account_group_2101","True","21010300","Accounts Payable to Foreign Suppliers","liability_payable","True","Cuentas por Pagar a Proveedores del Exterior"
"l10n_do_21010400","account_group_2101","True","21010400","Accounts Payable to Affiliates","liability_payable","True","Cuentas por Pagar a Afiliadas"
"l10n_do_21010500","account_group_2101","True","21010500","Accounts Payable to Shareholders","liability_payable","True","Cuentas por Pagar a Accionistas"
"l10n_do_21010600","account_group_2101","True","21010600","Payrolls Payable","liability_payable","True","Nóminas por Pagar"
"l10n_do_21010700","account_group_2101","True","21010700","Interest payable","liability_payable","True","Intereses por Pagar"
"l10n_do_21010800","account_group_2101","True","21010800","Other accounts payable","liability_payable","True","Otras Cuentas por Pagar"
"l10n_do_21020100","account_group_2102","True","21020100","Dividends Payable","liability_non_current","False","Dividendos por Pagar"
"l10n_do_21020200","account_group_2102","True","21020200","Commissions Payable","liability_non_current","False","Comisiones por Pagar"
"l10n_do_21020300","account_group_2102","True","21020300","Vacation Payable","liability_non_current","False","Vacaciones por Pagar"
"l10n_do_21020400","account_group_2102","True","21020400","Bonuses Payable","liability_non_current","False","Bonificaciones por Pagar"
"l10n_do_21020500","account_group_2102","True","21020500","Easter Royalty Payable","liability_non_current","False","Regalía Pascual por Pagar"
"l10n_do_21020600","account_group_2102","True","21020600","Paid Medical Insurance","liability_non_current","False","Seguro Médico por Pagar"
"l10n_do_21020700","account_group_2102","True","21020700","Family Health Insurance (FHIS) Payable","liability_non_current","False","Seguro Familiar de Salud (SFS) por Pagar"
"l10n_do_21020800","account_group_2102","True","21020800","Pension Fund (AFP) Contribution Payable","liability_non_current","False","Aporte a Fondo de Pensiones (AFP) por Pagar"
"l10n_do_21020900","account_group_2102","True","21020900","Labor Risk Insurance (SRL) Payable","liability_non_current","False","Seguro de Riesgo Laboral (SRL) por Pagar"
"l10n_do_21021000","account_group_2102","True","21021000","INFOTEP Payable","liability_payable","True","INFOTEP por Pagar"
"l10n_do_21021100","account_group_2102","True","21021100","Social Security Treasury (TSS) Payable","liability_payable","True","Tesorería de la Seguridad Social (TSS) por Pagar"
"l10n_do_21021200","account_group_2102","True","21021200","Unbilled Goods Received","liability_non_current","True","Bienes Recibidos no Facturados"
"l10n_do_21030101","account_group_210301","True","21030101","ITBIS on Sale of Services","liability_non_current","False","ITBIS por Venta Servicios"
"l10n_do_21030102","account_group_210301","True","21030102","ITBIS on Sale of Goods","liability_non_current","False","ITBIS por Venta Bienes"
"l10n_do_21030103","account_group_210301","True","21030103","ITBIS for sale of services on behalf of 3th Parties","liability_non_current","False","ITBIS por Venta Servicios en Nombre de Terceros"
"l10n_do_21030201","account_group_210302","True","21030201","ITBIS Withheld from Legal Entity (N02-05)","liability_non_current","False","ITBIS Retenido a Persona Jurídica (N02-05)"
"l10n_do_21030202","account_group_210302","True","21030202","ITBIS Withheld from Individuals (R293-11)","liability_non_current","False","ITBIS Retenido a Persona Física (R293-11)"
"l10n_do_21030203","account_group_210302","True","21030203","ITBIS Withheld from Non-Profit Entities (N01-11)","liability_non_current","False","ITBIS Retenido a Entidades No Lucrativas (N01-11)"
"l10n_do_21030204","account_group_210302","True","21030204","ITBIS Withheld for Professional Services (N02-05)","liability_non_current","False","ITBIS Retenido por Servicios Profesionales (N02-05)"
"l10n_do_21030205","account_group_210302","True","21030205","ITBIS Withheld from Informal Goods (N08-10)","liability_non_current","False","ITBIS Retenido a Informales de Bienes (N08-10)"
"l10n_do_21030301","account_group_210303","True","21030301","Income tax withheld for professional fees of individuals","liability_non_current","False","ISR Retenido por Honorarios Profesionales de Personas Físicas"
"l10n_do_21030302","account_group_210303","True","21030302","ISR withheld on rent paid to individuals","liability_non_current","False","ISR Retenido por Alquileres Pagados a Personas Físicas"
"l10n_do_21030303","account_group_210303","True","21030303","Income tax withheld on dividends paid","liability_non_current","False","ISR Retenido por Dividendos Pagados"
"l10n_do_21030304","account_group_210303","True","21030304","ISR Withheld on Interest Paid Abroad","liability_non_current","False","ISR Retenido por Intereses Pagados al Exterior"
"l10n_do_21030305","account_group_210303","True","21030305","ISR withheld on interest paid","liability_non_current","False","ISR Retenido por Intereses Pagados"
"l10n_do_21030306","account_group_210303","True","21030306","ISR withheld on transfers of securities and properties","liability_non_current","False","ISR Retenido por Transferencias de Títulos y Propiedades"
"l10n_do_21030307","account_group_210303","True","21030307","ISR Withheld on Remittances Abroad (L253-12)","liability_non_current","False","ISR Retenido por Remesas al Exterior (L253-12)"
"l10n_do_21030308","account_group_210303","True","21030308","Other Withholdings (N07-07)","liability_non_current","False","Otras Retenciones (N07-07)"
"l10n_do_21030309","account_group_210303","True","21030309","Other Withholdings","liability_non_current","False","Otras Retenciones"
"l10n_do_21030401","account_group_210304","True","21030401","Income Tax Withholding (IR3 ISR)","liability_non_current","False","Retención de Impuesto al Salario (ISR del IR3)"
"l10n_do_21030402","account_group_210304","True","21030402","Family Health Insurance (FHI) Withholding","liability_non_current","False","Retención de Seguro Familiar de Salud (SFS)"
"l10n_do_21030403","account_group_210304","True","21030403","Pension Fund Retention (AFP)","liability_non_current","False","Retención de Fondo de Pensiones (AFP)"
