"id","code","name"
"ipi_guidline_class_I","I","Cigarros; 24022000; Art. 153 do Decreto 4.544/2002 ou Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_II","II","Cigarros; 24022000; Art. 153 do Decreto 4.544/2002"
"ipi_guidline_class_IIIM","III-M","Cigarros; 24022000; Art. 153 do Decreto 4.544/2002"
"ipi_guidline_class_IIIR","III-R","Cigarros; 24022000; Art. 153 do Decreto 4.544/2002"
"ipi_guidline_class_IVM","IV-M","Cigarros; 24022000; Art. 153 do Decreto 4.544/2002"
"ipi_guidline_class_IVR","IV-R","Cigarros; 24022000; Art. 153 do Decreto 4.544/2002"
"ipi_guidline_class_A","A","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_B","B","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_C","C","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_D","D","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_E","E","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_F","F","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_G","G","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_H","H","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_J","J","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_K","K","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_L","L","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_M","M","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_N","N","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_O","O","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_P","P","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_Q","Q","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_R","R","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_S","S","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_T","T","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_U","U","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_V","V","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_X","X","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_Y","Y","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_Z","Z","Bebidas Quentes; 2204 / 2205 / 2206 / 2208; Art. 149 do Decreto 4.544/2002"
"ipi_guidline_class_99999","99999","Outros produtos"
