"id","code","name"
"icms_relief_1","1","Táxi"
"icms_relief_2","2","Deficiente Físico (Revogado)"
"icms_relief_3","3","Produtor Agropecuário"
"icms_relief_4","4","Frotista/Consular"
"icms_relief_5","5","Diplomático/Consular"
"icms_relief_6","6","Utilitários e Motocicletas da Amazônia Ocidental e Áreas de Livre Comércio (Resolução 714/88 e 790/94 - CONTRAN e suas alterações)"
"icms_relief_7","7","SUFRAMA"
"icms_relief_8","8","Venda a Órgão Públicos"
"icms_relief_9","9","Outros"
"icms_relief_10","10","Deficiente Condutor (Convênio ICMS 38/12)"
"icms_relief_11","11","Deficiente Não Condutor (Convênio ICMS 38/12)"
"icms_relief_12","12","Órgão de fomento e desenvolvimento agropecuário"
"icms_relief_16","16","Olimpíadas Rio 2016"
"icms_relief_90","90","Solicitado pelo Fisco"
