"id","code","name"
"tax_pis_cofins_base_01","01","Aquisição de bens para revenda"
"tax_pis_cofins_base_02","02","Aquisição de bens utilizados como insumo"
"tax_pis_cofins_base_03","03","Aquisição de serviços utilizados como insumo"
"tax_pis_cofins_base_04","04","Energia elétrica e térmica, inclusive sob a forma de vapor"
"tax_pis_cofins_base_05","05","Aluguéis de prédios"
"tax_pis_cofins_base_06","06","Aluguéis de máquinas e equipamentos"
"tax_pis_cofins_base_07","07","Armazenagem de mercadoria e frete na operação de venda"
"tax_pis_cofins_base_08","08","Contraprestações de arrendamento mercantil"
"tax_pis_cofins_base_09","09","Máquinas, equipamentos e outros bens incorporados ao ativo imobilizado (crédito sobre encargos de depreciação)"
"tax_pis_cofins_base_10","10","Máquinas, equipamentos e outros bens incorporados ao ativo imobilizado (crédito com base no valor de aquisição)"
"tax_pis_cofins_base_11","11","Amortização de edificações e benfeitorias em imóveis"
"tax_pis_cofins_base_12","12","Devolução de Vendas Sujeitas à Incidência Não-Cumulativa"
"tax_pis_cofins_base_13","13","Outras Operações com Direito a Crédito"
"tax_pis_cofins_base_14","14","Atividade de Transporte de Cargas - Subcontratação"
"tax_pis_cofins_base_15","15","Atividade Imobiliária - Custo Incorrido de Unidade Imobiliária"
"tax_pis_cofins_base_16","16","Atividade Imobiliária - Custo Orçado de unidade não concluída"
"tax_pis_cofins_base_17","17","Atividade de Prestação de Serviços de Limpeza, Conservação e Manutenção - vale-transporte, vale-refeição ou vale-alimentação, fardamento ou uniforme"
"tax_pis_cofins_base_18","18","Estoque de abertura de bens"
