id,code,name
l10n_co_edi_fiscal_resp_o06,O-06,Impuesto sobre la Renta y Complementarios
l10n_co_edi_fiscal_resp_o07,O-07,Retencion en la Fuente a titulo de renta
l10n_co_edi_fiscal_resp_o09,O-09,Retencion en la Fuente en el Impuesto sobre las Ventas
l10n_co_edi_fiscal_resp_o11,O-11,Ventas regimen comun
l10n_co_edi_fiscal_resp_o13,O-13,Gran Contribuyente
l10n_co_edi_fiscal_resp_o15,O-15,Autorretenedor
l10n_co_edi_fiscal_resp_o23,O-23,Agente de Retencion de IVA
l10n_co_edi_fiscal_resp_o47,O-47,Regimen Simple de Tributacion (SIMPLE)
l10n_co_edi_fiscal_resp_o48,O-48,Impuesto sobre las Ventas (IVA)
l10n_co_edi_fiscal_resp_o49,O-49,No Responsable de IVA
l10n_co_edi_fiscal_resp_r99pn,R-99-PN,No aplica - Otros
l10n_co_edi_fiscal_resp_o14,O-14,Informante de Exogena
l10n_co_edi_fiscal_resp_o16,O-16,Obligacion de Facturar por Ingresos de Bienes y/o Servicios Excluidos
l10n_co_edi_fiscal_resp_o42,O-42,Obligado a llevar contabilidad
